owner,repo,maintenance,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contribution,contributor_participation,code_contribution,contributor_growth,popularity,stars_and_watches,forks,downstream_dependents,project_maturity,code_quality,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity
Azure,azure-xplat-cli,34.8,18.7,,67.7,52.7,0.8,2.3,,,47.2,37.2,67.0,26.6,58.0,50.2,56.2,,94.3,35.0
openfin-js-app,react-openfin-scripts,9.0,0.3,,27.0,8.8,0.8,2.3,,,7.1,3.2,4.9,19.3,1.1,9.3,26.4,,1.4,3.0
vueComponent,tools,5.7,,,9.3,13.6,0.8,2.4,,,11.2,8.5,10.2,23.6,2.5,20.1,8.3,,52.1,6.5
vatesfr,xo-server,10.7,,,8.0,34.6,0.8,2.4,,,6.5,4.1,8.3,9.6,4.1,1.8,4.0,,1.4,4.4
yanxlg,rc-tools,12.4,1.7,,18.6,29.5,0.8,2.4,,,5.1,0.4,5.2,12.0,2.8,8.9,25.1,,1.5,2.1
zxf969175364,keystone,19.0,,,47.3,28.6,0.8,2.5,,,8.7,5.7,5.3,12.1,11.6,31.4,9.6,,84.6,3.9
umijs,umi,40.0,34.9,25.5,63.8,35.9,40.4,34.9,43.3,42.9,61.5,85.9,92.5,32.3,35.1,60.3,73.5,46.0,61.5,72.9
cmux,super,19.2,8.8,10.8,44.9,12.3,12.5,5.5,23.2,8.9,20.9,13.0,12.6,25.5,32.6,29.0,31.6,7.9,47.5,12.7
ssbc,patchbay,25.4,19.6,,36.8,45.4,0.7,2.0,,,26.5,28.9,35.0,21.6,20.4,43.7,64.6,,66.6,21.5
mbret,chewie-system,14.1,1.3,,9.7,45.5,0.7,2.1,,,10.4,5.9,5.5,22.3,8.0,9.5,26.6,,2.0,4.0
Frezc,rc-tools,12.5,0.8,,12.3,36.8,0.7,2.1,,,6.6,0.5,3.7,17.5,4.8,17.5,9.2,,43.4,1.6
krakenjs,grumbler,33.7,18.9,,50.9,64.9,0.7,2.1,,,15.9,24.6,22.4,9.2,7.5,9.2,12.5,,15.2,15.9
pavjacko,renative,41.8,32.6,33.1,75.9,25.5,37.4,29.6,46.0,36.5,38.8,55.1,52.8,26.2,20.9,55.0,62.3,40.9,61.9,48.4
utryfe,vue-cli-builder,4.9,0.8,,10.4,8.3,0.7,2.2,,,3.7,0.6,3.8,9.3,0.9,20.9,61.0,,1.6,1.7
duanguang,brain-vue-cli,16.1,0.9,,24.9,38.6,0.7,2.2,,,7.7,3.7,3.9,20.4,2.7,23.8,69.6,,1.6,2.8
jasonvillalon,generator-arwen,20.6,0.9,,36.0,45.5,0.8,2.3,,,7.9,3.8,4.0,11.3,12.6,12.5,34.1,,3.5,2.9
DEEP-IMPACT-AG,cherry,12.3,0.9,,15.4,32.9,0.6,1.8,,,8.2,6.6,4.1,19.9,2.0,21.5,60.5,,4.1,3.8
Automattic,zeditor,17.4,0.1,,13.6,55.8,0.6,1.8,,,14.0,12.2,9.8,17.1,16.9,16.7,24.8,,25.2,7.5
adlnet,xAPIWrapper,20.8,16.2,,31.7,35.5,0.6,1.8,,,32.2,20.7,42.9,22.8,42.6,27.6,50.7,,32.1,21.4
gitana,cloudcms-server,23.1,2.8,5.2,34.3,50.1,4.5,2.2,10.3,0.9,20.1,9.9,13.3,24.6,32.8,22.2,26.9,0.5,39.1,9.2
douhao4648,jujin-dv,7.6,0.2,,19.7,10.5,0.6,1.9,,,9.4,8.4,7.9,17.2,4.0,9.5,27.8,,0.8,5.6
twreporter,twreporter-react,35.0,18.9,27.9,64.8,28.3,28.3,11.3,45.8,27.8,29.5,25.9,39.7,11.4,40.9,51.3,65.4,13.9,74.6,31.3
paranoidjk,rc-tools,17.9,,,18.6,53.0,0.7,2.0,,,6.2,4.2,6.2,9.0,5.5,15.8,5.3,,42.2,3.7
ember-cli,ember-cli,50.3,47.5,36.5,55.7,61.6,35.4,26.5,43.3,36.4,60.0,64.1,82.8,34.4,58.7,65.5,62.5,40.0,94.0,60.8
stephenplusplus,sindredash,24.9,1.2,,22.2,76.3,3.5,10.5,,,12.3,12.1,2.6,16.1,18.6,11.8,32.3,,3.2,6.1
avajs,ava,41.2,35.9,33.2,62.7,33.0,34.5,35.0,35.5,32.9,64.8,90.3,85.8,37.7,45.3,50.3,51.3,32.8,66.8,70.2
crowi,crowi,18.1,12.7,,22.9,36.7,0.5,1.5,,,36.5,47.6,51.7,11.6,35.2,49.8,69.1,3.0,77.4,33.3
215566435,TrumpDoc,5.6,2.8,,18.4,1.4,0.5,1.6,,,8.5,10.6,8.7,10.9,3.8,13.4,36.9,,3.3,6.6
ciena-blueplanet,ciena-devops-testbed,18.7,2.3,,26.0,46.5,0.7,1.6,0.6,,7.8,6.2,10.1,11.0,4.0,25.2,52.6,,22.9,5.7
NodeBB,NodeBB,37.8,37.2,24.7,43.8,45.5,36.3,28.2,47.7,33.0,65.6,84.7,93.0,22.4,62.2,49.1,21.2,39.8,86.5,71.3
cchamberlain,redux-webpack-boilerplate,19.2,0.5,,14.1,62.2,0.6,1.7,,,10.1,8.6,10.6,11.1,10.2,10.7,28.9,,3.4,6.6
frdl,frdl.js,17.9,29.7,,14.0,27.9,0.6,1.7,,,5.4,0.7,0.8,17.3,2.9,4.9,11.4,,3.4,0.7
michaelrgalloway,angular-cli,23.1,,,63.9,28.3,0.6,1.7,,,5.4,1.2,1.7,11.2,7.3,23.9,4.4,,67.4,1.2
DallasMorningNews,chartwerk-editor,19.0,15.0,,12.0,49.2,0.4,1.2,,,11.1,8.8,7.8,17.0,10.6,28.3,69.1,,15.9,5.7
eyedea-io,create-react-app,23.7,0.5,,58.8,35.7,0.4,1.3,,,2.4,5.0,1.9,1.3,1.2,40.0,33.8,,86.2,2.4
electrode-io,electrode-archetype-react-app,24.1,29.5,,28.0,39.0,0.4,1.3,,,11.6,17.2,19.0,1.4,8.9,27.5,24.4,,58.2,12.2
devCrossNet,vue-starter-packages,11.5,29.7,,6.6,9.6,0.4,1.3,,,4.8,6.4,9.2,1.5,1.9,23.5,66.2,,4.2,5.3
sai9268619,for-make-tests-ava,6.3,0.4,,6.4,18.4,0.5,1.4,,,5.2,1.3,1.5,10.7,7.2,9.5,24.7,,3.7,1.1
aegis-design,aegis-tools,8.9,0.4,,11.9,23.2,0.5,1.4,,,8.8,6.8,1.3,18.3,8.6,9.8,29.5,,,2.9
tableflip,guvnor,25.4,10.8,,29.1,61.9,0.5,1.4,,,24.7,30.4,22.1,21.1,25.3,15.4,18.9,,27.3,17.7
RunningCoderLee,sprint-scripts,24.3,2.1,,64.4,30.6,0.5,1.5,,,5.5,3.3,1.0,16.0,1.5,51.5,67.2,,87.2,1.6
xiaowuye,Treasury-architectureTools,3.8,2.3,,2.8,10.1,0.3,1.0,,,2.4,3.4,0.7,1.6,3.8,0.2,0.6,,,1.5
PRINTR3D,formide-client,9.9,,,11.3,28.4,0.3,1.0,,,13.0,8.2,0.3,9.7,33.8,15.0,22.4,,22.7,2.9
ezracelli,slate-tools,8.2,1.2,,11.2,20.3,0.3,1.0,,,5.8,3.5,0.2,15.9,3.8,23.4,66.3,,3.8,1.3
Donmclean,riko,25.6,16.4,,61.2,24.6,2.9,1.1,7.5,,15.2,9.0,9.3,18.1,24.5,25.6,71.0,,5.8,7.1
zenjoy,nimbu-toolbelt,31.8,29.5,13.9,33.3,50.3,16.3,6.4,26.6,15.9,10.1,4.5,0.1,15.2,20.6,27.4,56.0,18.9,7.2,7.0
heyui,hey-cli,16.8,11.6,,36.9,18.6,0.4,1.1,,,16.3,18.6,16.7,22.1,7.7,27.5,68.8,,13.6,11.9
mahesh-kedari,angular2-starter-pack,13.2,0.8,,28.9,23.4,0.4,1.2,,,8.4,3.6,7.7,15.3,6.8,25.4,29.5,,46.6,3.9
rlidwka,yapm,24.7,2.4,,25.9,70.5,0.4,1.2,,,19.2,14.1,12.4,18.5,31.9,24.9,14.0,,60.8,9.0
newsomellc,compages,8.5,0.7,,14.9,18.4,0.2,0.7,,,6.4,3.9,0.9,15.4,5.5,22.2,66.0,,0.5,1.7
nanyuantingfeng,hollow-cli,13.8,29.6,,6.4,19.1,0.2,0.7,,,11.1,9.5,6.0,23.2,5.6,15.9,31.1,,16.6,5.2
qixuan,akpack,14.6,0.7,,17.3,40.5,0.3,0.8,,,7.3,4.3,0.6,15.5,9.0,11.4,32.1,,2.1,1.7
joewalnes,crunchicorn,23.3,0.5,,15.1,77.5,0.3,0.8,,,12.6,11.5,8.8,18.7,11.4,15.3,28.3,,17.6,6.9
makamekm,reiso,10.1,0.4,,14.9,25.1,0.3,0.8,,,5.3,0.1,0.5,16.2,4.4,23.3,69.3,,0.5,0.3
madebywild,wildplate,14.7,4.2,,41.3,13.3,0.3,0.9,,,8.3,4.0,6.5,15.1,7.5,23.1,69.0,,0.4,3.6
jaswantmandloi,js,4.6,2.2,,2.0,14.4,0.3,0.9,,,1.4,0.2,1.4,0.4,3.5,0.4,0.8,,0.3,0.6
core-ds,arui-scripts,18.6,37.1,22.2,9.2,6.0,35.3,24.9,43.5,37.5,15.7,9.3,9.4,24.3,19.9,45.5,38.0,39.0,59.5,18.0
mereyn,react-scripts-custom-template,13.2,,,46.2,6.6,0.9,2.6,,,4.3,4.7,1.2,9.8,1.4,40.3,34.1,,86.7,2.3
leomYili,create-react-app-scripts-custom,21.3,2.2,,60.1,22.8,0.5,1.5,,,2.1,5.8,1.1,0.5,0.9,39.2,31.0,,86.6,2.5
holodex,app,21.9,21.0,,19.2,47.6,0.9,2.6,,,13.4,10.4,6.1,18.0,19.3,8.7,24.8,,1.4,5.8
quasarframework,quasar-cli,24.1,16.4,,49.3,30.8,3.6,10.8,,,27.7,20.4,26.8,28.7,34.8,32.8,71.3,,27.1,16.9
jwilber,roughViz,23.9,6.5,14.7,39.2,35.4,18.0,10.9,26.9,16.3,36.8,64.5,57.5,24.4,0.7,18.0,28.4,8.2,17.5,46.7
