owner,repo,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contributor_participation,code_contribution,contributor_growth,popularity,stars_and_watches,forks,downstream_dependents,project_maturity,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,avg_percentile,maintenance_and_goodwill,code_quality,component_avg,component_rank,trustee_rank,component_grade,trustee_grade
digitalbazaar,forge,32.3,0.0,59.0,54.2,45.6,10.8,0.0,50.3,69.4,76.1,8.0,47.7,22.4,0.6,61.8,26.674999999999997,33.4,36.375,33.125,32.05833333333333,589.0,563.0,C,C
sindresorhus,got,43.1,21.2,55.8,75.4,53.9,21.9,23.7,73.7,84.8,80.2,78.2,51.4,42.1,24.6,84.4,43.3,51.5,48.875,50.625,47.6,913.0,913.5,A,A
postcss,autoprefixer,31.2,21.3,51.5,51.0,44.2,19.4,22.6,82.2,90.7,83.8,92.2,61.9,51.5,20.7,65.7,42.1,48.9,38.75,49.95,43.6,844.0,869.5,A,A
webpack,webpack-dev-middleware,57.7,30.2,90.4,58.5,39.6,40.4,22.5,68.9,60.3,65.4,89.8,60.0,62.1,32.4,69.8,42.85,54.2,59.2,56.075,52.708333333333336,982.0,957.0,A,A
TypeStrong,ts-node,39.5,25.6,90.4,36.8,51.6,22.2,20.0,67.9,82.7,71.0,75.8,42.2,81.1,30.5,44.5,40.425000000000004,49.8,48.075,49.575,46.025,885.0,889.0,A,A
sindresorhus,ora,27.9,5.0,56.8,76.4,42.6,9.1,11.7,61.7,78.1,62.8,78.1,27.9,36.0,13.9,59.5,31.275000000000002,40.2,41.525,34.325,35.708333333333336,668.0,716.0,B,B
visionmedia,node-progress,5.2,0.0,25.7,59.9,34.6,0.0,0.0,44.9,62.3,61.3,7.9,48.2,10.3,0.0,45.9,19.875,24.5,22.7,26.1,22.89166666666667,245.0,258.0,D,D
Gozala,querystring,5.3,1.8,22.1,76.5,33.7,3.1,5.6,46.5,24.3,33.7,83.5,44.5,35.5,3.7,33.1,22.225,27.8,26.425,29.2,25.950000000000003,373.0,365.5,D,D
mishoo,UglifyJS,58.1,8.4,80.7,61.5,42.1,16.9,0.0,63.6,83.4,85.0,19.8,66.3,15.4,24.8,60.7,30.65,42.3,52.175000000000004,41.8,41.541666666666664,806.0,754.5,A,B
mathiasbynens,he,12.4,0.0,41.0,65.4,34.8,0.0,0.0,61.0,64.6,59.2,88.9,31.4,43.2,0.0,18.1,23.95,30.7,29.700000000000003,23.175,25.608333333333334,362.0,472.5,D,C
expressjs,compression,35.5,0.0,36.4,57.6,31.9,0.0,0.0,63.5,61.5,57.4,91.2,43.8,45.9,2.0,42.0,23.85,34.1,32.375,33.425,29.883333333333336,530.0,575.5,C,C
dcodeIO,long.js,18.3,9.2,22.0,45.1,36.5,10.7,0.0,37.5,43.6,55.8,7.8,42.6,27.7,18.3,34.2,21.175,25.9,23.65,30.700000000000003,25.175,341.5,297.0,D,D
webpack,memory-fs,4.2,0.0,11.8,58.5,29.1,1.9,0.0,46.9,44.0,38.1,81.7,23.9,73.4,0.0,55.0,19.475,29.7,18.625,38.075,25.39166666666667,352.0,437.0,D,C
arcanis,jest-pnp-resolver,13.6,0.0,12.4,47.8,29.1,0.0,0.0,27.2,10.7,12.7,83.2,2.4,35.0,0.0,17.4,14.075,18.2,18.45,13.7,15.408333333333331,96.0,134.0,F,F
unshiftio,url-parse,20.2,0.0,33.0,53.6,29.7,0.0,0.0,48.7,46.1,41.9,86.4,20.4,44.2,0.0,51.5,19.6,29.3,26.700000000000003,29.025,25.108333333333334,338.0,419.5,D,C
sindresorhus,meow,19.3,16.4,47.1,75.2,41.7,21.1,10.9,57.4,65.4,49.1,77.9,37.2,35.3,19.2,59.7,32.775,39.9,39.5,37.85,36.708333333333336,690.5,707.5,B,B
Leonidas-from-XIV,node-xml2js,23.0,20.7,46.9,47.0,41.6,13.1,7.4,52.0,69.0,72.1,19.2,47.6,48.2,3.7,70.2,28.525,37.0,34.400000000000006,42.425000000000004,35.11666666666667,656.0,635.5,B,B
babel,babel-loader,37.9,22.4,76.1,43.0,47.9,22.5,20.8,67.3,68.9,69.1,90.0,41.2,77.6,23.1,73.6,39.625,50.2,44.85,53.875,46.11666666666667,887.0,894.5,A,A
iamkun,dayjs,24.2,31.9,69.2,8.1,60.5,34.8,37.5,72.1,97.1,91.0,71.0,29.4,84.7,33.9,82.2,51.224999999999994,54.2,33.35,57.550000000000004,47.375,907.5,957.0,A,A
date-fns,date-fns,26.9,36.5,56.6,10.5,60.3,40.6,37.0,75.9,96.0,88.0,72.8,46.8,73.3,40.0,72.0,53.45,54.1,32.625,58.025000000000006,48.03333333333334,922.0,954.5,A,A
request,request,37.6,4.8,80.1,50.2,43.0,11.5,0.0,79.1,93.1,93.9,83.8,45.7,45.3,0.0,86.2,33.4,46.1,43.175,44.3,40.291666666666664,776.0,829.5,B,A
Qix-,color,24.5,0.0,40.6,54.1,33.9,0.0,0.0,67.7,68.6,64.2,81.2,56.9,38.1,0.0,61.7,25.4,35.5,29.799999999999997,39.175000000000004,31.458333333333332,571.0,600.5,C,B
sindresorhus,get-stdin,20.0,0.7,46.4,75.1,32.2,1.4,7.5,39.2,26.8,20.4,78.6,31.0,39.9,4.1,44.7,20.075000000000003,29.5,35.55,29.924999999999997,28.516666666666666,480.0,427.0,C,C
puleos,object-hash,20.4,0.0,44.1,14.6,29.6,0.0,0.0,52.7,51.3,49.7,84.6,25.1,74.3,8.3,60.0,20.575000000000003,32.5,19.775,41.925000000000004,27.425,431.0,534.5,C,C
svg,svgo,33.5,30.9,80.6,16.1,56.4,41.0,37.6,80.4,89.7,85.3,87.7,58.8,70.9,38.2,61.6,53.85,55.6,40.275,57.375,50.5,957.0,976.0,A,A
webpack-contrib,style-loader,55.1,21.4,52.9,62.8,43.1,19.0,20.9,67.5,54.2,69.9,87.3,58.8,76.1,23.6,63.8,37.625,49.4,48.05,55.57499999999999,47.083333333333336,903.0,879.0,A,A
mridgway,hoist-non-react-statics,11.2,0.0,27.3,64.3,30.1,0.0,0.0,49.7,55.8,40.8,79.2,23.2,84.1,0.0,62.5,19.950000000000003,33.6,25.7,42.449999999999996,29.366666666666664,513.0,569.0,C,C
ljharb,shell-quote,6.3,5.8,50.1,48.4,38.1,6.6,7.6,6.2,9.6,10.4,4.4,0.2,14.6,15.1,50.8,14.625000000000002,19.5,27.65,20.174999999999997,20.816666666666666,174.0,144.0,F,F
clean-css,clean-css,40.9,23.3,79.4,24.9,50.6,21.0,29.4,66.2,67.4,63.8,88.3,45.5,51.6,27.6,46.0,41.800000000000004,45.9,42.12500000000001,42.675,42.2,820.0,826.0,A,A
jsx-eslint,eslint-plugin-react,33.8,24.1,72.4,22.9,58.9,35.5,38.4,76.5,78.0,93.0,87.2,47.9,50.1,41.1,90.5,52.325,54.9,38.300000000000004,57.4,49.34166666666667,945.0,967.5,A,A
mdevils,html-entities,41.3,0.0,22.7,38.7,32.9,3.3,0.0,53.9,36.7,43.8,89.6,45.5,70.7,8.3,29.2,22.525,31.9,25.675,38.425,28.875,493.5,515.0,C,C
immutable-js,immutable-js,27.8,22.8,51.0,42.2,46.4,32.1,23.5,61.8,95.7,88.5,16.2,46.6,57.1,28.0,56.0,40.95,44.7,35.95,46.925,41.275,802.0,809.5,A,A
webpack-contrib,postcss-loader,61.1,25.1,54.8,62.1,48.1,26.1,25.9,62.0,62.1,55.5,88.6,42.0,76.6,28.6,63.8,40.525,50.6,50.775,52.74999999999999,48.01666666666666,921.0,902.5,A,A
mcollina,split2,18.2,0.0,29.6,62.6,30.4,0.0,0.0,36.5,23.8,19.2,66.2,36.8,31.3,5.3,47.5,16.725,25.6,27.6,30.224999999999998,24.849999999999998,326.0,287.5,D,D
TypeStrong,fork-ts-checker-webpack-plugin,46.4,29.1,86.6,36.8,48.2,22.1,29.7,57.9,56.5,57.7,81.5,35.7,79.3,26.8,56.5,39.474999999999994,48.8,49.724999999999994,49.575,46.258333333333326,889.0,868.0,A,A
unclechu,node-deep-extend,8.6,0.0,17.2,49.1,28.2,0.0,0.0,31.5,20.3,30.3,32.4,43.0,23.9,0.0,37.4,14.925,20.0,18.725,26.075,19.908333333333335,161.0,152.0,F,F
rollup,rollup,30.7,24.1,88.1,36.2,59.2,43.7,40.2,77.4,92.9,85.6,83.7,47.4,61.3,43.1,59.3,55.125,56.1,44.775000000000006,52.775,50.89166666666667,965.5,978.0,A,A
zertosh,invariant,3.7,0.0,23.2,45.7,28.3,0.0,0.0,47.2,49.3,35.3,83.0,21.2,39.7,0.0,25.3,18.875,24.1,18.15,21.55,19.525000000000002,152.0,248.0,F,D
http-party,node-http-proxy,16.1,9.2,66.6,52.2,42.9,8.1,0.0,60.8,84.5,89.1,21.0,48.6,55.8,0.0,81.0,27.949999999999996,39.9,36.025,46.35,36.775,693.0,707.5,B,B
lquixada,cross-fetch,31.0,17.5,42.2,23.0,43.7,20.5,10.3,46.3,54.1,41.5,69.0,20.6,45.6,21.7,21.0,30.2,32.3,28.425,27.225,28.616666666666664,487.0,530.0,C,C
sindresorhus,log-update,13.7,1.9,54.7,76.3,32.6,3.9,7.7,40.6,46.8,23.2,68.5,24.1,33.2,6.2,42.5,21.2,29.8,36.650000000000006,26.5,28.11666666666667,465.0,440.5,C,C
