owner,repo,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contributor_participation,code_contribution,contributor_growth,popularity,stars_and_watches,forks,downstream_dependents,project_maturity,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,avg_percentile,maintenance_and_goodwill,code_quality,component_avg,component_rank,trustee_rank,component_grade,trustee_grade
winstonjs,winston-daily-rotate-file,31.4,25.1,37.3,47.5,31.5,7.8,5.7,36.9,43.3,49.4,33.0,21.9,46.0,8.7,60.5,20.474999999999998,31.4,35.324999999999996,34.275,30.024999999999995,535.0,499.0,C,C
facebook,react-native,40.5,26.5,81.3,46.8,49.6,43.8,41.4,78.7,99.5,98.9,67.2,49.1,69.9,46.0,50.0,53.375,56.9,48.775000000000006,53.75,51.96666666666667,977.0,987.0,A,A
75lb,command-line-args,21.0,0.0,49.3,65.5,17.1,2.5,0.0,40.1,38.1,41.7,49.5,31.0,54.6,0.8,15.8,14.925,26.1,33.95,25.55,24.808333333333334,323.0,302.5,D,D
naugtur,xhr,17.9,0.0,76.4,48.2,17.2,0.0,0.0,45.3,42.1,41.6,58.3,39.2,59.5,0.0,56.0,15.625,31.3,35.625,38.675,29.974999999999998,531.0,496.5,C,C
sidorares,node-mysql2,21.0,30.1,67.4,76.2,46.8,44.1,38.9,61.8,67.0,72.3,56.6,51.3,55.7,42.8,34.9,47.9,49.6,48.675,46.175,47.583333333333336,911.5,883.0,A,A
vuejs,vue-hot-reload-api,4.3,0.0,26.4,47.5,17.2,0.0,0.0,36.5,32.4,26.9,70.0,16.6,76.3,0.0,41.4,13.425,25.2,19.55,33.574999999999996,22.183333333333334,219.5,277.0,D,D
vuejs,vuex,36.3,6.4,50.9,47.5,27.7,15.1,5.8,73.1,95.1,97.4,63.8,36.2,72.8,6.9,69.7,30.424999999999997,43.6,35.275,46.400000000000006,37.36666666666667,709.0,789.0,B,B
prettymuchbryce,http-status-codes,33.6,5.4,37.7,52.7,27.3,13.4,11.9,41.3,45.2,41.2,37.8,40.9,57.9,10.9,34.7,23.475,31.4,32.35000000000001,36.1,30.64166666666667,552.0,499.0,C,C
kelektiv,node-cron,39.6,28.4,91.8,50.2,39.0,42.2,25.8,62.9,76.6,72.7,39.0,63.2,41.3,35.7,66.4,42.475,49.7,52.5,51.650000000000006,48.875,937.0,887.0,A,A
jasmine,jasmine-npm,44.2,4.1,64.8,52.8,21.6,8.2,5.9,36.8,28.6,47.7,24.2,46.8,32.0,3.0,35.2,18.125,28.4,41.474999999999994,29.25,29.616666666666664,517.0,390.0,C,D
parshap,node-sanitize-filename,8.2,0.0,41.6,73.8,16.8,2.6,0.0,23.2,26.5,27.7,9.0,29.4,53.5,0.0,22.8,10.65,21.5,30.9,26.424999999999997,22.65833333333333,234.0,182.5,D,F
mui-org,material-ui,39.8,30.2,90.9,0.0,42.2,46.4,42.3,78.3,98.9,99.4,62.5,52.3,71.3,46.3,51.3,52.3,54.6,40.224999999999994,55.3,49.275,943.0,964.0,A,A
knex,knex,38.3,33.5,53.9,21.3,40.3,38.5,41.1,71.1,88.6,90.2,49.1,56.6,54.2,43.0,70.4,47.74999999999999,50.9,36.75,56.050000000000004,46.85,900.0,907.5,A,A
sequelize,sequelize,46.7,33.5,76.4,36.8,39.6,47.5,39.4,82.2,95.4,95.5,59.8,78.2,66.6,44.0,53.7,52.175,56.9,48.35000000000001,60.625,53.71666666666667,990.0,987.0,A,A
react-component,slider,28.3,24.9,49.0,49.5,29.6,31.0,28.6,45.9,62.9,75.7,9.1,35.9,35.7,31.9,79.7,33.775,40.7,37.925,45.800000000000004,39.166666666666664,752.5,728.0,B,B
trentm,node-bunyan,6.3,9.7,81.9,51.0,16.1,9.1,0.0,59.1,74.4,70.9,50.4,40.6,66.3,2.9,40.8,21.075000000000003,35.3,37.225,37.65,31.983333333333334,588.0,597.5,C,C
nashwaan,xml-js,3.6,0.0,54.2,30.4,16.7,0.0,0.0,42.7,49.7,53.2,50.1,17.9,79.5,0.0,23.6,14.850000000000001,26.2,22.05,30.25,22.383333333333336,225.0,307.5,D,D
websockets,bufferutil,43.3,4.7,32.1,35.4,15.2,9.3,6.0,31.8,16.7,25.0,54.4,31.1,39.8,9.8,39.6,15.575,25.2,28.875,30.075000000000003,24.84166666666667,325.0,277.0,D,D
firebase,firebase-js-sdk,33.8,28.1,89.8,40.9,40.5,44.3,40.9,57.6,68.5,79.0,65.4,17.4,83.5,45.4,78.8,45.825,54.2,48.15,56.275000000000006,50.083333333333336,954.0,957.0,A,A
hudochenkov,stylelint-order,26.8,28.3,39.8,38.5,20.7,18.9,6.1,36.0,44.3,31.4,42.8,25.6,55.6,12.6,33.4,20.424999999999997,29.6,33.349999999999994,31.799999999999997,28.524999999999995,482.0,432.0,C,C
googleapis,google-api-nodejs-client,34.5,33.5,90.6,48.1,44.1,43.5,33.6,60.1,81.0,88.9,5.7,64.8,34.7,39.7,48.4,45.324999999999996,48.3,51.675,46.9,47.96666666666667,919.0,859.0,A,A
FortAwesome,Font-Awesome,24.5,18.2,73.3,19.4,42.2,23.4,23.0,79.1,98.6,98.1,58.0,61.6,40.2,11.5,51.9,41.925,44.2,33.85,41.3,39.025,750.0,800.0,B,A
webpack-contrib,eslint-loader,30.0,0.0,64.2,62.2,16.6,0.0,0.0,51.9,46.7,46.3,74.1,40.5,85.2,0.0,63.8,17.125,36.6,39.1,47.375,34.53333333333333,645.0,626.0,B,B
ciaranj,node-oauth,4.6,12.8,21.7,79.7,16.7,10.1,0.0,47.1,59.8,74.0,5.6,49.0,23.2,0.0,47.0,18.475,27.3,29.7,29.8,25.991666666666664,377.0,352.5,D,D
webpack-contrib,html-loader,54.7,19.5,73.8,62.4,28.4,24.4,23.8,52.6,48.9,55.4,63.0,43.3,65.5,25.1,65.9,32.300000000000004,45.7,52.6,49.95,44.95000000000001,862.0,822.5,A,A
npm,security-holder,0.0,0.0,25.7,61.2,16.3,0.0,0.0,16.6,18.0,26.6,11.6,10.4,23.0,0.0,37.5,8.225000000000001,16.0,21.725,17.725,15.891666666666667,106.0,104.0,F,F
pugjs,pug,33.4,0.0,52.8,52.9,27.0,0.0,0.0,74.6,90.8,89.3,55.8,62.6,71.5,2.5,48.4,25.4,39.8,34.775,46.25,35.475,662.0,702.0,B,B
typeorm,typeorm,36.5,38.6,90.8,24.2,49.4,42.0,44.0,67.3,95.9,96.5,48.4,28.3,59.2,22.0,61.1,50.675,51.8,47.525,42.650000000000006,46.949999999999996,902.0,918.5,A,A
yiminghe,async-validator,14.1,3.1,49.8,44.4,23.5,5.2,0.0,57.5,77.7,76.3,57.9,18.1,73.9,0.0,43.2,21.55,33.5,27.85,33.800000000000004,27.733333333333338,445.0,566.5,C,C
formatjs,formatjs,52.0,36.9,62.0,41.5,45.9,42.0,38.5,66.5,85.0,85.1,40.7,55.3,76.7,38.4,56.3,48.225,53.5,48.1,56.675,51.0,968.0,949.0,A,A
flitbit,diff,10.8,0.0,46.1,62.9,16.5,0.0,0.0,51.0,62.5,59.0,47.7,35.0,62.8,0.0,40.5,16.875,30.2,29.950000000000003,34.575,27.133333333333336,416.0,452.5,C,C
driverdan,node-XMLHttpRequest,2.7,0.0,36.1,65.2,16.5,0.0,0.0,36.9,29.7,62.9,5.5,49.5,20.0,0.0,47.9,13.35,22.8,26.0,29.35,22.900000000000002,247.5,211.5,D,D
gulpjs,gulp,40.2,7.0,77.8,56.5,29.0,8.7,0.0,76.5,95.8,95.6,68.7,45.8,54.3,0.0,79.6,28.55,44.8,45.375,44.925,39.61666666666667,761.0,812.5,B,A
roryrjb,md5-file,18.3,0.0,43.1,12.3,16.0,0.0,0.0,31.3,21.0,15.0,62.1,27.0,43.7,0.0,39.4,11.825,20.7,18.425,27.525,19.258333333333333,149.5,161.5,F,F
mathiasbynens,utf8.js,3.6,0.0,48.0,65.5,16.1,0.0,0.0,41.4,34.9,45.5,53.5,31.6,43.3,0.0,8.2,14.375,23.3,29.275,20.775,21.474999999999998,198.0,226.0,F,D
firebase,firebase-admin-node,30.8,32.7,78.2,40.8,44.1,40.0,33.7,39.1,53.7,65.0,5.4,32.1,43.9,39.7,58.8,39.224999999999994,42.8,45.625,43.62499999999999,42.824999999999996,831.0,766.5,A,B
59naga,babel-plugin-add-module-exports,10.4,0.0,25.6,62.0,16.1,0.0,0.0,34.5,39.4,27.3,48.8,22.3,78.0,0.0,28.3,12.65,24.9,24.5,32.15,23.099999999999998,253.0,271.0,D,D
75lb,command-line-usage,22.7,0.0,64.0,65.4,16.2,0.0,0.0,27.9,20.4,21.8,46.6,22.6,42.5,5.6,4.8,11.024999999999999,22.2,38.025000000000006,18.875,22.64166666666667,232.0,195.5,D,F
jimp-dev,jimp,17.4,29.8,74.1,13.6,39.0,23.5,30.1,65.1,84.1,76.0,53.1,47.2,64.6,30.4,50.4,39.425,44.5,33.725,48.150000000000006,40.43333333333334,783.0,806.5,B,A
mapbox,node-pre-gyp,31.8,17.6,81.7,71.5,30.0,17.9,11.2,53.0,48.0,63.0,72.7,28.2,64.5,17.1,69.0,28.025000000000002,43.4,50.65,44.699999999999996,41.125,799.0,784.0,B,B
kelektiv,node.bcrypt.js,43.5,19.3,65.7,50.4,38.2,19.8,23.9,53.2,74.5,70.4,5.3,62.6,43.0,19.2,69.4,33.775,42.3,44.725,48.55,42.35,823.0,754.5,A,B
enzymejs,enzyme,23.1,15.3,73.6,15.4,19.9,5.3,0.0,61.6,89.5,90.0,54.0,12.9,51.0,13.5,58.0,21.700000000000003,35.7,31.849999999999998,33.85,29.133333333333336,504.0,606.5,C,B
ant-design,ant-design,35.1,27.4,74.6,38.0,42.6,47.4,43.4,75.3,98.8,99.7,54.6,48.1,50.5,46.8,77.2,52.175,55.4,43.775,55.65,50.53333333333333,958.0,971.5,A,A
lit,lit,31.1,28.0,76.4,7.6,46.8,45.6,41.5,59.9,87.4,79.1,36.4,36.7,57.9,44.5,67.7,48.45,49.2,35.775,51.7,45.30833333333334,870.0,876.0,A,A
Automattic,node-canvas,35.8,15.9,56.1,55.7,41.6,23.8,28.5,56.0,79.2,82.4,5.1,57.1,28.3,28.6,76.8,37.475,43.2,40.875,47.699999999999996,42.01666666666666,815.0,777.0,A,B
mattyork,fuzzy,2.9,0.0,43.9,52.0,15.6,0.0,0.0,41.9,42.5,38.2,44.0,43.0,44.0,0.0,12.3,14.375,22.6,24.7,24.825,21.3,191.5,204.5,F,D
casesandberg,react-color,17.1,9.6,58.6,44.5,24.4,10.1,0.0,56.5,81.7,80.0,39.3,25.2,51.3,0.0,60.6,22.75,34.4,32.45,34.275,29.825,528.0,582.0,C,C
cryptocoinjs,bs58,22.9,0.0,26.9,57.3,15.6,0.0,0.0,31.8,20.2,24.3,53.9,28.6,37.6,0.0,37.4,11.85,22.2,26.775,25.9,21.508333333333336,201.0,195.5,D,F
shouldjs,should.js,23.0,0.0,63.4,42.2,15.2,0.0,0.0,44.6,56.8,46.0,44.7,30.8,47.4,0.0,49.2,14.95,28.5,32.150000000000006,31.849999999999998,26.316666666666666,392.0,395.5,D,D
anseki,readline-sync,30.3,0.0,58.4,52.8,15.2,0.0,0.0,34.3,41.4,29.6,36.8,29.6,30.6,0.0,6.7,12.375,21.8,35.375,16.725,21.491666666666664,200.0,186.0,D,F
quilljs,quill,38.7,33.2,55.1,28.9,43.7,41.1,33.8,73.5,96.4,93.8,41.4,62.2,61.5,36.5,41.2,48.025000000000006,49.6,38.975,50.349999999999994,45.78333333333333,879.0,883.0,A,A
substack,brfs,25.2,0.0,59.7,1.6,17.9,0.0,0.0,39.3,35.3,32.5,48.5,40.9,38.5,0.0,18.6,14.299999999999999,21.5,21.625,24.5,20.141666666666666,164.5,182.5,F,F
domenic,chai-as-promised,23.1,2.1,57.0,62.5,19.7,2.8,0.0,48.2,52.2,42.6,46.7,51.3,61.9,0.0,41.8,17.675,31.6,36.175,38.75,30.866666666666664,561.0,503.0,C,C
oclif,command,11.8,18.9,21.8,30.8,21.5,30.8,18.5,24.8,17.6,24.5,24.7,32.5,54.7,29.9,49.4,23.9,28.5,20.825,41.625,28.78333333333333,491.0,395.5,C,D
dylang,shortid,24.0,0.0,43.3,70.3,18.3,0.0,0.0,55.1,71.8,61.2,46.3,41.2,68.6,0.0,34.2,18.35,32.5,34.4,36.0,29.583333333333332,516.0,534.5,C,C
jonschlinkert,gray-matter,16.6,0.4,56.9,45.5,26.5,0.8,2.1,48.7,66.3,45.7,56.2,26.5,39.6,1.1,26.2,19.525,27.7,29.85,23.349999999999998,24.241666666666664,294.0,362.0,D,D
timoxley,keycode,5.9,0.0,47.3,90.4,17.0,0.0,0.0,36.3,31.8,30.0,48.1,35.5,41.3,0.0,43.2,13.325,26.5,35.9,30.0,26.40833333333333,394.5,320.5,D,D
node-config,node-config,28.3,24.8,36.9,49.9,34.6,17.0,18.6,54.3,72.9,70.2,20.9,53.0,35.4,9.3,74.2,31.125,38.1,34.975,42.974999999999994,36.35833333333333,681.0,660.5,B,B
cujojs,when,15.2,0.0,42.9,61.3,15.0,0.0,0.0,65.8,65.2,67.9,65.2,65.0,41.8,0.0,29.2,20.2,31.1,29.849999999999998,34.0,28.016666666666666,455.0,488.0,C,C
hammerjs,hammer.js,24.6,0.0,62.1,48.6,24.9,0.0,0.0,56.9,92.5,92.6,2.6,40.0,34.8,0.0,41.6,20.45,31.1,33.825,29.1,27.791666666666668,447.5,488.0,C,C
oclif,cli-ux,3.6,0.0,43.5,30.8,15.0,0.0,0.0,31.2,35.0,25.3,34.8,29.6,58.5,0.0,48.2,11.55,22.8,19.475,34.075,21.700000000000003,212.0,211.5,D,D
webpack,json-loader,17.1,0.0,25.4,58.8,15.1,0.0,0.0,44.8,31.1,36.6,69.3,42.4,68.7,0.0,45.2,14.975,28.3,25.325,39.075,26.458333333333332,397.0,385.5,D,D
necolas,normalize.css,46.1,20.9,55.6,63.3,21.9,5.0,0.0,73.7,97.5,97.8,55.1,44.4,35.5,0.0,59.2,25.15,40.2,46.474999999999994,34.775,35.46666666666667,661.0,716.0,B,B
mrdoob,three.js,36.2,29.7,56.0,45.7,47.7,47.0,43.3,80.5,99.1,99.6,47.3,76.2,51.5,45.6,49.2,54.625,54.3,41.900000000000006,55.625,50.71666666666667,962.0,959.0,A,A
standard,eslint-plugin-standard,30.4,5.5,51.9,33.8,21.3,5.5,13.5,26.5,16.6,15.6,58.9,15.1,48.4,7.0,50.5,16.7,26.4,30.4,30.25,25.78333333333333,367.0,316.5,D,D
mobxjs,mobx,43.9,23.6,78.7,30.3,44.5,35.4,37.8,66.3,94.1,88.1,39.9,43.1,76.5,37.4,68.2,46.0,52.6,44.125,56.3,48.80833333333334,935.0,931.0,A,A
amqp-node,amqplib,37.8,13.2,44.0,48.1,33.4,17.4,13.6,54.0,66.0,70.1,43.3,36.6,54.9,14.8,72.0,29.6,39.6,35.775,44.575,36.65,688.0,693.5,B,B
imagemin,imagemin,11.8,0.0,23.2,57.0,16.9,0.0,0.0,57.3,71.1,61.1,61.7,35.5,47.8,0.0,45.8,18.549999999999997,29.3,23.0,32.275,24.60833333333333,305.5,419.5,D,C
redux-saga,redux-saga,45.0,23.3,84.1,17.9,34.2,20.8,18.7,66.7,91.8,89.7,49.0,36.2,67.2,24.9,65.8,35.1,46.6,42.575,48.525000000000006,42.06666666666667,816.0,837.0,A,A
adamwdraper,Numeral-js,20.8,0.0,59.6,54.2,23.1,5.0,0.0,51.8,79.0,80.4,2.4,45.5,30.8,0.0,47.0,19.975,30.2,33.650000000000006,30.825,28.150000000000002,466.0,452.5,C,C
intlify,vue-i18n-next,31.0,32.3,67.9,15.9,46.8,44.0,38.7,43.5,55.6,61.0,29.2,28.2,61.0,40.1,42.2,43.25,42.8,36.775,42.875,40.96666666666667,794.5,766.5,B,B
node-schedule,node-schedule,24.7,0.0,67.4,42.5,25.9,0.0,0.0,61.8,78.3,70.7,40.3,57.9,37.9,5.4,68.5,21.924999999999997,35.3,33.650000000000006,42.425000000000004,32.666666666666664,602.0,597.5,B,C
mysqljs,mysql,22.6,15.7,57.4,50.1,18.2,7.9,0.0,71.7,88.3,92.1,59.1,47.4,41.9,5.5,39.7,24.450000000000003,36.5,36.45,33.625,31.508333333333336,574.0,622.5,C,B
babel,babel-preset-env,30.9,0.0,80.6,43.2,14.4,0.0,0.0,53.8,65.5,53.9,69.1,26.6,84.9,0.0,49.3,17.05,35.5,38.675,40.199999999999996,31.974999999999994,587.0,600.5,C,B
rollup,rollup-plugin-babel,30.4,0.0,48.5,36.8,14.4,0.0,0.0,39.0,38.7,38.0,65.8,13.6,76.0,0.0,58.5,13.35,29.4,28.925,37.025,26.433333333333334,396.0,423.0,D,C
babel,babelify,26.1,0.0,58.0,43.1,14.5,0.0,0.0,43.4,54.4,45.1,47.5,26.6,72.9,0.0,60.2,14.475,31.1,31.799999999999997,39.925000000000004,28.733333333333334,489.0,488.0,C,C
lodash,babel-plugin-lodash,19.3,0.0,48.6,40.1,14.5,0.0,0.0,39.2,57.5,42.2,42.0,14.9,71.3,0.0,39.7,13.425,27.0,27.0,31.475,23.96666666666667,283.0,341.5,D,D
akiran,react-slick,41.4,32.9,67.3,28.6,36.7,29.5,18.3,65.6,81.5,90.4,50.5,39.8,50.1,9.2,64.6,37.525000000000006,44.4,42.55,40.925,40.333333333333336,778.0,805.0,B,A
FortAwesome,react-fontawesome,20.5,0.0,67.9,17.9,22.5,0.0,0.0,36.5,66.2,60.0,0.3,19.4,56.2,2.4,56.0,14.75,27.2,26.575000000000003,33.5,24.941666666666666,328.0,350.5,D,D
gulpjs,gulp-util,30.7,0.0,65.5,48.4,14.6,0.0,0.0,44.0,42.6,41.1,61.2,31.1,46.6,0.0,62.0,14.65,30.3,36.15,34.925,28.575,485.0,459.0,C,C
chancejs,chancejs,21.6,22.1,50.0,36.1,25.7,18.9,18.4,43.8,73.4,69.2,1.1,31.5,58.2,24.2,54.4,26.699999999999996,35.7,32.449999999999996,42.074999999999996,33.74166666666667,625.0,606.5,B,B
ardatan,graphql-tools,38.6,25.5,66.5,37.4,42.6,47.0,39.7,59.8,70.6,77.0,50.0,41.6,58.7,43.5,59.4,47.275000000000006,49.7,42.0,50.8,46.69166666666666,896.0,887.0,A,A
rstacruz,nprogress,14.0,0.0,35.3,74.4,18.0,0.0,0.0,67.4,93.4,88.8,50.6,36.9,42.3,0.0,38.5,21.35,32.8,30.925,29.424999999999997,27.233333333333334,423.0,548.0,C,C
theturtle32,WebSocket-Node,39.6,0.0,32.3,46.5,19.7,0.0,0.0,46.3,66.4,72.9,1.2,44.7,24.7,0.1,52.0,16.5,27.0,29.6,30.375,25.491666666666664,357.0,341.5,D,D
acdlite,recompose,16.1,0.0,65.0,57.7,14.2,0.0,0.0,62.4,85.9,83.9,46.4,33.5,80.9,0.0,60.4,19.15,37.2,34.7,43.7,32.51666666666667,598.0,641.0,C,B
cryptocoinjs,secp256k1-node,26.4,3.8,29.5,57.4,21.3,3.1,0.0,33.9,26.4,47.0,26.2,36.0,29.9,0.2,53.8,14.575,24.8,29.275,29.974999999999998,24.60833333333333,305.5,266.5,D,D
facebook,draft-js,5.4,0.0,77.0,46.6,14.3,0.0,0.0,62.8,91.9,92.7,39.6,26.9,77.5,1.1,78.9,19.275,38.1,32.25,46.1,32.541666666666664,600.0,660.5,B,B
jrburke,r.js,16.1,0.0,75.2,76.5,14.3,0.0,0.0,45.3,60.8,74.7,1.3,44.2,17.0,0.0,36.4,14.899999999999999,27.4,41.95,24.4,27.083333333333332,413.5,354.5,C,D
broofa,node-uuid,0.0,0.0,22.7,33.0,15.9,0.0,0.0,13.6,23.7,21.4,1.4,8.1,16.8,0.0,46.0,7.375,13.5,13.925,17.724999999999998,13.008333333333333,72.5,80.0,F,F
rafeca,prettyjson,5.0,0.0,60.5,61.1,16.0,0.0,0.0,39.4,32.8,28.8,36.9,59.3,52.5,0.0,25.6,13.85,25.6,31.65,34.349999999999994,26.616666666666664,401.0,287.5,C,D
Leaflet,Leaflet,34.1,33.2,58.9,49.4,45.5,40.7,39.0,75.5,96.5,96.4,45.1,64.0,53.2,40.3,61.0,50.175,53.2,43.9,54.625,49.56666666666666,948.5,941.0,A,A
webpack-contrib,uglifyjs-webpack-plugin,28.6,0.0,73.0,62.2,13.9,0.0,0.0,50.4,51.9,54.6,70.4,24.6,84.8,0.0,48.6,16.075,35.1,40.95,39.5,32.175000000000004,591.0,593.5,C,C
abbr,deasync,23.4,3.7,30.2,44.2,22.7,9.3,2.9,42.3,45.0,34.0,47.9,42.3,32.3,5.2,37.8,19.3,26.1,25.375,29.4,24.691666666666663,313.5,302.5,D,D
dreamerslab,node.extend,30.6,2.5,45.3,62.9,15.0,4.9,3.0,28.3,17.1,15.2,40.0,40.9,34.9,5.4,22.5,12.8,23.0,35.325,25.924999999999997,24.683333333333334,312.0,215.5,D,D
theaqua,redux-logger,0.0,0.0,50.2,0.0,14.0,0.0,0.0,55.8,71.9,65.1,52.0,34.2,74.8,0.0,54.4,17.45,29.0,12.55,40.849999999999994,23.616666666666664,273.5,410.0,D,C
expressjs,method-override,30.6,10.2,54.3,57.2,14.0,1.1,0.0,41.2,36.9,28.3,59.2,40.2,48.4,0.0,22.7,14.075000000000001,27.0,38.075,27.825,26.658333333333335,403.0,341.5,C,D
mokkabonna,inquirer-autocomplete-prompt,38.0,16.8,40.3,63.5,25.6,24.2,13.7,30.3,27.2,36.5,38.8,18.9,60.9,16.8,43.7,23.45,32.9,39.65,35.074999999999996,32.724999999999994,604.0,551.0,B,C
browserify,watchify,17.7,0.0,62.4,64.5,15.7,0.0,0.0,45.3,55.4,54.9,38.7,32.2,40.8,0.0,58.4,15.25,29.9,36.15,32.849999999999994,28.083333333333332,461.0,442.5,C,C
Reactive-Extensions,RxJS,11.0,0.0,82.6,61.7,15.7,0.0,0.0,66.4,89.2,90.7,27.0,58.7,25.8,0.0,50.2,20.525000000000002,33.9,38.825,33.675,31.008333333333336,562.0,573.5,C,C
TryGhost,node-sqlite3,48.9,28.6,74.6,39.4,35.1,31.0,13.8,65.9,72.5,76.9,52.4,61.9,36.9,21.7,70.0,36.45,45.8,47.875,47.625,43.98333333333333,846.0,824.5,A,A
jashkenas,coffeescript,44.7,15.0,61.4,57.2,30.4,12.2,13.9,66.4,86.6,90.3,39.5,49.3,62.0,14.8,55.9,30.725,43.5,44.575,45.5,40.26666666666667,775.0,787.0,B,B
jaredhanson,passport-local,7.6,0.0,55.5,83.9,15.8,1.1,0.0,57.6,61.2,70.6,56.3,42.1,43.6,0.0,38.4,18.625,31.8,36.75,31.025,28.8,492.0,509.5,C,C
domenic,sinon-chai,30.3,0.0,47.1,62.4,16.1,6.2,0.0,46.6,47.5,42.9,41.6,54.2,60.0,0.0,55.1,17.225,31.8,34.95,42.325,31.5,572.0,509.5,C,C
gotwarlost,istanbul,4.5,0.0,57.6,36.2,19.4,0.0,0.0,61.9,77.8,78.6,54.8,36.2,35.3,0.0,40.8,20.325,29.6,24.575000000000003,28.075,24.325000000000003,297.0,432.0,D,C
gruntjs,grunt-cli,20.6,1.8,30.9,70.8,17.2,1.2,0.0,46.2,38.8,58.8,47.2,40.0,29.6,0.9,59.0,16.150000000000002,28.3,31.025,32.375,26.516666666666666,398.0,385.5,D,D
gruntjs,grunt,26.0,15.3,63.6,71.2,25.7,13.8,14.0,71.0,82.4,87.1,61.6,53.0,35.5,14.8,54.7,31.125,42.0,44.025,39.5,38.21666666666667,729.0,750.0,B,B
yeoman,generator,50.6,32.4,33.6,65.2,32.4,33.2,24.9,44.5,49.0,63.3,1.5,64.1,45.1,32.6,47.9,33.75,40.5,45.45,47.425,42.208333333333336,821.0,723.0,A,B
BrowserSync,browser-sync,25.4,28.6,57.2,32.1,28.1,22.8,18.2,67.6,82.3,75.8,64.6,47.8,79.0,23.1,35.8,34.175,43.1,35.824999999999996,46.425,38.80833333333333,746.0,772.5,B,B
facebook,flux,27.4,0.0,67.8,46.5,13.8,0.0,0.0,62.1,87.8,94.4,38.9,27.5,68.5,6.0,77.9,18.975,38.2,35.425,44.975,33.125,612.0,664.0,B,B
inversify,InversifyJS,33.9,21.8,81.0,32.2,37.8,28.9,36.0,49.6,80.5,74.9,1.6,41.2,41.2,29.4,80.5,38.075,44.1,42.22500000000001,48.075,42.791666666666664,829.0,798.0,A,B
mqttjs,MQTT.js,37.0,26.6,82.0,33.0,43.9,40.0,40.3,60.7,76.7,85.5,7.7,72.9,52.5,42.7,63.4,46.224999999999994,49.9,44.65,57.87500000000001,49.583333333333336,950.0,890.0,A,A
babel,eslint-plugin-babel,31.1,0.0,42.5,42.8,13.9,0.0,0.0,32.5,29.1,35.2,39.8,25.9,58.1,0.0,64.4,11.6,26.8,29.099999999999998,37.1,25.933333333333334,371.0,331.0,D,D
electron,electron,42.3,31.5,81.4,40.4,42.4,48.0,43.7,77.7,99.4,98.4,48.9,64.0,60.7,46.5,58.9,52.95,56.7,48.9,57.525,53.125,986.0,984.5,A,A
mikeal,watch,4.0,0.0,49.5,69.5,11.0,0.0,0.0,52.5,50.5,47.9,65.1,46.5,35.5,0.0,56.1,15.875,29.4,30.75,34.525,27.05,411.5,423.0,C,C
TooTallNate,keypress,3.3,0.0,24.1,78.2,9.2,0.0,0.0,33.6,28.0,30.6,38.0,37.9,24.9,0.0,27.2,10.7,20.1,26.400000000000002,22.5,19.866666666666667,160.0,153.5,F,F
hparra,gulp-rename,17.3,0.0,38.4,60.5,11.1,0.0,0.0,41.2,38.3,35.1,62.2,29.2,41.3,0.0,62.2,13.075000000000001,27.1,29.05,33.175,25.099999999999998,336.0,347.5,D,D
gulp-sourcemaps,gulp-sourcemaps,22.3,0.0,32.6,27.5,9.3,0.0,0.0,45.5,47.9,44.1,58.1,32.0,44.0,0.0,46.4,13.7,24.8,20.6,30.6,21.633333333333336,207.0,266.5,D,D
apollographql,apollo-client,38.7,31.0,69.3,38.6,45.4,46.2,42.5,64.8,88.9,92.5,41.9,35.9,70.6,45.3,79.9,49.725,54.8,44.4,57.925000000000004,50.68333333333334,961.0,965.5,A,A
broccolijs,broccoli-funnel,17.2,0.0,30.7,45.6,13.6,1.2,0.0,23.6,13.5,22.1,31.4,27.2,58.3,0.0,59.1,9.6,22.8,23.375,36.15,23.041666666666668,251.0,211.5,D,D
patorjk,figlet.js,10.1,20.4,59.1,21.1,21.3,34.7,17.6,49.7,60.1,50.4,45.7,42.7,58.4,8.8,25.3,30.825000000000003,33.2,27.674999999999997,33.8,30.766666666666666,558.0,557.0,C,C
andyearnshaw,Intl.js,9.4,0.0,64.8,26.1,14.9,0.0,0.0,40.8,54.5,57.1,7.3,44.2,34.4,0.0,77.8,13.924999999999999,27.0,25.075000000000003,39.099999999999994,26.03333333333333,379.5,341.5,D,D
koajs,static,23.7,1.8,63.0,71.7,14.9,9.1,0.0,33.0,48.3,43.2,10.8,29.9,24.2,0.0,52.7,14.25,26.7,40.05,26.700000000000003,27.0,410.0,327.5,C,D
apache,echarts,29.6,27.7,84.9,63.0,47.3,41.1,41.3,75.3,97.8,98.6,46.2,58.8,66.1,42.6,84.3,51.25,58.6,51.3,62.94999999999999,55.166666666666664,996.0,993.0,A,A
pksunkara,inflect,31.1,0.0,64.0,27.3,13.4,0.0,0.0,35.4,22.1,33.1,45.9,40.4,27.8,0.0,17.0,12.2,21.3,30.599999999999998,21.299999999999997,21.366666666666664,195.0,173.0,F,F
ericelliott,cuid,25.4,10.0,70.2,70.4,15.3,6.2,0.0,48.0,64.4,46.1,42.5,38.9,69.4,0.0,63.6,17.375,35.9,44.0,42.975,34.78333333333333,648.0,611.5,B,B
yeoman,environment,56.4,33.6,31.8,65.5,29.1,35.3,24.5,26.4,16.8,34.5,7.5,46.7,52.4,32.6,19.0,28.825,34.4,46.825,37.675,37.775,719.0,582.0,B,C
