owner,repo,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contributor_participation,code_contribution,contributor_growth,popularity,stars_and_watches,forks,downstream_dependents,project_maturity,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,avg_percentile,maintenance_and_goodwill,code_quality,component_avg,component_rank,trustee_rank,component_grade,trustee_grade
kulshekhar,ts-jest,31.1,34.1,64.7,37.8,54.1,33.7,34.0,60.3,73.8,68.8,63.6,35.0,75.2,38.0,65.3,45.525,50.6,41.925,53.375,46.94166666666666,916.0,911.5,A,A
aws,aws-sdk-js,35.0,29.8,87.9,46.7,56.3,38.1,36.4,58.4,75.3,86.9,3.7,67.8,24.6,40.5,60.9,47.300000000000004,48.5,49.85000000000001,48.45,48.53333333333334,943.0,873.0,A,A
hughsk,flat,24.1,15.2,37.0,88.2,40.1,21.7,20.7,53.9,55.1,54.8,67.6,38.0,44.6,17.6,55.1,34.099999999999994,40.4,41.125,38.825,38.016666666666666,740.0,731.0,B,B
alexreardon,memoize-one,30.5,0.0,42.2,38.0,31.8,0.0,0.0,46.4,62.2,36.7,65.6,20.9,73.6,0.0,17.8,19.55,28.8,27.675,28.074999999999996,25.099999999999998,389.0,429.0,D,C
expressjs,cors,34.2,2.1,71.1,57.4,38.2,11.8,0.0,63.8,72.4,69.5,79.1,34.1,44.2,3.1,61.8,28.45,39.5,41.199999999999996,35.8,35.15,671.0,709.0,B,B
remix-run,react-router,27.6,27.5,58.2,12.4,61.4,44.4,41.7,82.0,97.6,97.7,79.3,53.2,81.3,44.7,63.4,57.375,56.4,31.425000000000004,60.64999999999999,49.81666666666666,960.0,990.5,A,A
crypto-browserify,createHash,0.0,0.0,26.4,0.0,29.7,0.0,0.0,13.7,12.3,20.6,3.0,19.1,12.5,0.0,26.2,10.85,10.8,6.6,14.450000000000001,10.633333333333333,45.0,52.0,F,F
BerkeleyTrue,warning,0.0,0.0,50.8,31.5,31.9,0.0,0.0,33.4,21.8,17.3,72.3,22.4,79.8,0.0,35.9,16.325,25.8,20.575,34.525,23.808333333333334,324.5,323.5,D,D
then,is-promise,0.0,0.0,29.4,51.0,28.4,0.0,0.0,40.7,23.9,19.8,78.8,40.2,36.4,0.0,19.9,17.275,22.3,20.1,24.125,20.5,197.0,219.5,F,D
immerjs,immer,28.0,15.6,36.5,10.5,43.4,17.2,5.2,70.9,94.0,78.1,81.6,29.9,85.8,19.1,66.3,34.175,43.1,22.65,50.275,35.699999999999996,686.0,790.0,B,B
avoidwork,filesize.js,26.0,20.5,46.0,60.2,44.1,26.6,29.8,54.1,53.3,39.9,83.4,39.9,53.8,17.8,48.0,38.650000000000006,41.4,38.175,39.875,38.9,764.0,749.5,B,B
jest-community,eslint-plugin-jest,29.8,31.3,39.5,18.6,54.2,40.0,32.6,54.6,48.1,56.4,79.8,34.0,60.2,37.7,75.5,45.35,46.1,29.799999999999997,51.849999999999994,42.333333333333336,836.0,842.5,A,A
typicode,husky,37.3,35.0,41.5,42.5,60.5,35.2,37.7,71.8,95.5,80.9,64.4,46.6,58.8,36.0,48.9,51.3,50.8,39.075,47.574999999999996,45.98333333333333,897.0,914.0,A,A
mscdex,busboy,13.0,6.4,30.5,58.2,42.6,9.6,5.3,55.5,61.6,55.6,73.0,31.9,40.2,5.4,27.1,28.249999999999996,31.5,27.025,26.150000000000006,27.141666666666666,463.5,531.0,C,C
stefanpenner,es6-promise,0.0,0.0,30.5,81.6,32.2,0.0,0.0,62.4,74.7,72.5,74.3,28.0,83.0,0.0,76.7,23.65,38.6,28.025,46.925,32.86666666666667,630.0,681.0,B,B
postcss,postcss-import,35.6,31.5,30.4,51.6,45.6,30.6,20.4,54.5,51.4,45.2,81.9,39.7,46.3,25.8,60.1,37.775,42.0,37.275,42.97500000000001,39.34166666666667,774.0,757.0,B,B
MikeMcl,bignumber.js,36.6,15.5,34.4,39.5,49.8,14.6,20.5,63.1,73.5,75.6,66.6,36.6,32.2,10.8,20.4,37.0,36.0,31.5,25.0,31.166666666666668,588.0,628.5,C,B
felixge,node-dateformat,0.0,0.0,43.2,79.0,31.7,0.0,0.0,42.7,50.9,51.1,10.0,58.9,53.0,0.0,70.9,18.6,31.3,30.55,45.7,31.61666666666667,596.0,522.5,C,C
benjamn,recast,18.0,24.6,31.8,72.7,46.7,26.9,12.1,60.0,68.8,64.8,68.0,38.5,68.6,20.6,77.0,36.425000000000004,45.2,36.775000000000006,51.175,41.458333333333336,820.0,826.5,A,A
validatorjs,validator.js,24.5,22.6,54.3,36.1,58.5,31.4,34.6,61.6,91.7,91.2,7.0,56.5,28.9,37.7,86.8,46.525,47.1,34.375,52.474999999999994,44.458333333333336,865.0,849.0,A,A
reduxjs,redux,20.1,24.0,88.5,22.3,59.4,39.2,40.4,78.1,98.2,98.5,74.9,40.6,87.9,39.5,77.1,54.275,57.8,38.725,61.275,51.425000000000004,978.0,994.0,A,A
moment,moment-timezone,35.6,16.3,56.6,47.2,51.8,18.4,20.3,67.6,66.7,78.7,64.1,60.9,64.0,20.8,79.8,39.525000000000006,47.9,38.925,56.37500000000001,44.94166666666667,877.0,864.0,A,A
hapijs,joi,35.9,33.5,41.3,57.5,57.9,34.1,32.5,71.3,90.1,86.5,72.5,36.2,45.4,28.7,83.8,48.95,51.9,42.05,48.52499999999999,46.508333333333326,907.0,930.5,A,A
node-formidable,formidable,32.7,22.0,71.1,37.8,44.6,11.2,5.4,67.3,74.0,74.8,67.0,53.5,75.1,21.6,66.8,32.125,45.8,40.9,54.24999999999999,42.425000000000004,838.0,839.0,A,A
remix-run,history,16.2,0.0,36.1,12.7,36.1,0.0,0.0,65.1,76.8,80.6,74.6,28.6,81.1,0.0,54.3,25.299999999999997,34.6,16.25,40.99999999999999,27.516666666666662,480.0,603.0,C,B
dominictarr,split,0.0,0.0,16.9,90.8,30.4,0.0,0.0,38.6,27.6,22.9,67.4,36.6,34.2,0.0,19.0,17.25,23.4,26.924999999999997,22.450000000000003,22.208333333333332,263.0,248.5,D,D
yeoman,configstore,15.6,0.0,51.3,65.3,36.2,0.0,0.0,48.5,43.4,28.0,77.2,45.5,41.5,3.2,52.6,21.175,31.5,33.05,35.7,29.974999999999998,563.0,531.0,C,C
gulpjs,findup-sync,0.0,10.5,38.2,56.2,32.3,2.8,5.5,38.6,15.0,18.6,73.1,47.8,43.8,5.1,29.6,19.799999999999997,26.1,26.225,31.575,25.866666666666664,415.0,336.5,C,D
airbnb,babel-plugin-dynamic-import-node,0.0,0.0,43.1,61.9,30.5,0.0,0.0,39.9,36.0,31.3,84.2,8.2,55.3,0.0,35.9,17.6,26.7,26.25,24.849999999999998,22.900000000000002,285.0,359.5,D,D
image-size,image-size,19.7,13.6,40.2,47.2,41.6,21.4,4.0,56.9,57.1,53.1,76.9,40.5,71.0,3.2,35.6,30.975,36.5,30.175,37.575,32.90833333333334,632.0,644.0,B,B
ladjs,superagent,18.5,23.1,63.1,41.5,50.8,27.8,29.9,76.3,86.7,84.6,64.8,69.2,59.6,24.7,84.6,46.199999999999996,51.3,36.55,59.52499999999999,47.42499999999999,927.0,920.5,A,A
tildeio,rsvp.js,0.0,0.0,42.2,54.2,29.8,8.8,0.0,59.9,66.1,60.8,77.3,35.4,87.8,0.0,79.6,24.625,38.2,24.1,50.699999999999996,33.141666666666666,638.0,675.0,B,B
normalize,mz,0.0,0.0,29.8,46.8,30.1,0.0,0.0,45.5,52.0,28.1,78.0,23.8,43.5,0.0,48.3,18.9,26.3,19.15,28.9,22.316666666666663,266.0,348.0,D,D
ljharb,js-traverse,0.0,15.3,64.0,48.1,35.6,17.4,16.6,7.2,11.4,10.0,7.1,0.3,17.1,23.6,43.3,19.200000000000003,22.6,31.85,21.075,24.041666666666668,336.0,228.0,D,D
pimterry,loglevel,29.5,23.8,56.6,61.0,42.9,30.2,13.3,60.2,60.4,51.7,79.7,49.0,44.7,16.0,59.7,36.650000000000006,43.0,42.724999999999994,42.35,40.574999999999996,804.0,785.5,A,B
Urthen,case-sensitive-paths-webpack-plugin,3.1,0.0,19.6,46.9,32.3,0.0,0.0,37.3,30.4,24.9,83.1,10.7,85.4,0.0,47.0,17.4,27.4,17.4,35.775,23.524999999999995,312.0,384.0,D,D
blakeembrey,pluralize,3.1,0.5,40.6,67.9,33.2,1.1,3.1,57.5,58.2,53.5,73.2,44.9,68.9,1.6,53.0,23.725,34.8,28.025000000000002,42.1,31.28333333333333,590.5,606.0,C,B
dashed,shallowequal,0.0,0.0,33.6,53.9,30.2,0.0,0.0,30.2,19.3,14.0,70.7,17.0,80.7,0.0,36.8,15.1,25.3,21.875,33.625,23.53333333333333,313.0,309.0,D,D
shelljs,shelljs,34.2,26.5,79.8,30.7,49.2,24.3,25.3,71.2,85.2,75.4,72.1,52.2,46.5,24.2,70.0,42.5,48.5,42.8,48.224999999999994,44.508333333333326,868.0,873.0,A,A
markedjs,marked,24.3,25.2,59.5,8.5,62.6,44.8,40.0,80.7,95.6,94.1,63.1,70.0,58.4,41.7,76.3,57.025,54.5,29.375,61.599999999999994,49.333333333333336,953.0,970.0,A,A
http-party,node-portfinder,0.0,0.0,23.3,51.8,32.3,1.7,0.0,55.4,43.5,40.3,82.6,55.1,53.4,0.5,63.8,22.35,31.2,18.775,43.199999999999996,28.10833333333333,498.5,518.0,C,C
PrismJS,prism,26.4,14.8,42.8,28.6,48.2,15.2,0.0,61.0,82.0,84.0,20.8,57.0,56.2,12.4,68.4,31.1,39.0,28.15,48.5,35.916666666666664,692.0,693.5,B,B
chaijs,chai,35.4,26.7,75.8,56.9,55.8,32.5,29.2,70.3,76.5,74.6,67.8,62.2,53.3,31.3,73.4,46.949999999999996,52.7,48.699999999999996,55.05,50.23333333333333,968.0,942.5,A,A
domenic,opener,20.9,0.0,21.6,62.4,34.5,0.0,0.0,40.7,25.1,18.7,71.3,47.5,64.0,0.0,18.6,18.8,26.5,26.225,32.525,25.850000000000005,414.0,356.0,C,D
sindresorhus,get-port,0.0,0.0,50.7,75.2,32.5,0.0,0.0,44.0,43.0,32.7,66.1,34.1,36.2,7.5,54.4,19.125,29.7,31.475,33.05,27.883333333333336,490.0,457.5,C,C
okonet,lint-staged,25.0,23.8,46.3,60.0,58.6,36.5,30.6,63.5,83.2,67.8,62.0,41.0,52.5,34.5,64.1,47.3,48.6,38.775,48.025,44.699999999999996,871.0,876.0,A,A
webpack-contrib,url-loader,0.0,0.0,55.1,61.5,32.5,0.0,0.0,58.5,52.1,50.2,79.0,52.6,85.2,0.0,53.8,22.75,36.2,29.15,47.9,33.266666666666666,640.0,635.5,B,B
reactjs,react-lifecycles-compat,0.0,0.0,52.9,32.9,31.9,0.0,0.0,31.8,32.0,20.7,70.3,4.1,79.1,0.0,46.5,15.925,26.4,21.45,32.425,23.266666666666666,303.0,353.0,D,D
luisrudge,postcss-flexbugs-fixes,0.0,0.0,38.8,12.2,32.0,9.2,0.0,40.6,39.8,21.3,82.2,18.9,72.2,0.0,52.3,20.45,27.1,12.75,35.85,23.01666666666667,289.0,374.0,D,D
jquery,jquery,29.0,31.1,88.5,61.5,55.7,36.8,27.5,83.8,97.9,98.7,79.5,59.0,69.7,34.6,87.7,50.95,60.1,52.525,62.75,55.40833333333333,997.0,997.0,A,A
cheeriojs,cheerio,31.8,34.3,73.7,48.3,50.4,46.1,29.1,77.7,94.5,87.3,64.9,64.2,66.0,37.9,73.4,50.825,56.4,47.025000000000006,60.375,52.741666666666674,991.0,990.5,A,A
mochajs,mocha,39.0,25.4,40.8,28.6,52.4,30.0,29.0,81.3,91.6,93.4,70.5,69.5,75.6,35.1,84.0,48.175,54.2,33.449999999999996,66.05,49.225,951.0,966.0,A,A
ljharb,json-stable-stringify,25.2,14.7,52.0,48.1,43.3,22.6,21.2,24.8,12.0,10.6,76.4,0.1,41.5,24.0,40.9,27.975,31.1,35.0,26.625,29.866666666666664,561.0,512.5,C,C
rbuckton,reflect-metadata,31.6,24.5,44.7,39.8,36.2,30.4,3.2,54.8,63.2,52.5,73.6,30.1,46.8,11.2,9.7,31.15,33.9,35.150000000000006,24.450000000000003,30.250000000000004,571.0,584.5,C,C
tomas,needle,11.8,25.2,51.2,53.9,44.3,15.7,21.3,61.9,53.9,58.7,75.4,59.5,59.1,16.3,63.0,35.8,42.7,35.525,49.475,40.26666666666666,794.0,779.0,B,B
archiverjs,node-archiver,34.3,32.8,47.7,41.7,48.7,36.0,25.5,58.4,61.4,57.6,55.5,59.2,40.6,30.6,42.7,42.150000000000006,43.1,39.125,43.275000000000006,41.51666666666667,821.0,790.0,A,B
webpack-contrib,copy-webpack-plugin,34.6,21.6,49.4,62.2,45.0,24.0,25.6,59.4,62.0,62.1,76.7,36.9,61.6,27.6,60.0,38.5,45.7,41.95,46.525,42.324999999999996,835.0,837.5,A,A
reworkcss,css,12.7,4.6,38.4,60.7,32.0,9.8,0.0,57.3,53.6,59.3,78.7,37.7,41.1,0.0,31.3,24.775,31.1,29.1,27.525000000000002,27.133333333333336,460.5,512.5,C,C
js-cookie,js-cookie,36.6,20.9,84.2,36.8,41.0,26.9,16.5,68.9,91.0,90.5,58.2,36.0,42.1,24.2,52.8,38.325,45.4,44.625,38.775000000000006,40.575,805.0,831.0,A,A
chrisdickinson,raf,0.0,0.0,40.7,85.1,27.8,0.0,0.0,46.9,39.6,31.6,81.8,34.6,40.7,0.0,49.8,18.675,29.4,31.45,31.275,27.133333333333336,460.5,444.0,C,C
webpack,webpack-cli,38.6,27.7,74.6,58.8,47.0,42.7,26.0,59.2,60.5,72.2,73.5,30.8,71.7,36.0,35.3,43.725,48.8,49.925,43.45,45.70000000000001,892.0,879.5,A,A
dominictarr,JSONStream,0.0,0.0,43.1,91.0,27.9,0.0,0.0,54.7,56.6,52.3,67.3,42.5,33.7,0.0,44.4,20.65,30.9,33.525,30.15,28.10833333333333,498.5,503.5,C,C
d3,d3-array,0.0,4.0,18.1,53.3,28.6,10.4,3.3,44.6,31.9,54.3,52.5,39.7,53.4,9.1,46.4,21.724999999999998,28.5,18.85,37.15,25.90833333333333,416.0,420.0,C,C
highlightjs,highlight.js,32.9,31.8,88.9,24.2,57.8,39.9,42.4,80.1,92.1,94.5,69.4,64.4,61.6,42.6,50.9,55.050000000000004,55.7,44.45,54.875,51.458333333333336,980.0,980.5,A,A
reduxjs,react-redux,25.9,22.3,75.3,22.4,53.2,38.5,35.8,75.8,92.2,94.2,74.8,42.1,80.7,37.1,72.5,50.825,54.6,36.474999999999994,58.099999999999994,48.46666666666666,942.0,971.0,A,A
facebook,fbjs,19.2,1.5,56.7,46.8,34.6,13.9,0.0,52.4,57.3,63.1,72.6,16.6,80.9,7.8,66.5,25.225,37.8,31.05,42.95,33.075,636.0,669.0,B,B
yeoman,update-notifier,48.0,2.4,57.6,61.6,32.5,4.8,3.4,57.5,55.3,48.9,76.5,49.3,39.2,4.3,61.5,24.55,37.1,42.4,38.575,35.175000000000004,672.0,656.0,B,B
postcss,postcss-nested,18.6,6.5,28.4,51.0,35.7,7.2,13.4,45.1,48.2,31.5,80.6,20.0,51.8,12.5,50.4,25.35,32.1,26.125,33.675,28.383333333333336,507.0,545.0,C,C
csstools,postcss-plugins,27.6,31.8,69.6,49.1,49.1,45.8,22.3,39.0,41.6,31.2,82.4,0.6,62.4,34.3,32.0,39.050000000000004,41.4,44.525,32.324999999999996,38.63333333333333,756.0,749.5,B,B
angular,angular-cli,29.1,34.6,89.3,64.7,56.4,47.7,39.1,68.0,93.9,98.0,32.6,47.3,59.7,44.0,42.6,52.8,54.7,54.425,48.400000000000006,51.875,985.0,972.0,A,A
reduxjs,reselect,20.9,28.6,37.5,22.3,49.8,42.4,32.4,67.4,88.8,73.9,70.6,36.2,69.8,34.5,58.5,48.00000000000001,47.6,27.325,49.75,41.69166666666667,824.0,857.5,A,A
fshost,node-dir,0.0,0.0,30.8,65.6,26.3,0.0,0.0,36.4,21.6,24.2,63.9,35.9,40.7,0.0,29.8,15.675,23.2,24.099999999999998,26.6,22.125,258.5,244.5,D,D
bruce,node-temp,2.9,0.0,30.9,74.8,27.2,0.0,0.0,30.2,31.5,30.1,7.2,51.9,39.0,0.0,55.3,14.35,24.5,27.15,36.55,26.016666666666666,422.0,283.5,C,D
Stuk,jszip,27.7,0.0,21.0,73.8,38.2,5.0,0.0,69.9,78.6,84.1,67.1,49.6,68.2,0.0,67.9,28.275000000000002,40.1,30.625,46.425000000000004,35.10833333333334,670.0,725.0,B,B
sinonjs,sinon,30.8,29.6,73.0,34.0,50.3,36.1,35.5,68.4,78.7,76.5,55.7,62.6,63.7,35.0,55.1,47.575,50.5,41.85,54.1,47.84166666666667,933.5,908.5,A,A
webpack-contrib,source-map-loader,38.6,18.2,48.5,62.2,35.0,24.1,24.0,45.9,28.1,37.3,79.9,38.1,64.9,24.8,50.5,32.25,40.6,41.875,44.575,39.56666666666667,779.0,735.5,B,B
arcanis,pnp-webpack-plugin,0.0,0.0,17.1,48.0,25.6,0.0,0.0,29.4,23.5,14.8,76.8,2.4,80.3,0.0,11.7,13.75,21.2,16.275,23.6,17.875,139.0,195.5,F,F
pngjs,pngjs,2.9,19.2,45.0,34.9,31.3,17.1,0.0,38.6,37.5,39.5,62.6,14.9,70.1,13.2,37.6,21.75,30.1,25.5,33.949999999999996,27.066666666666663,454.0,476.5,C,C
jshttp,basic-auth,0.0,0.0,30.4,57.2,25.7,0.0,0.0,46.3,38.5,37.0,72.4,37.4,47.5,0.0,33.0,18.0,25.9,21.9,29.475,23.125,297.0,326.5,D,D
Raynos,global,0.0,0.0,28.3,88.8,24.8,0.0,0.0,32.9,22.8,17.6,66.7,24.6,35.8,0.0,13.2,14.425,21.7,29.275,18.4,20.7,205.0,208.5,D,D
JedWatson,react-select,29.4,18.5,67.3,62.1,52.6,28.6,32.7,71.2,94.2,95.3,52.1,43.2,60.5,23.7,72.9,46.275000000000006,51.5,44.324999999999996,50.075,46.89166666666667,914.0,923.0,A,A
FezVrasta,popper.js,32.1,24.4,58.3,53.3,54.9,43.8,38.0,73.5,94.9,86.6,71.9,40.7,75.1,40.5,44.6,52.55,53.6,42.025000000000006,50.224999999999994,48.26666666666667,940.0,959.0,A,A
styled-components,polished,40.4,26.4,86.5,28.4,28.1,11.9,2.2,53.5,75.5,55.9,49.7,32.9,69.2,16.9,54.3,23.925,40.0,45.425000000000004,43.325,37.55833333333334,727.0,720.5,B,B
pvorb,node-md5,0.0,0.0,37.6,78.8,26.3,0.0,0.0,40.1,44.2,53.6,20.2,42.5,49.7,0.0,31.4,16.6,26.3,29.1,30.9,25.53333333333333,401.0,348.0,C,D
senchalabs,connect,2.7,0.0,52.1,59.5,25.6,0.0,0.0,71.8,79.1,82.0,77.8,48.2,46.0,0.0,15.1,24.35,32.3,28.575000000000003,27.325000000000003,26.75,442.0,546.0,C,C
styled-components,styled-components,33.9,30.4,76.2,28.2,54.9,38.1,39.3,73.8,96.6,92.0,69.8,36.9,74.2,39.8,48.4,51.525000000000006,53.6,42.175,49.824999999999996,47.84166666666667,933.5,959.0,A,A
jfromaniello,url-join,22.3,18.8,36.7,73.7,32.4,25.4,21.1,37.6,27.5,23.6,64.0,35.2,44.2,19.5,42.0,29.125,34.2,37.875,35.225,34.074999999999996,656.0,591.5,B,C
apollographql,graphql-tag,7.2,23.0,66.2,38.5,38.8,21.7,22.9,47.0,59.3,52.7,60.9,14.9,61.7,24.4,42.5,32.6,37.8,33.725,35.875,34.06666666666667,655.0,669.0,B,B
brix,crypto-js,25.8,13.6,70.3,45.4,40.3,9.1,4.1,67.0,86.1,91.7,57.4,32.9,35.0,2.0,48.7,30.124999999999996,38.0,38.775,29.65,32.849999999999994,628.5,672.5,B,B
arcanis,ts-pnp,0.0,0.0,16.4,47.8,25.5,0.0,0.0,25.6,13.4,11.1,76.0,2.1,43.4,0.0,5.6,12.775,16.6,16.049999999999997,12.775,13.866666666666665,87.0,120.0,F,F
gregberge,svgr,22.3,19.3,72.2,56.7,52.1,26.0,33.3,64.3,79.8,68.0,80.7,28.6,69.4,28.8,57.8,43.925,49.0,42.625,46.15,44.23333333333333,862.0,882.5,A,A
kentcdodds,cross-env,0.0,0.0,72.5,57.1,25.6,0.0,0.0,59.7,73.2,60.3,71.1,34.1,42.2,0.0,62.0,21.325000000000003,33.8,32.4,34.575,29.433333333333337,545.0,582.0,C,C
postcss,postcss-safe-parser,0.0,7.5,18.0,51.2,28.9,10.4,12.5,29.6,16.2,12.5,75.1,14.8,50.3,10.9,10.5,20.35,22.5,19.175,21.625,20.383333333333336,192.0,224.0,F,D
octokit,rest.js,20.7,29.4,68.7,28.5,49.3,38.2,33.0,26.1,33.6,29.8,10.5,30.3,58.0,38.2,57.7,36.650000000000006,38.6,36.825,46.050000000000004,39.84166666666667,783.5,681.0,B,B
jergason,recursive-readdir,28.2,0.0,27.4,74.1,25.6,0.0,0.0,47.2,27.3,38.6,82.0,41.0,65.5,0.0,45.3,18.200000000000003,31.3,32.425,37.95,29.525000000000002,550.0,522.5,C,C
blakeembrey,change-case,37.0,23.2,37.2,67.8,50.4,28.6,28.7,50.8,58.4,38.4,53.8,52.6,54.0,26.0,47.0,39.625,42.6,41.3,44.9,41.94166666666666,827.0,774.0,A,B
webpack-contrib,webpack-bundle-analyzer,26.0,22.7,67.1,61.9,43.3,23.9,28.8,58.0,82.9,69.8,69.6,9.6,78.6,26.5,59.0,38.5,47.3,44.425,43.425,42.11666666666667,830.0,851.0,A,A
isaacs,node-touch,0.0,0.0,32.7,86.9,24.4,0.0,0.0,37.3,16.4,13.5,77.0,42.5,69.0,0.0,5.4,15.424999999999999,25.0,29.900000000000002,29.225,24.850000000000005,378.0,297.5,D,D
remy,nodemon,37.0,21.2,83.9,63.7,45.8,30.2,20.2,82.7,93.6,87.8,77.6,71.7,77.5,33.8,60.9,44.724999999999994,55.9,51.45,60.974999999999994,52.383333333333326,988.0,983.5,A,A
matthew-andrews,isomorphic-fetch,18.8,0.0,36.4,74.8,25.8,0.0,0.0,59.1,74.3,61.5,71.5,29.0,45.3,0.0,28.8,21.225,31.2,32.5,25.775,26.5,432.5,518.0,C,C
que-etc,resize-observer-polyfill,0.0,0.0,34.1,18.8,24.6,0.0,0.0,46.9,55.0,47.4,63.2,22.0,73.9,0.0,13.3,17.875,24.4,13.225000000000001,27.3,19.46666666666667,170.0,280.0,F,D
node-modules,detect-port,0.0,1.3,60.8,57.8,24.6,2.8,0.0,32.1,28.2,18.5,57.2,24.4,39.6,11.1,43.0,14.875,25.6,29.974999999999998,29.525,24.791666666666668,374.0,319.0,D,D
babel,babylon,0.0,0.0,60.7,43.3,24.6,0.0,0.0,39.6,54.9,59.8,10.6,33.2,62.3,0.0,54.6,16.05,28.2,26.0,37.525000000000006,26.525000000000002,434.0,410.5,C,C
emotion-js,emotion,30.7,19.0,80.8,17.1,49.6,22.8,24.6,63.5,87.1,81.7,48.2,37.0,78.6,27.8,65.4,40.125,47.5,36.9,52.2,43.07500000000001,847.0,854.5,A,A
slevithan,xregexp,25.5,0.0,43.0,26.6,32.0,2.9,0.0,62.8,63.9,64.0,72.2,51.2,61.7,0.0,54.6,24.425,34.3,23.775,41.875,30.025000000000002,564.0,596.0,C,C
auth0,jwt-decode,24.5,27.7,55.2,69.5,47.5,42.5,31.9,54.0,63.0,65.6,55.4,32.1,60.0,36.0,55.6,43.975,47.3,44.225,45.925,44.708333333333336,872.0,851.0,A,A
twbs,bootstrap,25.6,33.4,86.5,36.2,57.2,44.7,41.6,86.4,99.7,99.9,77.7,68.1,49.4,45.2,58.4,57.475,57.6,45.425,55.275,52.725,990.0,992.5,A,A
markdown-it,markdown-it,37.3,29.9,75.5,44.3,52.2,32.0,35.3,62.5,86.9,87.6,56.0,19.5,41.3,32.8,42.5,45.5,47.0,46.75,34.025,42.09166666666667,829.0,848.0,A,A
facebook,create-react-app,22.7,14.1,90.6,46.6,42.5,21.1,0.0,79.4,99.2,99.2,85.6,33.6,89.1,12.6,77.8,35.75,51.0,43.5,53.27499999999999,44.17499999999999,860.0,915.5,A,A
d3,d3-shape,7.5,3.0,20.2,53.4,30.9,4.5,4.2,52.3,60.2,62.6,51.8,34.6,52.5,3.5,40.3,22.974999999999998,29.7,21.025,32.725,25.575,405.0,457.5,C,C
pinojs,pino,29.0,30.3,74.9,28.4,55.4,38.1,39.8,63.2,83.6,77.9,50.3,41.0,41.3,40.3,79.3,49.125,50.5,40.650000000000006,50.474999999999994,46.75,912.0,908.5,A,A
socketio,socket.io,28.6,30.1,61.7,31.3,52.1,28.4,31.8,85.9,98.1,97.6,76.6,71.3,79.2,31.8,41.0,49.550000000000004,53.0,37.925000000000004,55.825,47.76666666666667,931.0,948.0,A,A
gajus,eslint-plugin-flowtype,0.0,0.0,80.7,59.0,25.1,0.0,0.0,54.3,47.4,49.6,82.3,37.8,56.2,0.0,80.9,19.85,35.8,34.925,43.72500000000001,32.833333333333336,627.0,626.5,B,B
npm,read,3.4,26.2,65.6,61.3,34.0,31.8,22.4,37.1,20.1,22.8,59.5,46.1,37.2,31.4,37.7,31.325000000000003,35.3,39.125,38.1,36.18333333333334,698.0,613.5,B,B
webpack-contrib,raw-loader,0.0,0.0,50.2,62.0,25.2,0.0,0.0,49.4,43.1,39.1,67.9,47.3,81.7,0.0,33.9,18.65,31.1,28.05,40.724999999999994,29.141666666666666,534.0,512.5,C,C
npm,cli,27.5,31.1,74.0,60.7,58.6,45.1,42.0,55.6,76.4,93.1,19.2,33.7,58.9,44.9,52.4,50.325,51.1,48.325,47.474999999999994,48.708333333333336,946.0,917.5,A,A
d3,d3-scale,10.4,12.6,20.2,53.3,32.5,10.2,4.3,51.3,53.8,62.0,51.5,37.9,56.2,4.1,39.2,24.575,31.1,24.125,34.35,27.683333333333337,482.0,512.5,C,C
less,less.js,30.4,24.1,72.9,55.1,46.6,22.8,17.5,63.6,87.0,94.3,6.3,66.8,56.4,22.6,51.0,37.625,45.4,45.625,49.2,44.15,859.0,831.0,A,A
sindresorhus,multimatch,0.0,1.3,56.8,75.8,28.0,2.6,4.4,33.1,24.9,18.0,56.1,33.4,34.3,3.6,52.4,17.025000000000002,27.1,33.474999999999994,30.924999999999997,27.141666666666666,463.5,374.0,C,D
dankogai,js-base64,16.8,13.6,51.0,75.8,32.2,12.6,12.6,69.5,67.5,84.7,76.1,49.8,40.5,18.4,50.5,31.724999999999998,41.1,39.3,39.8,36.94166666666666,717.0,744.0,B,B
mikehall314,es6-promisify,0.0,0.0,36.9,12.1,26.6,0.0,0.0,40.6,34.2,21.5,68.2,38.5,73.6,0.5,14.9,16.8,22.8,12.25,31.875,20.308333333333334,190.0,236.5,F,D
oliviertassinari,babel-plugin-transform-react-remove-prop-types,0.0,0.0,51.4,38.0,26.6,0.0,0.0,46.8,44.4,29.5,81.0,32.1,84.1,0.0,43.8,18.35,30.1,22.35,40.0,26.900000000000002,451.5,476.5,C,C
npm,osenv,0.0,0.0,47.2,60.7,26.7,0.0,0.0,37.7,17.7,16.3,78.4,38.2,75.7,0.0,25.5,16.1,26.8,26.975,34.85,25.975000000000005,421.0,363.0,C,D
bevacqua,hash-sum,0.0,0.0,32.9,79.4,25.3,0.0,0.0,32.3,24.6,17.8,71.7,15.2,60.2,0.0,3.6,14.399999999999999,22.5,28.075000000000003,19.75,20.741666666666667,207.0,224.0,D,D
mongodb,js-bson,0.0,29.8,52.5,47.8,37.1,36.0,35.1,43.3,47.3,60.2,6.1,59.5,41.8,32.0,68.4,37.875,39.8,32.525,50.425,40.275,795.0,716.0,B,B
bjyoungblood,es6-error,0.0,0.0,30.9,59.7,25.4,0.0,0.0,30.4,21.5,20.8,54.2,25.3,72.1,0.0,50.5,13.95,25.6,22.65,36.975,24.524999999999995,357.0,319.0,D,D
