owner,repo,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contributor_participation,code_contribution,contributor_growth,popularity,stars_and_watches,forks,downstream_dependents,project_maturity,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,avg_percentile,maintenance_and_goodwill,code_quality,component_avg,component_rank,trustee_rank,component_grade,trustee_grade
floatdrop,gulp-plumber,0.0,0.0,37.6,77.0,7.0,0.0,0.0,35.2,41.7,20.1,51.7,27.2,40.7,0.0,22.4,10.55,21.8,28.65,22.575,20.59166666666667,200.0,210.0,D,D
restify,node-restify,29.9,13.6,75.2,44.9,20.4,13.8,15.7,54.4,80.4,80.8,1.0,55.3,28.5,16.4,66.1,26.075,37.2,40.9,41.575,36.18333333333333,696.5,659.0,B,B
apollographql,react-apollo,0.0,0.0,64.9,38.7,8.7,0.0,0.0,55.5,73.9,77.2,36.3,34.5,64.7,0.0,51.5,16.05,30.7,25.900000000000002,37.675,26.541666666666668,435.0,493.5,C,C
postcss,gulp-postcss,33.6,6.1,44.2,51.1,12.0,12.6,8.2,40.1,40.6,33.9,45.5,40.5,39.2,7.7,52.8,18.225,29.5,33.75,35.05,29.008333333333336,528.0,448.5,C,C
OverZealous,run-sequence,0.0,0.0,36.8,44.4,8.7,0.0,0.0,36.6,45.5,29.4,44.5,26.9,56.1,0.0,19.1,11.325,21.2,20.299999999999997,25.525,19.049999999999997,163.0,195.5,F,F
koajs,logger,0.0,0.0,59.8,71.1,8.8,0.0,0.0,31.3,35.5,40.0,19.0,30.6,34.6,0.0,56.3,10.025,24.3,32.724999999999994,30.375,24.375,350.0,275.0,D,D
jaredhanson,passport-oauth,0.0,1.3,37.2,84.5,8.8,0.6,0.0,29.4,15.9,27.4,31.9,42.3,37.8,0.0,11.4,9.7,19.9,30.75,22.875,21.108333333333334,217.0,161.5,D,F
hughsk,vinyl-source-stream,0.0,0.0,36.9,88.3,8.8,0.0,0.0,27.9,26.6,19.0,39.2,27.0,33.9,0.0,32.0,9.175,21.0,31.299999999999997,23.225,21.23333333333333,223.0,187.0,D,F
MoOx,postcss-cssnext,0.0,0.0,55.9,53.2,8.9,0.0,0.0,52.7,70.7,56.5,42.1,41.4,77.3,0.0,43.8,15.4,30.8,27.275,40.625,27.766666666666666,484.0,499.5,C,C
ivogabe,gulp-typescript,0.0,0.0,29.7,31.9,8.9,0.0,0.0,42.5,41.9,46.9,34.2,47.0,53.0,0.0,49.6,12.85,23.8,15.399999999999999,37.4,21.883333333333336,250.0,257.0,D,D
sindresorhus,gulp-filter,21.0,5.9,60.3,77.3,17.0,7.6,15.8,30.2,25.9,22.4,37.5,35.1,31.5,12.4,40.6,17.65,28.3,41.125,29.9,29.558333333333334,551.0,414.0,C,C
adametry,gulp-eslint,0.0,0.0,54.9,29.6,6.5,0.0,0.0,37.2,35.7,43.7,40.1,29.3,63.8,0.0,62.8,10.925,25.7,21.125,38.975,23.675,318.0,322.0,D,D
sindresorhus,gulp-imagemin,17.1,0.8,62.1,75.6,12.2,1.6,8.3,49.0,56.3,51.2,51.2,37.1,36.0,7.2,48.6,17.775,31.5,38.9,32.225,29.633333333333336,553.0,531.0,C,C
hughsk,vinyl-buffer,0.0,0.0,33.1,88.2,6.0,0.0,0.0,22.0,14.3,11.6,36.6,25.6,32.9,0.0,18.9,7.0,17.9,30.325000000000003,19.35,18.89166666666667,159.0,135.0,F,F
jaredhanson,connect-flash,0.0,0.0,40.7,84.1,6.0,0.0,0.0,46.5,49.6,49.5,47.4,39.6,42.7,0.0,6.2,13.125,24.0,31.2,22.125,22.150000000000002,261.0,262.5,D,D
palantir,tslint-react,0.0,0.0,30.9,51.5,6.1,0.0,0.0,34.1,40.0,35.9,34.1,26.4,49.5,0.0,42.9,10.05,21.9,20.6,29.700000000000003,20.11666666666667,186.0,212.0,F,D
karma-runner,karma-phantomjs-launcher,0.0,0.0,38.2,64.0,6.1,0.0,0.0,37.7,24.0,45.8,47.6,33.5,67.1,0.0,47.6,10.950000000000001,25.9,25.55,37.05,24.516666666666666,356.0,326.5,D,D
s-panferov,awesome-typescript-loader,0.0,0.0,77.1,50.8,6.1,0.0,0.0,44.6,59.7,52.9,37.9,27.9,65.5,0.0,33.4,12.675,27.9,31.974999999999998,31.700000000000003,25.45,399.0,398.5,D,D
gruntjs,grunt-contrib-jshint,0.0,15.1,46.1,71.0,12.1,14.6,17.8,49.1,39.0,55.7,55.3,46.5,64.7,16.2,66.5,23.4,36.5,33.05,48.474999999999994,34.974999999999994,667.0,644.0,B,B
clessg,progress-bar-webpack-plugin,0.0,0.0,35.4,44.5,6.2,0.0,0.0,25.6,30.7,24.7,33.4,13.7,32.6,0.0,41.9,7.95,18.1,19.975,22.05,16.658333333333335,121.0,137.5,F,F
gulp-community,gulp-less,0.2,0.0,35.1,51.7,9.2,0.0,0.0,39.9,35.4,42.7,42.6,39.0,37.9,0.0,64.2,12.274999999999999,24.7,21.75,35.275,23.099999999999998,294.5,288.5,D,D
jackfranklin,gulp-load-plugins,0.0,0.0,81.6,74.4,5.7,0.0,0.0,36.9,40.2,29.7,42.2,35.5,51.1,0.0,60.0,10.65,28.7,39.0,36.65,28.766666666666666,523.0,425.0,C,C
floatdrop,gulp-watch,0.7,0.0,44.6,77.0,9.1,0.0,0.0,38.5,37.2,41.4,40.4,35.1,63.1,0.0,43.4,11.9,26.9,30.575000000000003,35.4,25.958333333333332,418.5,367.5,C,D
buglabs,node-xml2json,0.0,0.0,30.7,73.6,5.8,0.0,0.0,37.3,42.0,56.0,7.6,43.7,45.9,0.0,59.1,10.774999999999999,25.1,26.075,37.175,24.674999999999997,365.0,302.0,D,D
jdesboeufs,connect-mongo,32.6,17.6,72.2,40.2,19.7,10.9,15.9,52.8,57.4,65.3,43.2,45.3,73.7,14.4,57.6,24.825,39.4,40.650000000000006,47.75,37.74166666666667,733.5,704.5,B,B
loganfsmyth,babel-plugin-transform-decorators-legacy,0.0,0.0,37.4,48.2,5.9,0.0,0.0,31.6,42.4,28.6,41.2,14.1,48.5,0.0,13.8,9.375,18.9,21.4,19.099999999999998,16.625,120.0,145.5,F,F
maritz,node-sprintf,0.0,0.0,26.9,51.2,5.9,0.0,0.0,26.1,13.9,12.9,31.1,46.4,28.2,0.0,31.8,8.0,16.9,19.525,26.6,18.041666666666668,142.0,126.0,F,F
ryanmcgrath,wrench-js,0.0,0.0,29.7,43.6,5.9,0.0,0.0,36.6,31.0,33.3,33.6,48.7,29.0,0.0,47.1,10.625,20.6,18.325,31.2,20.05,183.0,174.0,F,F
pull-stream,pull-stream,0.0,0.0,52.3,58.2,6.0,0.0,0.0,36.9,41.1,35.0,38.4,33.1,30.8,0.0,41.5,10.725,22.7,27.625,26.35,21.566666666666666,238.0,233.0,D,D
mikaelbr,gulp-notify,0.0,0.0,54.5,63.3,7.6,0.7,0.0,33.3,36.6,23.3,43.7,29.6,52.4,0.0,26.4,10.4,22.9,29.45,27.1,22.316666666666666,267.0,238.0,D,D
evilstreak,markdown-js,0.0,0.0,46.7,50.0,7.6,0.0,0.0,53.4,75.6,79.3,8.4,50.2,26.0,0.0,39.5,15.25,25.5,24.175,28.925,22.78333333333333,282.5,315.0,D,D
Polymer,polymer,35.0,13.5,67.4,41.8,11.3,15.6,0.0,66.3,91.3,89.8,21.5,62.8,52.2,8.2,76.8,23.299999999999997,40.1,39.425,50.0,37.574999999999996,728.0,725.0,B,B
jprichardson,string.js,0.0,0.0,51.7,83.2,7.7,0.0,0.0,40.9,55.7,57.5,8.5,41.7,33.6,0.0,46.8,12.15,26.0,33.725,30.525000000000002,25.46666666666667,400.0,330.5,C,D
goldhand,sw-precache-webpack-plugin,0.0,0.0,49.4,53.5,7.7,0.0,0.0,40.0,52.8,42.5,55.2,9.6,78.8,0.0,30.1,11.925,26.2,25.725,29.625,22.425,271.5,343.0,D,D
spalger,gulp-jshint,0.0,0.0,48.2,29.0,7.8,0.0,0.0,34.2,29.9,33.4,43.4,30.2,57.5,0.0,57.7,10.5,23.6,19.3,36.35,22.05,254.0,254.5,D,D
nuysoft,Mock,12.6,0.0,33.8,43.6,13.0,0.0,0.0,58.6,89.1,92.8,8.6,44.0,35.0,0.0,15.8,17.9,25.6,22.5,23.7,21.366666666666664,231.0,319.0,D,D
stylus,nib,0.0,0.0,35.2,20.1,7.8,0.0,0.0,54.2,56.9,59.1,39.1,61.7,48.3,0.0,67.7,15.5,27.3,13.825000000000001,44.425,24.583333333333332,358.0,381.5,D,D
sun-zheng-an,gulp-shell,0.0,0.0,38.6,45.2,7.3,0.0,0.0,34.8,33.2,30.5,37.0,38.3,65.0,0.0,31.1,10.524999999999999,22.5,20.950000000000003,33.599999999999994,21.691666666666663,243.0,224.0,D,D
caolan,highland,0.0,0.0,43.6,80.4,7.4,0.0,0.0,45.5,65.1,50.6,29.8,36.7,63.5,0.0,72.3,13.225,31.1,31.0,43.125,29.116666666666664,533.0,512.5,C,C
ftlabs,fastclick,0.0,0.0,45.3,51.8,7.4,0.0,0.0,66.7,88.7,94.0,39.7,44.3,30.6,0.0,39.6,18.525000000000002,29.2,24.275,28.625,23.808333333333334,324.5,439.5,D,C
jamestalmage,cli-table2,0.0,0.0,47.5,72.1,7.4,0.0,0.0,24.5,23.4,22.6,32.3,19.6,33.4,0.0,16.4,7.975,18.4,29.9,17.35,18.408333333333335,147.5,139.5,F,F
serialport,node-serialport,25.0,30.8,85.1,13.2,27.7,39.8,17.7,64.2,71.7,81.1,31.5,72.5,56.0,30.1,54.6,37.349999999999994,44.5,38.525,53.3,43.05833333333334,846.0,815.0,A,A
nathanpeck,clui,0.0,0.0,26.9,44.8,5.4,0.0,0.0,34.1,54.3,27.1,30.7,24.2,31.4,0.0,17.8,9.875,17.6,17.924999999999997,18.35,15.383333333333333,102.0,133.0,F,F
hapijs,hapi,23.1,27.3,46.5,57.2,25.7,20.8,24.8,64.4,85.4,84.8,33.5,54.0,31.9,23.2,81.2,33.925000000000004,43.0,38.525,47.574999999999996,40.00833333333333,788.5,785.5,B,B
baryon,tracer,0.0,2.1,52.3,44.1,5.7,4.9,0.7,42.4,48.4,44.2,29.6,47.5,51.6,0.3,57.8,13.425,26.8,24.625,39.3,25.78333333333333,411.0,363.0,C,D
louischatriot,nedb,16.0,0.0,53.9,52.2,8.4,0.0,0.0,57.6,84.2,81.2,32.7,32.5,37.7,0.0,34.5,16.5,28.8,30.525000000000002,26.175,24.400000000000002,351.0,429.0,D,C
Timer,fork-ts-checker-webpack-plugin,0.0,0.0,38.5,44.8,5.0,0.0,0.0,14.4,3.0,9.1,43.1,2.2,45.9,0.0,72.6,4.85,19.1,20.825,30.175,18.616666666666664,153.0,148.0,F,F
nodegit,nodegit,35.7,8.9,60.5,41.1,15.6,13.9,9.3,61.3,71.4,74.4,29.3,70.2,50.8,13.9,71.8,25.025,39.1,36.550000000000004,51.675,37.75,735.0,696.0,B,B
pouchdb,pouchdb,30.5,34.6,46.2,57.8,29.6,42.1,33.2,68.8,86.4,86.4,31.3,71.2,38.7,37.6,75.5,43.425,49.2,42.275000000000006,55.75,47.15,919.0,886.0,A,A
sindresorhus,unique-random-array,0.0,0.0,49.0,74.8,5.1,0.0,0.0,20.0,14.0,11.9,32.8,21.4,31.7,0.0,23.1,6.275,17.7,30.95,19.049999999999997,18.758333333333333,156.0,134.0,F,F
jupyterlab,jupyterlab,26.6,27.6,78.1,27.9,37.6,46.3,43.6,61.4,84.4,93.3,29.9,38.0,61.0,46.9,94.9,47.224999999999994,52.9,40.05,60.2,49.15833333333333,950.0,947.0,A,A
dthree,vorpal,0.0,0.0,44.5,10.5,5.1,3.9,0.0,44.7,71.6,63.4,29.5,14.4,40.4,0.0,69.7,13.425,24.5,13.75,31.125,19.433333333333334,169.0,283.5,F,D
hapijs,inert,0.0,3.6,45.1,57.8,5.2,4.0,0.0,26.1,22.4,25.9,30.6,25.6,28.5,5.5,54.8,8.825000000000001,21.3,26.625,28.6,21.350000000000005,230.0,199.0,D,F
EvanOxfeld,node-unzip,0.0,0.0,35.8,58.8,4.7,0.0,0.0,38.9,37.0,64.4,17.1,37.2,33.9,0.0,19.2,10.9,20.5,23.65,22.575,19.041666666666668,162.0,172.5,F,F
cloudhead,node-static,0.1,0.0,52.8,70.0,8.0,0.0,0.0,50.5,58.8,59.9,35.8,47.5,51.6,0.0,53.6,14.625,29.7,30.725,38.175,27.84166666666667,488.0,457.5,C,C
danwrong,restler,0.0,0.0,47.7,64.2,4.7,0.0,0.0,51.0,57.9,67.2,29.4,49.4,29.8,0.0,63.3,13.925,27.9,27.975,35.625,25.84166666666667,413.0,398.5,C,D
alibaba,BizCharts,13.6,4.5,40.8,49.0,17.2,9.1,0.8,49.0,72.7,73.8,30.0,19.3,44.7,0.4,58.6,19.025,29.9,26.975,30.750000000000004,25.583333333333332,406.0,468.0,C,C
metalsmith,metalsmith,28.7,19.9,86.9,26.2,14.4,14.2,9.4,53.8,76.1,73.0,30.1,36.0,39.4,14.9,53.2,22.950000000000003,35.7,40.425,35.875,33.083333333333336,637.0,624.0,B,B
zilverline,react-tap-event-plugin,0.0,0.0,29.1,61.5,4.8,0.0,0.0,36.3,47.0,42.1,33.2,22.8,24.2,0.0,31.8,10.274999999999999,19.8,22.65,19.7,17.541666666666668,133.0,158.5,F,F
slushjs,gulp-install,0.0,0.0,47.2,48.2,4.9,0.0,0.0,24.3,15.4,25.1,30.8,25.8,34.1,0.0,33.1,7.300000000000001,18.0,23.85,23.25,18.133333333333336,144.0,136.0,F,F
sindresorhus,gulp-template,0.0,0.8,62.3,74.8,5.2,1.7,0.9,29.7,24.5,35.8,29.7,28.9,25.7,3.9,23.7,9.375,21.1,34.474999999999994,20.549999999999997,21.466666666666665,234.0,191.0,D,F
shockie,node-iniparser,0.0,0.0,20.8,21.2,6.5,0.0,0.0,26.8,14.1,16.9,29.0,47.0,22.9,0.0,22.3,8.325,13.6,10.5,23.05,13.958333333333334,90.0,85.5,F,F
redis,hiredis-node,0.0,0.0,32.0,37.1,6.6,0.0,0.0,30.7,25.2,36.9,12.9,48.0,19.2,0.0,50.8,9.325,18.4,17.275,29.5,18.7,155.0,139.5,F,F
alibaba-fusion,next,38.3,33.3,42.2,18.0,36.9,44.3,39.9,44.5,68.2,71.9,4.5,33.2,64.4,43.5,76.6,41.4,44.8,32.95,54.425,42.92499999999999,845.0,820.0,A,A
iview,iview,14.6,0.0,52.3,22.8,12.2,0.8,0.0,63.3,92.6,95.4,31.6,33.7,73.7,0.0,82.8,19.075,35.6,22.424999999999997,47.55,29.683333333333334,556.0,621.5,C,B
phosphorjs,phosphor,0.0,0.0,33.0,38.8,6.7,0.0,0.0,35.8,46.4,51.4,27.2,18.1,67.9,0.0,60.4,10.625,24.7,17.95,36.6,21.724999999999998,245.5,288.5,D,D
ipfs,js-ipfs,0.0,0.0,70.7,44.9,6.7,0.0,0.0,59.9,75.1,83.6,26.3,54.5,48.8,16.8,70.5,16.65,34.1,28.9,47.65,31.066666666666663,586.0,587.5,C,C
johnagan,clean-webpack-plugin,0.0,0.0,37.4,38.5,6.7,0.0,0.0,46.7,57.6,46.5,57.5,25.1,53.0,0.0,44.8,13.350000000000001,25.1,18.975,30.725,21.01666666666667,212.0,302.0,D,D
atomist,automation-client,0.0,0.0,59.1,31.6,6.8,0.0,0.0,20.8,9.3,13.8,27.7,32.2,62.2,0.0,72.9,6.9,22.7,22.675,41.825,23.8,323.0,233.0,D,D
sindresorhus,query-string,17.7,10.2,69.4,75.3,15.8,6.0,0.0,67.9,73.7,68.7,80.2,48.9,42.1,6.3,67.2,22.425,39.2,43.150000000000006,41.125,35.56666666666667,682.0,698.5,B,B
plone,volto,28.1,29.4,79.7,84.2,37.0,47.1,43.2,42.3,30.1,71.6,26.9,40.8,68.1,46.5,70.5,42.400000000000006,50.5,55.35000000000001,56.474999999999994,51.40833333333334,977.0,908.5,A,A
gaearon,react-hot-loader,12.1,0.0,84.1,62.3,11.5,0.0,0.0,65.7,82.5,77.3,52.7,50.5,83.7,0.0,71.4,19.3,40.2,39.625,51.400000000000006,36.775,714.0,728.5,B,B
react-component,rc-tools,0.0,0.0,28.7,49.4,6.4,0.0,0.0,24.2,20.6,28.9,27.9,19.4,43.6,0.0,49.2,7.65,19.2,19.525,28.050000000000004,18.408333333333335,147.5,149.5,F,F
darekf77,morphi,0.0,9.0,17.6,34.4,9.4,18.0,8.9,11.0,8.9,5.8,25.6,3.9,67.6,21.6,52.8,11.825,21.4,15.25,36.475,21.183333333333334,221.0,202.0,D,D
e1-bsd,omni-common-ui,0.0,0.0,39.2,24.6,3.9,0.0,0.0,15.8,8.0,8.7,18.1,28.6,70.8,0.0,32.2,4.925,16.9,15.950000000000001,32.9,17.925,140.0,126.0,F,F
facebook,nuclide,0.0,0.0,54.8,47.0,3.9,0.0,0.0,54.8,76.0,74.3,24.6,44.1,74.2,0.0,70.3,14.674999999999999,32.4,25.45,47.15,29.09166666666667,532.0,548.5,C,C
electrode-io,electrode,0.0,21.9,59.0,39.1,10.3,31.0,19.0,39.3,58.3,62.5,27.8,8.6,66.8,26.4,59.3,24.9,35.1,30.0,40.275,31.724999999999998,600.0,608.0,B,B
wintercounter,mhy,0.0,0.0,43.9,32.5,4.0,11.8,0.0,21.5,17.4,20.0,18.2,30.5,39.4,0.0,16.7,9.325,16.1,19.1,21.65,16.691666666666666,122.0,112.5,F,F
dexteryy,Project-WebCube,0.0,0.0,29.0,68.8,4.0,0.0,0.0,16.4,17.9,14.7,21.6,11.6,64.7,0.0,3.6,5.1,16.2,24.45,19.974999999999998,16.50833333333333,118.0,114.5,F,F
compute-io,compute.io,0.0,0.0,32.0,76.8,4.0,0.0,0.0,17.2,13.6,9.8,23.7,21.7,29.5,0.0,6.2,5.3,14.4,27.2,14.350000000000001,15.616666666666667,108.0,95.0,F,F
slushjs,gulp-conflict,0.0,0.0,36.6,48.1,4.1,0.0,0.0,19.0,10.2,12.6,28.0,25.1,31.4,0.0,12.8,5.775,14.1,21.175,17.325000000000003,14.758333333333335,99.0,89.0,F,F
sebastian-software,advanced-boilerplate,0.0,0.0,18.8,33.9,4.1,0.0,0.0,21.2,14.5,11.3,21.3,37.6,71.5,0.0,38.5,6.324999999999999,18.1,13.175,36.9,18.8,157.5,137.5,F,F
embarklabs,embark,1.8,0.0,57.7,28.4,6.9,0.0,0.0,51.2,66.5,70.5,27.1,40.6,70.1,18.2,61.7,14.525,31.4,21.975,47.65,28.05,497.0,526.5,C,C
agneta,platform,0.0,0.0,46.8,17.4,3.6,0.0,0.0,9.9,7.8,8.1,17.7,5.9,67.5,0.0,3.1,3.375,12.7,16.049999999999997,19.125,12.85,72.0,75.0,F,F
ziruYU,nodejs,0.0,0.0,15.9,9.5,3.7,0.0,0.0,4.5,1.5,0.8,10.9,5.0,47.2,0.0,3.2,2.05,7.2,6.35,13.850000000000001,7.416666666666667,14.0,13.0,F,F
NetWilliam,protocol-buffers-schema,0.0,0.0,16.1,30.3,3.7,0.0,0.0,7.4,5.5,0.9,17.3,5.8,16.8,0.0,50.3,2.7750000000000004,10.6,11.600000000000001,18.224999999999998,10.866666666666667,48.0,48.5,F,F
toyako,yanglao,0.0,0.0,14.5,9.0,3.7,0.0,0.0,6.9,5.4,4.9,10.7,6.5,21.2,0.0,0.1,2.6500000000000004,5.3,5.875,6.95,5.158333333333334,5.0,6.5,F,F
cnn007,node-dingtalk-robot,0.0,0.0,33.7,34.9,3.8,0.0,0.0,7.2,6.8,6.7,10.4,4.8,27.9,0.0,0.1,2.75,8.7,17.15,8.2,9.366666666666665,32.0,28.0,F,F
chjj,bslint,0.0,1.1,33.7,62.3,6.8,2.2,9.0,9.1,7.2,6.4,20.9,1.8,30.3,4.5,0.1,6.775,12.8,24.275,9.175,13.408333333333331,81.0,76.5,F,F
aethant,merino,0.0,0.0,14.7,24.1,3.8,0.0,0.0,9.2,7.0,7.4,10.3,11.9,69.3,0.0,19.4,3.25,12.4,9.7,25.15,12.699999999999998,69.0,70.5,F,F
Anoop24031989,cordova-plugin-tsp-for-Android,0.0,0.0,11.4,17.2,5.5,0.0,0.0,5.6,1.9,4.6,10.2,5.5,14.6,0.0,2.9,2.775,5.1,7.15,5.75,5.2250000000000005,6.0,4.0,F,F
joshmatz,big-bertha,0.0,0.0,33.5,48.6,5.5,0.0,0.0,11.2,8.1,7.1,18.0,11.6,17.2,0.0,2.9,4.175,10.1,20.525,7.924999999999999,10.875,49.0,40.5,F,F
chjj,babylonia,0.0,0.0,39.7,62.4,5.5,0.0,0.0,5.9,7.1,4.7,10.1,1.8,26.6,0.0,3.0,2.85,10.8,25.525,7.8500000000000005,12.075000000000001,64.0,52.0,F,F
ericmcornelius,ease,0.0,0.0,11.3,59.1,5.6,0.0,0.0,9.3,7.3,9.4,9.9,10.6,64.5,0.0,3.0,3.725,12.8,17.6,19.525,13.616666666666667,84.0,76.5,F,F
codemirror,CodeMirror,17.7,17.1,53.9,22.6,29.2,25.4,27.9,68.2,93.8,96.0,8.9,74.0,28.0,23.6,89.5,37.675,42.6,27.824999999999996,53.775,39.75833333333333,781.0,774.0,B,B
nithincvpoyyil,voice-listener,0.0,0.0,33.5,17.4,5.6,11.3,0.0,9.6,6.4,6.8,17.2,8.0,41.3,0.0,3.0,6.625,10.7,12.725,13.075,10.808333333333332,46.0,50.0,F,F
hexlet-components,js-pairs,0.0,0.0,15.7,32.1,5.7,6.9,0.0,16.0,11.7,15.0,27.3,9.9,55.6,1.5,40.8,7.1499999999999995,16.2,11.95,26.950000000000003,15.35,101.0,114.5,F,F
terryarbase,nextnode,0.0,0.0,45.8,10.7,5.7,0.0,0.0,8.1,5.0,4.8,20.6,2.1,63.4,0.0,37.5,3.45,14.4,14.125,25.75,14.441666666666668,95.0,95.0,F,F
rstacruz,pnpm,26.1,30.6,80.6,74.3,37.9,46.2,42.9,61.7,94.3,79.6,30.2,42.6,70.3,45.0,55.2,47.175000000000004,53.4,52.89999999999999,53.275,51.11666666666667,975.0,953.0,A,A
ckeditor,ckeditor5-build-inline,0.0,0.0,36.4,43.6,5.2,0.0,0.0,21.2,9.8,44.0,9.6,21.4,35.0,0.0,78.0,6.6,20.2,20.0,33.6,20.066666666666666,184.5,167.5,F,F
mehmetkose,react-websocket,0.0,0.0,36.3,51.0,5.3,0.0,0.0,27.6,27.8,37.2,28.8,16.8,57.2,0.0,40.4,8.225,20.9,21.825,28.599999999999998,19.549999999999997,172.0,184.0,F,F
stewartml,react-angular-component,0.0,0.0,14.2,1.4,5.3,0.0,0.0,6.3,5.2,7.0,9.7,3.2,61.0,0.0,0.0,2.9,8.1,3.9,16.05,7.616666666666667,17.0,20.0,F,F
akserg,ng2-toasty,0.0,0.0,45.5,49.1,5.3,0.0,0.0,30.8,24.2,41.0,28.9,29.1,39.9,0.0,36.5,9.025,20.4,23.65,26.375,19.683333333333334,178.0,171.0,F,F
primefaces,primeng,30.0,29.6,26.6,19.6,45.1,47.7,44.3,62.9,78.4,95.8,36.1,41.3,59.1,46.0,89.8,50.0,50.0,26.450000000000003,59.05,45.166666666666664,883.0,901.5,A,A
jabbla,Freemamba,0.0,0.0,37.2,25.8,11.8,0.0,0.0,6.8,7.5,4.3,9.8,5.5,35.7,0.0,3.5,4.65,9.9,15.75,11.175,10.525,43.0,37.5,F,F
askiiRobotics,react-native-ok-sdk,0.0,0.0,39.8,14.2,11.8,0.0,0.0,9.4,2.2,10.5,19.3,5.8,67.7,0.0,0.0,5.300000000000001,12.4,13.5,18.375,12.391666666666666,66.0,70.5,F,F
namchey,linkpreview,0.0,0.1,26.8,9.5,14.5,0.1,9.1,9.9,13.8,11.4,13.7,0.8,69.4,4.5,13.4,8.4,14.0,9.100000000000001,22.025000000000002,13.175000000000002,78.0,88.0,F,F
dorado-lmz,axios-retry,0.0,0.0,21.7,29.6,11.5,0.0,0.0,5.5,0.5,4.4,13.6,3.5,35.4,0.0,33.4,4.25,11.3,12.825,18.075,11.716666666666667,61.0,57.5,F,F
linagora,openpaas-esn,0.0,0.0,23.3,54.5,11.5,7.2,0.0,32.3,32.5,48.6,25.5,22.8,36.1,0.0,67.7,12.75,23.2,19.45,31.650000000000002,21.283333333333335,225.0,244.5,D,D
lazy-bee,ui,0.0,0.0,15.4,8.1,11.6,0.0,0.0,9.3,10.3,11.8,13.5,1.6,70.5,0.0,45.5,5.225,14.4,5.875,29.4,13.5,82.0,95.0,F,F
colmbrady,react-native-feather,0.0,0.0,24.7,17.6,11.6,0.0,0.0,8.7,9.0,9.0,13.4,3.5,65.3,0.0,3.5,5.074999999999999,11.5,10.575,18.075,11.241666666666665,54.0,59.5,F,F
mzamoras,rbc,0.0,0.0,48.7,20.1,11.6,0.0,0.0,9.7,2.4,1.5,19.5,15.4,62.7,0.0,17.7,5.324999999999999,14.4,17.200000000000003,23.950000000000003,15.491666666666669,104.0,95.0,F,F
patternweb,patternx,0.0,0.0,12.6,18.5,11.7,0.0,0.0,7.4,7.9,3.6,13.3,4.8,65.6,0.0,0.8,4.775,10.3,7.775,17.799999999999997,10.116666666666665,40.0,44.5,F,F
LearningLocker,learninglocker,0.0,0.0,24.1,29.2,11.7,0.0,0.0,42.1,34.6,60.6,17.6,55.5,71.7,0.0,64.6,13.45,26.2,13.325,47.95,24.90833333333333,381.0,343.0,D,D
dropbox,zxcvbn,5.8,0.0,33.7,56.6,17.5,0.0,0.0,61.6,85.6,80.3,30.5,50.0,33.4,0.0,26.8,19.775,27.9,24.025,27.55,23.78333333333333,322.0,398.5,D,D
1903514970,cordova-plugin-demotoast,0.0,0.0,11.9,12.4,12.3,0.0,0.0,4.8,1.1,3.7,13.1,1.5,14.2,0.0,0.9,4.275,5.0,6.075,4.15,4.833333333333334,3.0,3.0,F,F
Automattic,wp-calypso,28.1,11.1,51.9,55.8,33.0,22.2,44.4,57.8,82.6,89.2,26.7,32.9,68.8,47.3,84.2,39.35,48.6,36.724999999999994,58.300000000000004,44.791666666666664,873.0,876.0,A,A
schacker,hpack-cli,0.0,0.0,20.6,37.4,12.4,0.0,0.0,6.4,6.1,3.8,13.0,2.9,34.1,0.0,0.9,4.7,9.2,14.5,9.475,9.558333333333332,35.5,30.5,F,F
FrontendSolutionsGmbH,ufp-core-frontend,0.0,0.0,29.3,17.9,11.3,0.0,0.0,8.5,1.2,7.5,20.4,4.9,68.4,0.0,15.4,4.95,13.0,11.8,22.175000000000004,12.975000000000001,76.0,78.5,F,F
APCOvernight,apc-youtube,0.0,0.0,10.4,22.0,11.3,0.0,0.0,7.3,6.0,7.6,12.8,2.8,57.8,0.0,1.1,4.65,9.7,8.1,15.424999999999999,9.391666666666666,33.0,34.0,F,F
qh08,hendo-cli,0.0,0.0,27.8,17.0,11.4,0.0,0.0,9.1,9.2,7.8,12.5,7.0,29.4,0.0,1.1,5.125,8.6,11.2,9.375,8.566666666666666,24.0,26.5,F,F
tronscan,tronscan-frontend,2.2,0.0,17.9,10.6,14.7,4.2,0.0,28.5,23.0,54.7,12.4,23.9,69.5,0.0,62.2,11.850000000000001,21.6,7.674999999999999,38.9,19.474999999999998,171.0,207.0,F,D
ournameismud,mulp,0.0,0.0,10.5,22.9,11.4,0.0,0.0,10.5,7.7,6.5,23.2,4.7,73.4,0.0,1.1,5.475,11.9,8.35,19.8,11.208333333333334,52.0,63.0,F,F
diplomatiegouvfr,hornet-js-builder,0.0,0.0,79.9,26.5,12.0,0.0,0.0,13.9,1.0,6.6,22.7,25.2,57.7,0.0,62.0,6.475,21.1,26.6,36.225,23.100000000000005,296.0,191.0,D,F
cakrit,landscapeapp,0.0,0.0,42.3,5.0,12.1,0.0,0.0,5.2,5.3,1.6,11.8,1.9,36.4,0.0,6.3,4.325,8.8,11.825,11.149999999999999,9.1,29.0,29.0,F,F
