owner,repo,maintenance,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contribution,contributor_participation,code_contribution,contributor_growth,usage_popularity,stars_and_watches,forks,downstream_dependents,project_maturity,code_quality,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,trustee_avg,popularity_component,community_activity_and_integrity_component,maintenance_and_goodwill_component,code_quality_component,component_avg,component_rank,component_rank_grade,trustee_rank,trustee_rank_grade,component_zscore,component_z_grade,trustee_zscore,trustee_z_grade
nithincvpoyyil,voice-listener,12.8,1.3,0.0,33.1,16.9,5.6,5.6,11.3,0.0,9.8,6.7,6.7,17.9,8.1,14.9,41.6,0.0,3.0,6.3,10.8,10.066666666666668,6.741666666666667,12.825,13.175,10.91388888888889,36.0,F,46.0,F,-1.7582850376248653,F,-1.734249028166133,F
hexlet-components,js-pairs,12.0,1.3,0.0,14.8,32.0,4.2,5.7,6.9,0.0,15.9,11.7,14.6,27.3,9.9,32.5,55.6,1.5,40.4,10.2,16.1,48.6,15.3,12.025,26.85,18.058333333333334,121.0,F,107.0,F,-1.1296855903471383,D,-1.3137153796320151,D
terryarbase,nextnode,14.4,1.3,0.0,45.8,10.6,1.9,5.7,0.0,0.0,7.4,5.3,1.1,20.8,2.2,33.7,63.5,0.0,37.5,2.8,14.3,18.0,5.925,14.424999999999999,25.8,15.383333333333333,92.0,F,87.0,F,-1.3650437815323837,D,-1.456538128190772,D
rstacruz,pnpm,52.7,25.2,30.7,80.8,74.3,42.6,38.5,46.2,43.0,61.7,94.3,79.6,30.2,42.6,57.3,70.3,45.0,56.7,72.2,53.6,9.366666666666667,34.266666666666666,52.75,53.65,46.888888888888886,894.0,A,949.5,A,1.406952692427172,B,1.6617585486754212,A
ckeditor,ckeditor5-build-inline,20.1,0.0,0.0,36.8,43.6,1.7,5.2,0.0,0.0,18.8,9.6,43.7,0.7,21.3,36.7,32.0,0.0,78.1,18.3,19.3,68.13333333333334,18.333333333333336,20.1,32.85,23.76111111111111,272.0,D,141.5,F,-0.6279302772595906,D,-1.059808271083114,D
mehmetkose,react-websocket,22.7,3.3,0.0,36.4,51.0,1.8,5.3,0.0,0.0,27.6,27.7,37.0,28.8,16.9,32.8,57.2,0.0,41.3,22.2,21.2,20.700000000000003,6.500000000000001,22.674999999999997,28.85,19.341666666666665,146.0,F,171.5,F,-1.0167723148252452,D,-0.909050925382204,D
stewartml,react-angular-component,4.3,1.4,0.0,14.2,1.7,1.8,5.3,0.0,0.0,6.8,5.2,7.5,11.4,3.3,20.5,61.6,0.0,0.0,4.8,8.4,31.2,9.125,4.325,16.225,9.891666666666667,29.0,F,20.5,F,-1.8482246163955507,F,-1.9246793595778091,F
akserg,ng2-toasty,25.7,8.0,0.0,45.6,49.2,1.8,5.3,0.0,0.0,30.7,24.1,40.9,28.9,29.0,25.6,39.9,0.0,36.8,22.3,20.9,8.066666666666666,3.341666666666667,25.700000000000003,26.424999999999997,18.48888888888889,129.0,F,164.5,F,-1.0918034308105722,D,-0.9328547168086636,D
primefaces,primeng,29.8,40.8,32.0,26.7,19.6,45.8,45.2,47.7,44.4,62.9,78.4,95.8,36.1,41.2,65.0,59.1,46.0,89.9,73.3,50.9,31.26666666666667,42.141666666666666,29.775,59.05,43.655555555555544,840.0,A,907.0,A,1.1224698943590243,B,1.4475244258372855,B
jabbla,Freemamba,15.9,1.4,0.0,36.6,25.8,3.9,11.8,0.0,0.0,7.5,7.6,5.5,11.5,5.5,13.3,36.3,0.0,3.5,5.7,10.2,70.2,20.5,15.95,11.325,15.925000000000002,97.0,F,36.5,F,-1.317385580825091,D,-1.781856611019052,F
askiiRobotics,react-native-ok-sdk,13.9,1.4,0.0,40.1,14.0,3.9,11.8,0.0,0.0,9.8,2.8,10.9,19.8,5.8,22.6,67.9,0.0,0.0,5.9,12.6,7.133333333333333,4.733333333333333,13.875,18.425,12.344444444444443,54.0,F,69.0,F,-1.632418507551759,F,-1.591426279607376,F
namchey,linkpreview,9.7,2.8,0.1,26.3,9.4,7.9,14.5,0.1,9.1,10.1,13.7,11.6,14.3,0.8,29.4,69.6,4.5,14.0,11.1,14.3,10.0,8.425,9.65,22.224999999999998,13.433333333333332,71.0,F,87.0,F,-1.5366133040786374,F,-1.456538128190772,D
dorado-lmz,axios-retry,12.9,0.0,0.0,22.0,29.5,3.8,11.5,0.0,0.0,5.8,0.7,4.8,14.2,3.6,23.1,36.2,0.0,33.1,3.1,11.4,13.333333333333334,6.208333333333334,12.875,18.225,12.436111111111112,55.0,F,56.0,F,-1.6243532735859092,F,-1.6866414453132141,F
linagora,openpaas-esn,25.8,24.7,0.0,23.9,54.5,6.2,11.5,7.2,0.0,32.3,32.4,48.5,25.5,22.8,34.6,36.2,0.0,67.7,29.0,24.7,6.666666666666667,6.341666666666667,25.775,31.675,21.26388888888889,185.0,F,263.5,D,-0.847646802571673,D,-0.6313400254068433,D
lazy-bee,ui,6.7,3.0,0.0,16.0,7.9,3.9,11.6,0.0,0.0,9.4,10.2,11.7,14.1,1.7,38.7,70.7,0.0,45.3,8.6,14.7,35.5,11.775,6.725,29.425,15.975,99.0,F,92.5,F,-1.312986362298264,D,-1.4247997396221597,D
colmbrady,react-native-feather,11.0,1.5,0.0,25.1,17.4,3.9,11.6,0.0,0.0,8.8,8.9,8.7,13.9,3.5,23.0,65.5,0.0,3.5,7.2,11.7,11.6,5.8,11.0,18.125,11.641666666666666,45.0,F,59.0,F,-1.6942519679566055,F,-1.6628376538867546,F
mzamoras,rbc,17.5,1.5,0.0,49.0,19.6,3.9,11.6,0.0,0.0,9.7,0.8,3.5,19.6,15.0,26.8,62.8,0.0,17.7,2.7,14.5,10.299999999999999,5.475,17.525,23.875,15.625,95.0,F,90.0,F,-1.3437808919860532,D,-1.440668933906466,D
patternweb,patternx,8.2,1.5,0.0,12.9,18.4,3.9,11.7,0.0,0.0,7.5,7.7,3.6,13.8,4.8,22.2,65.7,0.0,0.8,5.1,10.4,8.066666666666666,4.941666666666666,8.2,17.825,10.322222222222221,33.0,F,40.0,F,-1.8103424568589852,F,-1.7659874167347458,F
LearningLocker,learninglocker,18.0,18.5,0.0,24.1,29.2,3.9,11.7,0.0,0.0,41.8,34.5,60.7,16.4,55.4,45.3,71.3,0.0,64.7,33.0,27.2,8.1,4.949999999999999,17.95,47.85,23.583333333333332,267.0,D,350.0,D,-0.6435719431327533,D,-0.4329750968530142,C
dropbox,zxcvbn,24.5,8.4,0.0,33.2,56.5,5.9,17.7,0.0,0.0,61.6,85.6,80.3,30.5,50.0,20.5,33.4,0.0,28.1,57.3,28.1,37.166666666666664,13.716666666666665,24.525,27.875,22.038888888888888,208.0,D,377.0,D,-0.7794589154058544,D,-0.36156372257363556,C
1903514970,cordova-plugin-demotoast,6.1,0.9,0.0,11.4,12.2,4.1,12.3,0.0,0.0,5.9,3.1,3.7,15.4,1.6,5.0,14.2,0.0,0.9,3.6,5.3,65.56666666666668,19.46666666666667,6.125,4.175,9.922222222222222,30.0,F,4.0,F,-1.8455362050736013,F,-2.170651870984557,F
Automattic,wp-calypso,37.2,30.9,11.1,50.9,55.9,33.3,33.1,22.2,44.5,57.8,82.6,89.2,26.7,32.6,66.8,68.8,47.4,84.2,68.4,48.8,6.266666666666667,26.516666666666666,37.199999999999996,58.25,40.65555555555556,777.0,B,869.5,A,0.8585167827494047,B,1.280897885852069,B
schacker,hpack-cli,14.3,0.9,0.0,18.8,37.4,4.1,12.4,0.0,0.0,6.7,4.8,3.8,15.3,3.0,12.0,34.9,0.0,0.9,4.2,9.3,66.26666666666667,19.666666666666668,14.274999999999999,9.7,14.547222222222222,83.0,F,28.5,F,-1.4386084913421022,D,-1.8532679852984304,F
FrontendSolutionsGmbH,ufp-core-frontend,11.6,1.0,0.0,27.7,17.6,3.8,11.3,0.0,0.0,8.8,2.5,6.3,21.3,5.0,28.0,68.7,0.0,15.2,4.2,13.0,7.1000000000000005,4.6000000000000005,11.575,22.225,12.800000000000002,59.0,F,75.0,F,-1.5923367387517795,F,-1.5596878910387633,F
APCOvernight,apc-youtube,8.4,1.0,0.0,10.3,22.1,3.8,11.3,0.0,0.0,7.1,4.7,5.9,15.1,2.9,19.9,58.6,0.0,1.1,4.8,9.8,9.533333333333333,5.208333333333334,8.350000000000001,15.65,9.736111111111112,27.0,F,33.0,F,-1.8619110740345683,F,-1.8135949995876646,F
qh08,hendo-cli,11.8,1.0,0.0,29.1,17.1,3.8,11.4,0.0,0.0,9.8,9.2,7.9,15.0,7.0,10.5,30.3,0.0,1.1,7.0,9.0,9.333333333333334,5.183333333333334,11.8,9.600000000000001,8.861111111111112,18.0,F,26.0,F,-1.9388973982540412,F,-1.87707177672489,F
tronscan,tronscan-frontend,14.2,29.0,0.0,17.3,10.5,5.2,11.4,4.2,0.0,29.1,22.9,54.6,14.9,23.9,44.2,70.4,0.0,62.2,27.6,23.2,10.6,6.550000000000001,14.2,39.12500000000001,19.958333333333336,159.0,F,222.0,D,-0.9625152863277117,D,-0.7503589825391408,D
ournameismud,mulp,8.6,1.1,0.0,10.3,22.8,3.8,11.4,0.0,0.0,10.2,6.9,6.1,22.9,4.8,24.8,73.3,0.0,1.1,5.6,11.8,30.666666666666668,10.516666666666667,8.55,19.799999999999997,12.955555555555556,65.0,F,60.5,F,-1.578650281112762,F,-1.6549030567446013,F
diplomatiegouvfr,hornet-js-builder,26.9,1.1,0.0,80.0,26.5,4.0,12.0,0.0,0.0,13.6,0.9,6.0,22.6,24.9,39.9,57.7,0.0,62.0,3.6,21.1,12.133333333333335,6.033333333333333,26.9,36.15,23.027777777777775,245.0,D,167.5,F,-0.692452148986387,D,-0.916985522524357,D
cakrit,landscapeapp,11.5,0.0,0.0,40.9,5.2,4.0,12.1,0.0,0.0,6.7,5.4,4.0,15.6,1.9,14.8,37.8,0.0,6.6,4.5,9.3,10.233333333333333,5.583333333333333,11.525,11.575,9.561111111111112,26.0,F,28.5,F,-1.8773083388784626,F,-1.8532679852984304,F
luigimannoni,tovar.js,17.1,30.0,0.0,17.5,21.0,4.0,12.1,0.0,0.0,10.2,6.3,4.1,20.1,10.3,13.1,38.0,0.0,1.4,4.8,11.1,8.466666666666667,5.141666666666667,17.125,12.425,11.563888888888888,44.0,F,53.0,F,-1.7010951967761143,F,-1.7104452367396734,F
meepobrother,nger,21.8,4.2,0.0,31.2,51.6,4.0,12.1,0.0,0.0,10.7,12.6,13.3,15.8,1.1,14.5,34.1,0.0,9.3,10.0,12.8,10.533333333333333,5.658333333333333,21.75,11.125000000000002,12.844444444444443,60.0,F,72.5,F,-1.588426322283489,F,-1.5755570853230696,F
GuillaumeIsabelleX,gix-npm-server,15.5,1.7,0.0,18.4,41.8,4.1,12.2,0.0,0.0,6.1,2.3,4.2,15.7,2.1,8.2,23.2,0.0,1.4,3.5,8.5,13.233333333333334,6.358333333333333,15.474999999999998,6.675,9.502777777777778,23.0,F,22.0,F,-1.8824407604930946,F,-1.9167447624356557,F
conveyal,modeify,27.3,16.4,0.0,30.1,62.7,4.1,12.2,0.0,0.0,20.8,12.9,18.9,15.5,36.0,39.2,70.4,0.0,47.4,12.0,22.9,6.8,4.75,27.3,38.45,23.5,265.0,D,211.5,D,-0.6509039740107982,D,-0.7741627739656003,D
rachmanzz,bim,12.4,1.8,0.0,15.8,32.0,4.1,12.2,0.0,0.0,6.5,1.7,4.3,19.0,0.9,11.4,32.6,0.0,1.6,3.4,8.6,15.166666666666666,6.841666666666667,12.4,8.775,9.338888888888889,21.0,F,23.5,F,-1.8968604212199163,F,-1.9088101652935026,F
smashingboxes,smashing-dev-tool,17.8,1.8,0.0,31.8,37.6,4.1,12.3,0.0,0.0,12.9,4.9,7.8,16.2,22.7,13.1,33.8,0.0,5.7,5.6,12.0,9.066666666666668,5.341666666666667,17.8,15.55,12.89722222222222,61.0,F,63.5,F,-1.5837827027273936,F,-1.639033862460295,F
jkhax0r,require_bluetooth_le,8.6,1.8,0.0,9.7,22.9,3.9,11.8,0.0,0.0,8.9,1.8,2.9,19.7,11.4,6.6,18.1,0.0,1.6,2.9,7.0,10.333333333333334,5.533333333333333,8.6,7.775,7.302777777777777,9.0,F,11.5,F,-2.076006375673483,F,-2.035763719567953,F
elandamor,the-react-scripts,7.4,0.2,0.0,8.0,21.3,4.0,11.9,0.0,0.0,2.9,1.9,3.0,6.4,0.5,15.2,43.9,0.0,1.8,3.0,7.4,8.833333333333334,5.183333333333334,7.375,11.549999999999999,8.036111111111111,14.0,F,15.0,F,-2.011484503946687,F,-2.0040253309993408,F
unctionjs,complete,23.4,0.2,0.0,45.3,48.0,4.0,11.9,0.0,0.0,9.8,7.5,3.1,23.1,5.7,22.0,64.2,0.0,1.9,4.9,14.8,5.033333333333334,4.233333333333333,23.375,17.950000000000003,15.186111111111112,90.0,F,94.0,F,-1.3823962546104236,D,-1.4168651424800063,D
hades217,lightsight,22.8,0.2,0.0,53.9,37.1,4.0,11.9,0.0,0.0,8.2,6.0,6.6,17.0,3.4,13.2,37.6,0.0,1.9,5.5,12.0,11.700000000000001,5.9,22.8,10.725,13.141666666666667,68.0,F,63.5,F,-1.5622754121517948,F,-1.639033862460295,F
Joywok,JwComponents,12.6,0.3,0.0,9.2,40.7,4.0,12.0,0.0,0.0,8.1,1.0,3.2,22.2,6.2,6.5,17.4,0.0,1.9,2.7,7.8,10.200000000000001,5.550000000000001,12.55,6.374999999999999,8.158333333333333,16.0,F,17.0,F,-2.0007308586588874,F,-1.9722869424307279,F
founderlab,frameworkstein,16.7,0.6,7.4,20.8,37.9,9.4,12.3,14.8,1.0,5.8,5.7,6.5,6.5,4.6,30.4,61.3,11.9,17.9,7.2,15.6,9.633333333333333,9.433333333333334,16.675,23.924999999999997,16.677777777777777,105.0,F,102.5,F,-1.2511529018934178,D,-1.353388365342781,D
teambit,bit,46.5,47.1,32.3,77.2,29.4,40.0,33.3,48.2,38.7,52.0,87.9,79.5,6.6,34.0,52.1,62.7,19.4,74.3,69.1,47.7,6.833333333333333,31.758333333333336,46.50000000000001,47.6,41.95277777777778,809.0,A,850.0,A,0.9726520634176391,B,1.1936173172883846,B
bshack,white-label,17.5,8.3,0.0,34.6,27.3,1.5,4.4,0.0,0.0,10.9,1.1,3.3,11.9,27.5,22.6,66.2,0.0,1.6,2.0,13.1,58.699999999999996,15.774999999999999,17.55,23.825,19.05,139.0,F,77.0,F,-1.0424344228984026,D,-1.55175329389661,F
SinaMFE,webpack-marauder,17.5,12.7,0.0,35.2,22.3,3.4,10.3,0.0,0.0,13.3,10.9,11.2,25.2,5.8,26.0,47.1,0.0,31.0,8.5,15.1,7.599999999999999,4.475,17.55,20.974999999999998,14.333333333333334,80.0,F,98.0,F,-1.4574273705957512,D,-1.3930613510535468,D
keystonejs,keystone,44.9,45.5,28.2,75.9,30.0,40.8,39.2,43.6,39.5,53.5,77.9,82.1,28.2,25.8,62.4,59.8,43.0,84.2,66.9,50.4,15.800000000000002,34.525000000000006,44.9,53.2,44.208333333333336,847.0,A,898.5,A,1.171105699183391,B,1.4078514401265196,B
ipfs,aegir,38.9,34.4,34.2,42.1,44.9,33.6,27.4,42.1,31.4,28.7,14.8,31.0,28.4,40.5,44.5,31.0,37.3,65.2,26.5,36.4,62.833333333333336,40.93333333333334,38.9,43.5,41.111111111111114,791.0,B,619.5,B,0.8985985515493842,B,0.29700784022507676,C
choerodon,choerodon-front-boot,16.8,4.5,0.0,35.9,26.9,5.9,10.4,7.2,0.0,14.2,11.1,17.6,25.1,3.2,38.3,63.1,0.0,51.9,11.5,18.8,24.8,10.6,16.825,29.55,18.991666666666664,137.0,F,137.0,F,-1.0475668445130344,D,-1.0994812567938799,D
kevrat,keystone-rus,12.1,0.0,0.0,47.5,0.8,3.5,10.4,0.0,0.0,5.2,0.6,3.4,11.8,5.1,40.9,36.4,0.1,86.3,2.5,15.4,17.833333333333332,7.058333333333334,12.075,31.974999999999994,17.036111111111108,109.0,F,100.5,F,-1.2196251691178244,D,-1.3692575596270875,D
nodecg,nodecg,36.2,31.2,24.4,65.2,24.1,29.9,28.3,35.8,25.8,42.1,46.1,48.1,25.9,48.2,44.6,50.8,30.9,52.3,41.4,38.2,6.966666666666666,24.216666666666665,36.225,45.55,35.330555555555556,646.0,B,662.5,B,0.3900000096423273,C,0.4398305887838341,C
react-component,rn-packager,20.3,6.7,0.0,25.3,49.2,3.5,10.5,0.0,0.0,14.9,13.3,12.6,21.5,12.3,28.9,38.5,0.0,48.2,9.8,16.9,40.06666666666667,12.641666666666667,20.3,24.75,19.230555555555558,143.0,F,116.5,F,-1.0265483559959716,D,-1.25023860249479,D
JowayYoung,bruce-cli,15.4,8.5,23.7,18.9,10.4,12.0,13.1,13.8,9.2,21.7,29.3,38.5,17.5,1.6,10.3,24.5,4.6,1.7,26.6,14.9,15.866666666666665,12.991666666666667,15.374999999999998,8.1,12.155555555555557,51.0,F,95.0,F,-1.6490377775419944,F,-1.4089305453378533,D
palantir,blueprint,46.9,31.3,30.2,74.7,51.4,42.8,40.8,45.7,42.0,61.2,89.9,90.8,30.3,34.0,51.4,57.3,21.0,76.0,74.5,50.6,28.5,39.25,46.9,47.075,44.40833333333334,852.0,A,903.5,A,1.1887025732906993,B,1.4237206344108262,B
resin-io,resin-cli,34.0,31.3,31.2,73.6,0.0,37.7,35.4,41.0,36.6,38.0,31.3,46.8,24.7,49.2,50.8,31.7,40.2,80.5,38.6,40.1,70.43333333333334,45.858333333333334,34.025,50.400000000000006,43.42777777777778,835.0,A,711.5,B,1.1024290099590357,B,0.5905879344847441,B
TryGhost,Ghost,41.3,49.0,31.3,45.4,39.3,45.2,42.5,48.8,44.3,71.6,97.0,97.5,28.5,63.3,66.8,71.7,47.0,81.7,79.9,56.2,34.300000000000004,42.474999999999994,41.25,65.925,49.883333333333326,948.0,A,978.5,A,1.6704170019782563,A,1.8680580743714035,A
INSIDEM2M,slim,16.1,27.3,0.0,10.3,26.7,3.4,10.2,0.0,0.0,8.4,7.1,7.2,11.7,7.8,22.1,36.9,0.0,29.4,5.9,12.5,74.43333333333332,21.15833333333333,16.075,18.525,18.586111111111112,130.0,F,67.0,F,-1.0832493947861865,D,-1.599360876749529,F
fluidtrends,chunky,10.2,3.0,0.0,17.7,20.0,3.4,10.2,0.0,0.0,10.7,12.4,10.4,9.5,10.5,35.8,57.7,0.0,49.7,8.7,15.0,7.933333333333334,4.533333333333333,10.175,29.475,14.72777777777778,86.0,F,96.0,F,-1.4227224244396712,D,-1.4009959481957002,D
npm,npm,22.6,17.4,0.0,11.8,61.1,3.4,10.2,0.0,0.0,71.1,88.0,93.5,23.7,79.0,25.3,14.4,0.0,61.5,61.6,30.6,10.700000000000001,5.225,22.575,38.725,22.175,215.0,D,469.5,C,-0.767483264971714,D,-0.16319879401980647,C
shubhsherl,Ghost,11.3,0.0,0.0,11.2,33.8,3.4,10.3,0.0,0.0,4.2,2.6,1.5,11.6,1.2,41.3,36.6,0.0,87.4,2.5,15.1,68.5,19.7,11.25,31.3,20.75,173.0,F,98.0,F,-0.8928609929862841,D,-1.3930613510535468,D
suntoe,wnode,20.2,0.6,0.0,18.1,62.1,1.1,3.4,0.0,0.0,7.1,2.7,1.6,17.3,7.0,20.6,60.1,0.0,1.8,1.8,12.3,5.3,2.175,20.200000000000003,17.225,13.200000000000003,69.0,F,66.0,F,-1.5571429905371632,F,-1.6152300710338354,F
smartprix,sm-webpack-config,17.6,10.5,0.0,35.6,24.4,1.1,3.4,0.0,0.0,11.2,5.5,8.2,22.5,8.5,20.3,36.4,0.0,24.6,4.9,12.6,7.8,2.8,17.625,17.375,12.6,56.0,F,69.0,F,-1.6099336128590878,F,-1.591426279607376,F
bdefore,redux-universal-starter,35.5,31.2,0.0,62.5,48.3,1.1,3.4,0.0,0.0,23.5,32.0,25.4,24.0,12.7,32.1,37.1,0.0,59.3,19.5,23.1,12.166666666666666,3.8916666666666666,35.5,27.275000000000002,22.222222222222225,217.0,D,219.0,D,-0.7633284474741551,D,-0.7582935796812937,D
codemotion,cogear.js,11.5,6.3,0.0,39.5,0.0,1.2,3.5,0.0,0.0,17.1,25.5,17.4,22.7,2.6,14.4,34.5,0.0,8.8,14.7,11.0,27.266666666666666,7.691666666666666,11.45,11.475,10.205555555555556,31.0,F,51.0,F,-1.8206073000882481,F,-1.7183798338818266,F
apache,couchdb-fauxton,43.6,19.9,17.9,73.8,62.9,24.5,19.3,29.4,24.8,36.8,28.2,56.8,23.3,38.8,53.0,52.8,26.1,80.0,36.5,39.5,21.866666666666664,23.841666666666665,43.625,49.425,38.96388888888889,739.0,B,689.0,B,0.7096765559250904,B,0.542980351631825,B
idancali,react-native,21.7,0.0,0.0,55.6,31.1,1.2,3.5,0.0,0.0,8.0,2.4,2.0,20.7,6.8,33.7,13.7,0.0,87.5,1.9,16.1,36.1,9.9,21.675,27.0,19.525000000000002,149.0,F,107.0,F,-1.0006418468935458,D,-1.3137153796320151,D
superdesk,superdesk-client-core,32.6,12.9,31.2,51.7,34.7,31.3,15.4,43.3,35.3,28.7,11.6,37.9,25.7,39.4,62.8,67.5,39.3,81.6,26.9,38.9,8.1,25.525,32.625,56.949999999999996,38.36666666666667,726.0,B,675.5,B,0.6571303346324344,B,0.49537276877890585,C
maxijonson,tchin-react-components,14.4,1.7,0.0,39.8,16.0,1.2,3.6,0.0,0.0,7.7,5.1,2.4,18.9,4.5,21.6,63.7,0.0,1.2,2.9,11.2,25.03333333333333,7.158333333333333,14.375,17.35,12.96111111111111,66.0,F,54.0,F,-1.5781614790542258,F,-1.7025106395975205,F
davanmonet,DaVanMonet,13.2,4.3,0.0,34.0,14.3,1.0,3.1,0.0,0.0,14.5,8.2,7.7,19.2,23.0,40.1,69.7,0.0,50.5,5.6,17.2,9.5,3.15,13.149999999999999,35.8,17.366666666666664,111.0,F,120.5,F,-1.1905414466349125,D,-1.2264348110683305,D
zero1five,lambda,12.8,0.1,0.0,17.5,33.4,1.0,3.1,0.0,0.0,4.7,1.5,6.4,10.2,0.7,23.4,67.5,0.0,2.6,3.0,10.5,12.200000000000001,3.825,12.75,17.7,11.424999999999999,42.0,F,42.0,F,-1.7133152482395224,F,-1.7580528195925924,F
ssbc,patchwork,30.2,29.4,0.0,45.9,45.4,1.1,3.2,0.0,0.0,48.4,65.9,67.1,21.7,38.9,47.6,61.2,0.0,81.5,44.7,31.8,6.466666666666666,2.4166666666666665,30.174999999999997,45.4,25.99722222222222,365.0,D,509.5,C,-0.4311874486987158,C,-0.06798362831396856,C
Travelab,scot4,21.2,29.5,0.0,31.9,23.2,1.1,3.2,0.0,0.0,11.5,1.6,2.5,11.2,30.6,32.9,67.1,0.0,31.6,1.7,16.6,51.73333333333333,13.733333333333333,21.15,32.324999999999996,22.402777777777775,222.0,D,112.5,F,-0.7474423805717246,D,-1.2740423939212493,D
facebook,metro,45.9,24.9,32.7,79.3,46.7,39.2,34.0,41.6,41.9,60.4,69.8,72.4,65.0,34.4,66.3,75.0,34.6,89.3,60.5,53.0,5.533333333333332,30.758333333333333,45.89999999999999,58.325,44.99444444444445,859.0,A,937.0,A,1.2402711904662824,B,1.614150965822502,A
react-zeroconfig,react-zeroconfig,11.7,6.6,0.0,38.8,1.5,1.1,3.3,0.0,0.0,8.8,10.8,8.0,1.0,15.2,20.8,62.4,0.0,0.0,6.6,10.6,69.2,18.125,11.725,19.4,16.416666666666668,104.0,F,44.0,F,-1.2741265986446253,D,-1.7501182224504392,F
websage-team,super-project,22.6,8.7,10.9,48.0,22.7,9.1,3.5,23.2,0.5,21.0,13.0,13.0,25.4,32.6,28.1,33.7,3.3,47.2,11.7,20.2,7.533333333333332,8.683333333333334,22.575000000000003,29.200000000000003,20.152777777777782,164.0,F,155.5,F,-0.9454072142789397,D,-0.9883968968037357,D
devCrossNet,universal-cli,10.5,0.0,0.0,32.2,9.6,1.1,3.3,0.0,0.0,16.2,15.0,14.1,26.0,9.7,26.9,14.9,0.0,65.8,10.1,13.7,17.2,5.125,10.450000000000001,22.6,12.725000000000001,57.0,F,81.0,F,-1.59893556654202,F,-1.5041457110436913,F
skypager,skypager,27.9,2.8,0.0,71.6,37.0,3.4,3.1,7.0,0.0,11.2,9.8,9.4,23.0,2.5,24.9,69.4,4.5,0.8,7.5,16.8,18.366666666666667,7.116666666666667,27.849999999999998,19.3,18.08888888888889,122.0,F,114.5,F,-1.1269971790251887,D,-1.2581731996369432,D
xiefei89,rc-tools,4.0,0.0,0.0,14.6,1.5,0.9,2.6,0.0,0.0,5.3,3.3,2.6,12.1,3.1,19.2,8.4,0.0,49.2,2.3,7.3,13.933333333333332,4.133333333333333,4.025,15.175,7.777777777777779,12.0,F,14.0,F,-2.0342137996686263,F,-2.0119599281414935,F
nextstrain,auspice,33.1,33.4,28.7,53.7,16.4,29.5,21.7,38.8,28.0,32.3,24.3,50.8,24.2,30.1,58.1,61.9,31.6,80.8,34.9,38.2,5.5,23.5,33.05,51.099999999999994,35.88333333333333,667.0,B,662.5,B,0.4386358144666926,C,0.4398305887838341,C
andywer,ava-ts,20.1,8.0,0.0,25.7,46.9,0.9,2.7,0.0,0.0,14.8,15.7,11.4,27.4,4.7,50.2,67.0,0.0,83.4,9.3,21.5,33.199999999999996,8.975,20.15,38.775,22.633333333333336,229.0,D,180.5,F,-0.7271570951424662,D,-0.8852471339557445,D
GrabarzUndPartner,gp-boilerplate-environment,6.6,1.6,0.0,3.7,21.2,0.9,2.7,0.0,0.0,7.2,0.2,1.8,20.2,6.6,10.3,30.5,0.0,0.4,1.0,6.3,18.3,5.25,6.625,9.375,7.083333333333333,8.0,F,9.0,F,-2.0953140569856683,F,-2.091305899563025,F
Netflix,conductor,50.0,44.1,36.1,63.6,56.0,38.0,32.5,40.4,41.3,59.7,83.5,91.5,25.8,37.9,66.1,63.8,41.8,92.7,71.0,53.4,8.433333333333334,30.65833333333333,49.95,59.050000000000004,46.55277777777778,887.0,A,944.5,A,1.377380167885724,B,1.6458893543911146,A
Azure,azure-xplat-cli,38.6,19.2,0.0,84.3,51.0,0.9,2.8,0.0,0.0,47.2,37.3,66.9,26.5,58.0,50.2,56.2,0.0,94.3,35.0,34.2,67.03333333333333,17.458333333333332,38.625,52.125,36.06944444444444,669.0,B,577.5,C,0.4550106834276597,C,0.12244670309770753,C
openfin-js-app,react-openfin-scripts,13.5,0.1,0.0,45.0,8.8,0.8,2.3,0.0,0.0,7.3,3.2,5.4,19.5,1.1,12.0,32.1,0.0,3.9,3.1,8.4,43.6,11.475,13.475000000000001,9.275,11.408333333333333,41.0,F,20.5,F,-1.7147816544151313,F,-1.9246793595778091,F
vueComponent,tools,8.6,0.0,0.0,21.0,13.4,0.8,2.3,0.0,0.0,11.2,8.6,10.2,23.5,2.5,21.8,14.0,0.0,51.5,6.5,10.6,9.133333333333335,2.8583333333333334,8.6,17.0,9.48611111111111,22.0,F,44.0,F,-1.8839071666687035,F,-1.7501182224504392,F
vatesfr,xo-server,13.0,0.0,0.0,17.5,34.6,0.8,2.3,0.0,0.0,7.0,6.2,8.5,9.2,4.0,3.2,9.0,0.0,0.5,5.2,6.0,14.1,4.1,13.025,3.375,6.833333333333333,7.0,F,8.0,F,-2.1173101496198035,F,-2.1151096909894846,F
yanxlg,rc-tools,13.8,0.0,0.0,26.1,29.1,0.8,2.4,0.0,0.0,4.5,3.5,1.2,10.6,2.7,9.8,28.9,0.0,0.6,1.8,7.2,7.333333333333333,2.433333333333333,13.8,8.05,8.094444444444445,15.0,F,13.0,F,-2.006352082332055,F,-2.019894525283647,F
