owner,repo,maintenance,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contribution,contributor_participation,code_contribution,contributor_growth,usage_popularity,stars_and_watches,forks,downstream_dependents,project_maturity,code_quality,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,trustee_avg,popularity_component,community_activity_and_integrity_component,maintenance_and_goodwill_component,code_quality_component,component_avg,component_rank,component_rank_grade,trustee_rank,trustee_rank_grade,component_zscore,component_z_grade,trustee_zscore,trustee_z_grade
ivogabe,gulp-typescript,20.8,21.1,0.0,30.1,31.9,3.0,8.9,0.0,0.0,42.4,41.7,46.7,34.2,47.0,33.8,53.0,0.0,48.3,30.5,25.0,40.9,12.45,20.775,37.075,23.433333333333334,263.0,D,272.0,D,-0.6567695987132343,D,-0.6075362339803837,D
sindresorhus,gulp-filter,42.2,27.1,6.0,59.6,75.9,13.2,16.2,7.6,15.8,30.0,25.8,21.9,37.5,34.8,28.1,31.6,12.4,40.2,20.3,28.4,28.566666666666666,17.041666666666664,42.150000000000006,29.750000000000004,29.647222222222226,509.0,C,389.5,D,-0.11004449624034317,C,-0.3377599311471763,C
adametry,gulp-eslint,26.4,21.7,0.0,54.7,29.1,2.2,6.5,0.0,0.0,37.1,35.5,43.6,40.1,29.1,42.2,63.9,0.0,62.7,27.1,27.0,39.800000000000004,11.575000000000001,26.375,38.925,25.625,345.0,D,342.5,D,-0.4639371866206501,C,-0.4488442911373205,C
sindresorhus,gulp-imagemin,44.3,38.4,0.8,62.2,76.0,6.8,10.5,1.6,8.2,48.8,56.2,51.0,51.2,36.8,30.8,36.1,7.1,49.0,38.0,32.7,52.866666666666674,18.291666666666668,44.349999999999994,32.25,31.630555555555556,568.0,C,543.5,C,0.06445783865712822,C,0.003427745965410071,C
hughsk,vinyl-buffer,38.3,30.9,0.0,34.1,88.3,2.2,6.5,0.0,0.0,21.9,14.2,11.3,36.6,25.6,17.4,32.9,0.0,19.4,9.2,20.0,20.8,6.825,38.325,19.475,21.541666666666668,195.0,F,151.0,F,-0.8232066996448563,D,-1.0042660910880419,D
jaredhanson,connect-flash,32.1,3.9,0.0,40.2,84.1,2.0,6.0,0.0,0.0,46.5,49.5,49.4,47.4,39.6,15.8,42.8,0.0,4.6,33.6,24.1,48.800000000000004,13.700000000000001,32.05,21.75,22.5,225.0,D,249.0,D,-0.7388883445473385,D,-0.6789476082597621,D
palantir,tslint-react,27.9,28.8,0.0,31.4,51.5,2.0,6.1,0.0,0.0,34.0,39.9,35.8,34.1,26.4,30.9,49.6,0.0,43.2,25.9,23.7,36.63333333333333,10.683333333333334,27.925,29.800000000000004,22.802777777777777,238.0,D,238.0,D,-0.7122486323571083,D,-0.710685996828375,D
karma-runner,karma-phantomjs-launcher,27.0,5.8,0.0,38.0,64.3,2.0,6.1,0.0,0.0,37.7,23.9,45.8,47.6,33.5,38.4,67.1,0.0,48.0,23.9,26.3,39.13333333333333,11.308333333333334,27.025,37.15,25.161111111111108,332.5,D,313.0,D,-0.5047521585084344,D,-0.5043864711323925,D
s-panferov,awesome-typescript-loader,33.7,6.2,0.0,77.1,51.6,2.0,6.1,0.0,0.0,44.5,59.6,52.7,37.9,27.9,33.1,65.5,0.0,33.8,38.1,28.3,50.166666666666664,14.066666666666666,33.725,31.799999999999997,26.530555555555555,389.0,D,385.0,D,-0.3842624510792275,C,-0.3456945282893293,C
gruntjs,grunt-contrib-jshint,37.4,18.3,15.1,45.3,71.1,14.6,12.0,14.6,17.4,49.2,38.9,55.6,55.3,46.8,49.1,64.8,16.0,66.5,36.4,37.6,49.96666666666667,23.491666666666667,37.449999999999996,48.525000000000006,36.48888888888889,680.0,B,649.0,B,0.491915238847153,C,0.39222300593091497,C
clessg,progress-bar-webpack-plugin,21.4,4.3,0.0,36.9,44.5,2.1,6.2,0.0,0.0,25.5,30.5,24.5,33.4,13.7,24.8,32.6,0.0,41.6,19.0,18.4,29.46666666666667,8.916666666666668,21.424999999999997,21.975,17.438888888888886,113.0,F,134.0,F,-1.18418701987394,D,-1.1312196453624928,D
gulp-community,gulp-less,27.8,23.7,0.0,35.7,51.8,2.2,6.5,0.0,0.0,39.9,35.3,42.7,42.6,39.0,34.1,37.9,0.0,64.2,26.7,26.0,40.233333333333334,11.683333333333334,27.8,35.275,24.91944444444444,315.0,D,303.0,D,-0.526015048054765,D,-0.5281902625588522,D
jackfranklin,gulp-load-plugins,46.1,28.8,0.0,81.1,74.4,2.1,6.3,0.0,0.0,37.0,40.1,29.7,42.2,35.9,37.0,51.2,0.0,59.8,24.0,30.5,37.3,10.899999999999999,46.075,36.725,31.233333333333334,560.0,C,466.0,C,0.02950849147178027,C,-0.17113339116195975,C
floatdrop,gulp-watch,34.5,15.6,0.0,45.3,77.0,3.6,10.9,0.0,0.0,38.4,37.1,41.3,40.4,34.6,35.5,63.1,0.0,43.4,27.3,28.0,39.63333333333333,12.633333333333333,34.475,35.275,27.46111111111111,420.0,C,372.5,D,-0.30238810627439155,C,-0.36949831971578884,C
buglabs,node-xml2json,27.9,7.4,0.0,30.2,73.8,1.9,5.8,0.0,0.0,36.4,41.9,55.9,4.0,43.7,34.6,44.7,0.0,59.1,33.2,25.2,34.3,10.024999999999999,27.85,36.875,24.916666666666668,314.0,D,279.0,D,-0.5262594490840327,D,-0.5916670396960775,D
jdesboeufs,connect-mongo,44.4,47.7,17.6,72.1,40.2,15.5,19.5,10.9,15.9,52.8,57.3,65.3,43.2,45.3,48.6,73.7,14.4,57.6,46.0,40.3,55.333333333333336,25.408333333333335,44.400000000000006,47.75,39.18611111111111,745.0,B,718.0,B,0.7292286382665437,B,0.60645712876905,B
loganfsmyth,babel-plugin-transform-decorators-legacy,24.5,10.4,0.0,39.2,48.4,2.0,5.9,0.0,0.0,31.5,42.3,28.5,41.2,14.1,20.7,48.5,0.0,13.5,24.3,19.7,37.36666666666667,10.816666666666666,24.5,19.025,18.113888888888887,123.0,F,147.0,F,-1.1247975697617751,D,-1.0280698825145014,D
maritz,node-sprintf,27.5,30.4,0.0,28.6,51.0,2.0,5.9,0.0,0.0,26.0,13.8,12.9,31.1,46.4,20.0,28.1,0.0,31.9,9.6,18.9,19.333333333333332,6.308333333333334,27.5,26.6,20.136111111111113,163.0,F,138.0,F,-0.9468736204545489,D,-1.091546659651727,D
ryanmcgrath,wrench-js,20.2,7.3,0.0,29.9,43.5,2.0,5.9,0.0,0.0,36.6,30.9,33.1,33.6,48.7,25.5,29.0,0.0,47.7,22.0,21.1,32.56666666666667,9.616666666666667,20.174999999999997,31.35,20.380555555555556,169.0,F,167.5,F,-0.9253663298789503,D,-0.916985522524357,D
pull-stream,pull-stream,29.7,8.6,0.0,52.5,57.8,2.0,6.0,0.0,0.0,36.9,41.0,35.0,38.4,33.1,24.1,30.8,0.0,41.5,26.0,23.2,38.23333333333333,11.058333333333332,29.725,26.35,22.377777777777776,221.0,D,222.0,D,-0.7496419898351381,D,-0.7503589825391408,D
mikaelbr,gulp-notify,31.9,10.2,0.0,54.2,63.3,2.2,6.0,0.7,0.0,33.1,36.5,23.1,43.7,29.2,26.1,52.5,0.0,25.8,20.6,23.3,34.46666666666667,10.291666666666668,31.925,26.875,23.030555555555555,246.0,D,226.5,D,-0.6922077479571186,D,-0.7424243853969875,D
evilstreak,markdown-js,25.6,5.8,0.0,46.6,49.9,2.5,7.6,0.0,0.0,52.3,75.6,79.3,3.5,50.8,20.9,24.4,0.0,38.4,52.5,25.3,53.43333333333334,15.258333333333335,25.575,28.4,23.07777777777778,248.5,D,283.5,D,-0.6880529304595595,D,-0.5837324425539242,D
Polymer,polymer,43.7,53.5,11.2,67.7,42.3,9.5,12.9,15.6,0.0,66.3,91.3,89.8,21.4,62.7,45.8,52.2,8.2,76.9,63.5,41.3,67.56666666666668,24.01666666666667,43.675,50.0,39.230555555555554,747.0,B,735.5,B,0.7331390547348344,B,0.6858031001905817,B
jprichardson,string.js,35.4,6.6,0.0,51.7,83.2,2.6,7.7,0.0,0.0,39.6,55.6,57.5,3.6,41.7,26.3,32.0,0.0,46.8,38.6,25.9,39.0,11.675,35.375,30.125,25.724999999999998,352.0,D,300.0,D,-0.45513874956699624,C,-0.5361248597010054,D
goldhand,sw-precache-webpack-plugin,29.1,12.3,0.0,50.5,53.5,2.6,7.7,0.0,0.0,40.0,52.7,42.5,55.2,9.6,36.7,78.8,0.0,31.4,32.6,27.1,50.166666666666664,14.466666666666667,29.075,29.949999999999996,24.49722222222222,294.0,D,346.5,D,-0.5631640045035263,D,-0.4409096939951672,C
spalger,gulp-jshint,24.1,18.9,0.0,48.4,29.1,2.6,7.8,0.0,0.0,34.1,29.7,33.2,43.4,30.2,38.4,57.5,0.0,57.8,21.8,24.8,35.6,10.85,24.1,36.375,23.775000000000002,273.0,D,267.0,D,-0.6267082721132494,D,-0.62340542826469,D
nuysoft,Mock,23.2,14.2,0.0,35.5,43.3,4.3,13.0,0.0,0.0,57.4,89.1,92.8,3.7,43.9,16.5,33.4,0.0,16.0,62.1,25.4,62.00000000000001,18.75,23.25,23.325,21.775000000000002,204.0,D,286.5,D,-0.8026770131863301,D,-0.5757978454117713,D
stylus,nib,16.0,7.5,0.0,36.5,20.1,2.6,7.8,0.0,0.0,54.2,56.8,59.1,39.1,61.7,38.7,48.3,0.0,67.7,39.5,27.9,51.73333333333333,14.883333333333331,16.025,44.425,25.11111111111111,328.0,D,369.0,D,-0.5091513770352611,D,-0.3774329168579421,C
sun-zheng-an,gulp-shell,27.9,28.4,0.0,37.7,45.4,2.6,7.9,0.0,0.0,34.6,33.1,30.2,37.0,38.3,31.9,65.0,0.0,30.6,22.0,24.3,33.333333333333336,10.308333333333334,27.875,33.474999999999994,23.88611111111111,276.0,D,254.0,D,-0.6169322309425231,D,-0.6630784139754559,D
caolan,highland,33.7,9.0,0.0,45.3,80.4,2.5,7.4,0.0,0.0,45.5,65.1,50.6,29.8,36.7,45.3,63.5,0.0,72.5,39.4,31.8,48.5,13.975,33.675,43.175,30.274999999999995,534.5,C,509.5,C,-0.05480986362573805,C,-0.06798362831396856,C
ftlabs,fastclick,25.4,3.7,0.0,46.2,51.8,2.5,7.4,0.0,0.0,66.8,88.7,94.0,39.7,44.6,23.5,30.7,0.0,39.8,61.7,29.5,74.23333333333333,20.408333333333335,25.425,28.775,24.869444444444444,308.5,D,427.5,C,-0.5304142665815917,D,-0.2504793625834914,C
jamestalmage,cli-table2,30.5,2.6,0.0,47.2,72.1,2.5,7.4,0.0,0.0,24.5,23.4,22.6,32.3,19.6,17.0,33.3,0.0,17.8,16.2,18.6,26.066666666666663,8.366666666666665,30.475,17.674999999999997,18.83888888888889,132.0,F,135.5,F,-1.0610089011227835,D,-1.1153504510781862,D
serialport,node-serialport,42.7,40.9,30.9,86.1,13.0,28.4,27.8,39.8,17.5,64.2,71.7,81.1,31.5,72.5,46.9,56.0,30.0,54.6,60.4,45.5,61.53333333333333,36.65833333333333,42.725,53.275,44.21944444444444,848.0,A,819.0,A,1.1720833033004632,B,1.0190561801610147,B
nathanpeck,clui,19.4,5.5,0.0,26.9,45.0,1.8,5.4,0.0,0.0,34.0,54.2,27.0,30.7,24.2,16.3,31.4,0.0,17.4,27.7,17.9,37.333333333333336,10.683333333333334,19.35,18.25,16.094444444444445,102.0,F,128.5,F,-1.3024771180397328,D,-1.1708926310732584,D
hapijs,hapi,43.8,44.0,27.3,46.6,57.3,24.1,26.0,20.8,25.5,64.4,85.4,84.8,33.5,53.9,45.6,31.9,23.6,81.2,64.8,44.5,68.0,35.075,43.8,47.65,42.175000000000004,815.0,A,804.0,A,0.9922041457590924,B,0.9397102087394832,B
baryon,tracer,30.1,21.9,2.1,52.3,44.2,3.8,5.7,4.9,0.7,42.4,48.3,44.2,29.6,47.6,36.5,51.6,0.3,57.6,32.1,28.2,40.733333333333334,13.008333333333335,30.124999999999996,39.275,27.469444444444445,421.0,C,381.5,D,-0.3016549031865868,C,-0.35362912543148256,C
louischatriot,nedb,32.8,25.1,0.0,54.0,52.2,3.6,10.7,0.0,0.0,57.6,84.2,81.2,32.7,32.5,24.2,37.8,0.0,34.8,56.3,29.5,66.13333333333333,19.208333333333332,32.825,26.275,26.102777777777778,372.0,D,427.5,C,-0.42190020958652524,C,-0.2504793625834914,C
Timer,fork-ts-checker-webpack-plugin,20.9,0.0,0.0,39.0,44.8,1.7,5.0,0.0,0.0,14.3,2.9,8.9,43.1,2.3,39.5,45.8,0.0,72.6,4.5,19.1,17.96666666666667,5.741666666666667,20.95,30.174999999999997,18.955555555555552,134.5,F,140.0,F,-1.0507440578935205,D,-1.0756774653674204,D
nodegit,nodegit,37.9,39.7,9.0,61.4,41.4,13.1,16.1,13.9,9.3,61.3,71.4,74.4,29.3,70.2,45.5,50.9,13.9,71.8,53.0,39.4,58.46666666666667,24.441666666666666,37.875,51.7,38.00555555555555,716.0,B,685.0,B,0.6253582008275724,B,0.5350457544896717,B
pouchdb,pouchdb,47.4,50.6,34.8,46.5,57.9,35.0,29.6,42.2,33.1,68.8,86.4,86.4,31.3,71.2,50.6,38.8,37.5,75.6,69.3,50.5,68.13333333333334,43.25833333333333,47.449999999999996,55.77499999999999,48.827777777777776,927.0,A,901.0,A,1.5775446108563531,A,1.415786037268673,B
sindresorhus,unique-random-array,31.7,1.2,0.0,50.4,75.1,1.7,5.1,0.0,0.0,19.9,13.9,11.9,32.8,21.1,18.3,31.7,0.0,23.3,9.2,17.9,19.566666666666666,6.166666666666666,31.674999999999997,19.025,18.955555555555552,134.5,F,128.5,F,-1.0507440578935205,D,-1.1708926310732584,D
jupyterlab,jupyterlab,40.0,26.1,27.7,78.2,27.8,42.6,37.6,46.4,43.7,61.4,84.4,93.3,29.9,38.0,67.6,61.0,46.9,95.0,73.4,52.9,69.3,49.25,39.95,60.225,49.80833333333334,945.0,A,935.0,A,1.6638181741880167,A,1.6062163686803488,A
dthree,vorpal,14.6,4.6,0.0,43.1,10.7,3.0,5.1,3.9,0.0,44.7,71.6,63.4,29.5,14.4,36.7,40.4,0.0,69.7,46.0,24.8,54.9,15.975,14.600000000000001,31.125,20.566666666666666,171.0,F,267.0,D,-0.9089914609179831,D,-0.62340542826469,D
hapijs,inert,32.3,24.2,3.8,43.9,57.5,3.0,5.2,4.0,0.0,26.0,22.3,25.8,30.6,25.3,29.6,28.4,5.5,54.8,17.0,22.7,26.133333333333336,8.833333333333334,32.349999999999994,28.499999999999996,23.227777777777774,257.0,D,205.5,D,-0.6748552748790789,D,-0.7900319682499065,D
EvanOxfeld,node-unzip,24.2,2.5,0.0,35.6,58.7,1.7,5.2,0.0,0.0,39.0,36.9,64.3,17.6,37.2,17.7,34.1,0.0,18.9,34.3,20.7,39.333333333333336,11.133333333333335,24.200000000000003,22.55,19.294444444444448,144.0,F,161.0,F,-1.0209271323228035,D,-0.9487239110929698,D
cloudhead,node-static,33.0,8.6,0.0,53.1,70.0,1.6,4.9,0.0,0.0,50.5,58.7,59.9,35.8,47.5,35.2,51.6,0.0,54.1,40.1,30.1,51.53333333333333,14.108333333333333,32.925,38.3,28.444444444444443,463.0,C,449.0,C,-0.21587014191346016,C,-0.2028717797305723,C
danwrong,restler,28.8,3.8,0.0,47.6,64.0,1.6,4.7,0.0,0.0,50.9,57.8,67.2,29.4,49.4,31.1,29.8,0.0,63.4,42.2,28.1,51.53333333333333,14.058333333333334,28.85,35.65,26.186111111111114,376.0,D,377.0,D,-0.41456817870848,C,-0.36156372257363556,C
alibaba,BizCharts,28.9,20.7,4.5,41.5,48.9,9.0,17.1,9.1,0.8,48.9,72.7,73.8,30.0,18.9,34.6,44.7,0.4,58.6,51.8,30.3,58.900000000000006,21.474999999999998,28.9,30.650000000000006,27.008333333333336,404.0,C,459.0,C,-0.34222547404510234,C,-0.18700258544626602,C
metalsmith,metalsmith,43.8,42.4,19.9,86.8,26.1,12.4,13.6,14.2,9.4,53.8,76.1,73.0,30.1,36.0,35.8,39.4,14.9,53.2,53.8,36.5,59.833333333333336,24.258333333333333,43.8,35.875,34.644444444444446,631.0,B,622.0,B,0.32963295541309,C,0.30494243736723003,C
zilverline,react-tap-event-plugin,24.2,6.4,0.0,28.9,61.4,1.6,4.8,0.0,0.0,36.3,46.9,41.9,33.2,23.1,18.5,24.1,0.0,31.3,30.1,20.1,40.699999999999996,11.374999999999998,24.174999999999997,19.625,18.391666666666666,128.0,F,152.5,F,-1.1003574668349585,D,-0.9963314939458886,D
slushjs,gulp-install,26.1,9.7,0.0,46.9,48.0,1.6,4.9,0.0,0.0,24.3,15.3,25.2,30.8,26.1,22.4,34.1,0.0,33.1,14.0,18.6,23.766666666666666,7.166666666666666,26.15,23.325000000000003,18.880555555555556,133.0,F,135.5,F,-1.0573428856837608,D,-1.1153504510781862,D
sindresorhus,gulp-template,38.9,17.2,0.8,62.5,75.1,2.6,5.2,1.7,0.9,29.6,24.4,35.4,29.7,29.0,17.9,25.6,3.9,24.2,20.8,22.3,29.96666666666667,9.441666666666666,38.9,20.674999999999997,23.005555555555556,242.0,D,195.5,F,-0.6944073572205319,D,-0.8217703568185191,D
shockie,node-iniparser,11.3,2.4,0.0,21.8,21.1,1.6,4.9,0.0,0.0,26.7,14.0,16.9,29.0,47.0,15.1,22.8,0.0,22.5,10.8,13.7,19.96666666666667,6.216666666666667,11.325,23.075,13.538888888888886,73.0,F,81.0,F,-1.527326064966447,F,-1.5041457110436913,F
redis,hiredis-node,22.1,18.6,0.0,32.8,37.0,2.2,6.6,0.0,0.0,30.8,25.1,36.8,13.7,47.6,23.4,19.4,0.0,50.8,21.4,19.6,25.366666666666664,7.991666666666665,22.1,29.449999999999996,19.84722222222222,154.5,F,145.5,F,-0.9722913274984386,D,-1.0360044796566545,D
alibaba-fusion,next,34.6,43.9,33.4,42.9,18.3,40.6,37.1,44.3,40.4,45.0,68.2,71.9,6.8,33.2,61.9,65.2,43.7,76.7,60.2,45.5,48.73333333333334,42.63333333333333,34.625,54.7,43.98611111111111,843.0,A,819.0,A,1.151553616841937,B,1.0190561801610147,B
iview,iview,25.5,28.1,0.0,51.0,22.9,4.4,12.3,0.8,0.0,63.3,92.6,95.4,31.6,33.6,52.2,73.7,0.0,82.9,64.1,36.3,73.3,21.599999999999998,25.5,47.550000000000004,31.55,566.0,C,617.5,B,0.05737020880835134,C,0.2890732430829235,C
phosphorjs,phosphor,20.9,11.6,0.0,33.1,38.9,2.2,6.7,0.0,0.0,35.7,46.3,51.4,27.2,18.1,42.8,67.9,0.0,60.4,33.3,25.4,41.666666666666664,12.091666666666667,20.9,36.6,23.197222222222223,255.0,D,286.5,D,-0.6775436862010285,D,-0.5757978454117713,D
ipfs,js-ipfs,36.0,29.8,0.0,69.3,44.8,2.2,6.7,0.0,0.0,59.9,75.1,83.8,26.3,54.5,45.4,48.8,16.8,70.6,53.7,35.9,61.83333333333334,17.133333333333336,35.974999999999994,47.675,33.59444444444444,616.0,B,612.0,B,0.23724936634972232,C,0.257334854514311,C
johnagan,clean-webpack-plugin,22.0,12.2,0.0,37.2,38.5,2.2,6.7,0.0,0.0,46.6,57.5,46.4,57.5,24.9,32.5,53.1,0.0,44.5,35.4,25.8,53.833333333333336,15.133333333333335,21.975,30.625,22.57777777777778,226.0,D,295.0,D,-0.7320451157278297,D,-0.5440594568431584,D
atomist,automation-client,29.8,29.8,0.0,57.7,31.7,2.3,6.8,0.0,0.0,20.7,9.1,13.8,27.7,32.2,45.1,62.3,0.0,73.0,8.4,24.5,16.866666666666664,5.916666666666666,29.8,41.875,25.86388888888889,359.0,D,258.0,D,-0.44291869810358747,C,-0.6472092196911495,D
sindresorhus,query-string,43.9,22.7,7.9,69.4,75.7,7.4,16.2,6.0,0.0,67.9,73.7,68.7,80.2,48.9,38.5,42.2,6.3,67.0,49.9,39.4,74.3,24.125,43.925000000000004,41.1,36.38333333333333,674.0,B,685.0,B,0.48262799973496273,C,0.5350457544896717,B
plone,volto,54.1,26.2,27.2,78.9,84.2,42.5,37.1,47.2,43.3,42.3,29.9,71.6,26.9,40.7,61.7,68.1,46.5,70.5,48.0,50.2,42.86666666666667,42.61666666666666,54.125,56.45,51.06388888888889,963.0,A,895.0,A,1.7742874394172283,A,1.3919822458422138,B
gaearon,react-hot-loader,41.7,20.6,0.0,84.1,62.3,3.8,11.5,0.0,0.0,65.7,82.5,77.3,52.7,50.4,51.7,83.7,0.0,71.4,54.5,40.7,70.93333333333334,20.608333333333334,41.75,51.37500000000001,37.91111111111112,711.0,B,726.5,B,0.6170485658324556,B,0.6381955173376631,B
react-component,rc-tools,21.2,5.6,0.0,29.5,49.5,2.1,6.4,0.0,0.0,24.1,20.5,28.8,27.9,19.4,31.0,43.7,0.0,49.3,17.1,19.6,25.8,8.05,21.15,28.1,19.099999999999998,141.0,F,145.5,F,-1.0380352043715757,D,-1.0360044796566545,D
darekf77,morphi,15.6,1.1,9.0,17.8,34.5,12.1,9.4,18.1,8.9,11.4,8.8,7.1,25.6,3.9,46.8,67.6,21.6,51.2,9.3,21.5,13.366666666666665,12.441666666666666,15.600000000000001,36.075,21.372222222222224,190.0,F,180.5,F,-0.8381151624302144,D,-0.8852471339557445,D
e1-bsd,omni-common-ui,15.8,0.0,0.0,38.6,24.5,1.5,4.4,0.0,0.0,15.8,8.0,8.8,17.8,28.6,34.5,70.7,0.0,32.9,6.1,16.9,11.466666666666667,3.966666666666667,15.775,33.05,17.59722222222222,116.0,F,116.5,F,-1.1702561612056543,D,-1.25023860249479,D
facebook,nuclide,27.7,9.4,0.0,54.6,46.8,1.3,3.9,0.0,0.0,54.8,76.0,74.3,24.8,44.0,48.2,74.2,0.0,70.4,50.5,33.0,58.43333333333334,15.583333333333334,27.7,47.150000000000006,30.144444444444446,527.0,C,552.5,C,-0.06629671200134138,C,0.027231537391869336,C
electrode-io,electrode,37.3,28.9,21.9,59.2,39.1,19.6,9.9,31.0,17.9,39.3,58.2,62.5,27.8,8.6,50.7,66.8,25.8,59.4,46.8,36.7,49.53333333333333,27.083333333333336,37.275,40.15,34.83611111111111,636.0,B,629.5,B,0.34649662643259327,C,0.3208116316515366,C
wintercounter,mhy,21.0,7.2,0.0,44.6,32.4,5.3,4.0,11.8,0.0,21.3,17.3,19.8,17.7,30.5,18.4,39.2,0.0,16.1,14.1,16.5,17.900000000000002,8.425,21.05,21.450000000000003,16.975,108.0,F,110.5,F,-1.2250019917617236,D,-1.2819769910634027,D
dexteryy,Project-WebCube,31.5,30.1,0.0,27.6,68.5,1.3,4.0,0.0,0.0,16.5,17.8,14.8,21.6,11.6,22.7,64.7,0.0,3.3,11.3,18.0,18.133333333333336,5.533333333333334,31.55,19.9,18.994444444444444,138.0,F,130.5,F,-1.047322443483766,D,-1.1629580339311052,D
compute-io,compute.io,34.4,29.8,0.0,30.8,76.8,1.3,4.0,0.0,0.0,17.2,13.5,9.9,23.6,21.7,11.8,29.5,0.0,6.0,8.2,16.2,15.666666666666666,4.916666666666666,34.35,14.3,17.855555555555554,118.0,F,109.0,F,-1.1475268654837147,D,-1.3057807824898622,D
slushjs,gulp-conflict,21.6,2.6,0.0,36.1,47.7,1.4,4.1,0.0,0.0,18.8,10.1,12.5,28.0,24.8,14.9,31.4,0.0,13.3,8.0,14.2,16.833333333333332,5.2333333333333325,21.6,17.375,14.736111111111112,87.0,F,85.0,F,-1.4219892213518668,D,-1.4644727253329255,D
sebastian-software,advanced-boilerplate,13.2,0.0,0.0,18.8,33.8,1.4,4.1,0.0,0.0,20.8,14.4,11.0,20.3,37.5,36.6,71.2,0.0,38.5,8.9,18.0,15.466666666666667,4.891666666666667,13.149999999999999,36.8,18.280555555555555,126.0,F,130.5,F,-1.110133508005685,D,-1.1629580339311052,D
embarklabs,embark,25.4,15.6,0.0,57.3,28.6,1.5,4.4,0.0,0.0,51.2,66.5,70.5,27.1,40.5,50.0,70.1,18.2,61.8,46.2,32.0,54.79999999999999,14.799999999999997,25.375,47.64999999999999,29.274999999999995,496.0,C,519.0,C,-0.14279423416227835,C,-0.0521144340296623,C
agneta,platform,16.4,0.6,0.0,47.1,17.8,1.2,3.6,0.0,0.0,9.8,7.8,8.1,17.4,6.0,23.5,67.4,0.0,3.1,5.7,12.7,10.6,3.55,16.375,19.125,13.016666666666666,67.0,F,71.0,F,-1.5732734584688626,F,-1.583491682465223,F
ziruYU,nodejs,6.3,0.7,0.0,14.9,9.6,1.2,3.7,0.0,0.0,5.8,1.4,2.1,14.6,5.0,17.2,48.5,0.0,3.2,1.6,7.6,5.333333333333333,2.2583333333333333,6.3,14.175,7.577777777777778,11.0,F,16.0,F,-2.0518106737759343,F,-1.988156136715034,F
NetWilliam,protocol-buffers-schema,11.9,0.0,0.0,17.2,30.3,1.2,3.7,0.0,0.0,8.0,5.0,2.7,18.2,5.9,22.4,16.8,0.0,50.3,3.0,10.9,7.866666666666666,2.8916666666666666,11.875,18.25,11.005555555555555,37.0,F,48.0,F,-1.7502198036590157,F,-1.72631443102398,F
toyako,yanglao,6.1,0.7,0.0,14.8,8.9,1.2,3.7,0.0,0.0,7.0,6.1,2.8,12.5,6.5,7.3,21.8,0.0,0.1,3.4,5.4,5.566666666666666,2.3166666666666664,6.1,7.1000000000000005,5.172222222222222,3.0,F,5.0,F,-2.263461965122168,F,-2.162717273842404,F
cnn007,node-dingtalk-robot,17.3,0.7,0.0,33.5,35.0,1.3,3.8,0.0,0.0,7.6,6.5,6.2,12.6,4.9,9.6,28.7,0.0,0.1,4.7,8.9,7.933333333333334,2.9333333333333336,17.3,8.425,9.552777777777779,25.0,F,25.0,F,-1.878041541966267,F,-1.8850063738670433,F
chjj,bslint,24.5,0.8,1.1,33.8,62.3,6.0,6.8,2.2,9.0,9.2,7.2,7.0,21.0,1.8,11.7,30.3,4.5,0.1,6.7,12.9,11.4,7.3500000000000005,24.5,9.175,13.675000000000002,74.0,F,74.0,F,-1.5153504145323067,F,-1.5676224881809167,F
aethant,merino,10.3,2.3,0.0,14.4,24.3,1.3,3.8,0.0,0.0,9.7,7.3,6.9,12.8,11.9,30.1,70.2,0.0,20.1,5.2,12.8,8.133333333333333,2.9833333333333334,10.25,25.550000000000004,12.927777777777779,62.0,F,72.5,F,-1.5810942914054436,F,-1.5755570853230696,F
Anoop24031989,cordova-plugin-tsp-for-Android,7.5,1.6,0.0,11.4,16.9,1.3,3.9,0.0,0.0,5.7,2.0,2.2,12.9,5.6,6.3,16.1,0.0,2.9,1.8,5.2,4.833333333333333,2.183333333333333,7.475,6.15,5.269444444444445,4.0,F,3.0,F,-2.2549079290977816,F,-2.17858646812671,F
joshmatz,big-bertha,21.9,5.9,0.0,33.0,48.5,1.8,5.5,0.0,0.0,11.0,7.9,6.8,18.6,10.8,6.9,17.7,0.0,2.9,5.5,10.4,11.033333333333333,4.133333333333333,21.85,7.85,11.277777777777779,40.0,F,40.0,F,-1.7262685027907352,F,-1.7659874167347458,F
chjj,babylonia,25.9,1.2,0.0,40.2,62.2,1.8,5.5,0.0,0.0,6.1,7.0,2.3,13.1,1.9,10.2,27.6,0.0,3.0,3.7,11.0,5.933333333333334,2.8583333333333334,25.900000000000002,8.125,12.294444444444446,53.0,F,51.0,F,-1.6368177260785857,F,-1.7183798338818266,F
ericmcornelius,ease,17.9,1.2,0.0,11.3,59.0,1.9,5.6,0.0,0.0,10.1,7.4,9.1,12.0,11.8,22.7,65.2,0.0,3.0,6.1,13.1,9.166666666666666,3.6916666666666664,17.875,20.0,13.855555555555554,77.0,F,77.0,F,-1.499464347629876,D,-1.55175329389661,F
codemirror,CodeMirror,29.8,26.8,16.9,53.1,22.5,27.7,29.3,25.4,28.3,68.0,93.8,96.0,8.2,74.0,47.1,27.8,23.9,89.5,72.5,43.1,66.2,37.3,29.825000000000003,53.8,40.30833333333333,769.0,B,773.0,B,0.8279666540908832,B,0.828625848749339,B
