owner,repo,stars_and_watchers,forks,downstream_dependents,length_of_comments,change_of_pulls,change_of_contributors,time_to_close_issues,time_to_comment_issues,closed_PRs,time_to_close_PRs,time_to_comment_PRs,commit_tags,health_percentage,headings_of_docs,headings_of_README,projects_owned_by_maintainer,projects_age_owned_by_maintainer,outdated_versions,vulnerabilities,workflow_runs,contributors_per_code_file,files_with_more_than_1_contributors,time_since_created,versions,issues_reporters_count,contributors_count,submitted_PRs,submitted_commits,issues_closed_rate,PRs_closed_rate,comments_per_pull
Semantic-Org,Semantic-UI-React,163,49,574,333,983,N/A,402,183,204,166,3,113,325,394,339,456,245,983,977,233,764,79,681,324,181,173,218,226,239,289,623
reactjs,react-router-redux,238,264,837,332,264,N/A,N/A,N/A,N/A,N/A,N/A,672,811,393,625,492,826,953,937,511,128,436,737,371,N/A,N/A,N/A,N/A,N/A,N/A,622
koajs,koa-body,549,550,627,330,874,N/A,N/A,N/A,426,408,362,871,82,392,275,370,184,292,936,463,137,560,474,576,441,425,443,442,543,375,626
bahamas10,node-clear,843,879,654,331,268,N/A,N/A,N/A,N/A,N/A,N/A,872,931,407,927,157,253,79,521,666,947,N/A,249,N/A,N/A,N/A,N/A,N/A,N/A,N/A,625
babel,gulp-babel,488,536,536,329,272,N/A,N/A,N/A,N/A,N/A,N/A,657,490,406,405,537,583,726,790,665,61,759,580,542,N/A,N/A,N/A,N/A,N/A,N/A,624
Trott,slug,746,796,670,334,127,75,312,140,152,142,301,439,383,153,746,137,602,574,556,139,403,630,955,N/A,324,254,166,202,158,161,786
elastic,elasticsearch-js-legacy,872,784,954,335,275,N/A,N/A,N/A,N/A,N/A,N/A,590,491,405,961,74,906,517,523,664,571,271,972,N/A,N/A,N/A,N/A,N/A,N/A,N/A,785
enricomarino,is,800,804,531,336,276,N/A,N/A,N/A,N/A,N/A,N/A,N/A,691,404,181,381,51,221,524,679,704,856,161,N/A,N/A,N/A,N/A,N/A,N/A,N/A,784
jgthms,bulma,26,51,547,360,963,209,294,383,209,356,405,144,266,403,350,404,725,846,687,248,857,277,767,378,120,150,181,171,369,370,783
koajs,mount,648,713,953,367,252,N/A,N/A,N/A,N/A,N/A,N/A,589,168,402,555,371,182,291,514,678,402,695,402,N/A,N/A,N/A,N/A,N/A,N/A,N/A,782
gruntjs,grunt-contrib-concat,581,478,472,366,251,N/A,N/A,N/A,425,320,N/A,588,456,401,676,506,45,670,640,449,265,547,285,573,N/A,299,522,401,N/A,160,781
aseemk,requireDir,667,709,952,347,250,N/A,N/A,N/A,N/A,N/A,N/A,803,669,400,681,698,22,356,516,676,709,663,239,479,N/A,N/A,N/A,N/A,N/A,N/A,796
yeoman,yosay,791,756,697,340,249,N/A,N/A,N/A,N/A,N/A,N/A,587,459,415,821,600,72,122,517,445,477,640,527,506,N/A,429,N/A,384,N/A,N/A,795
felixge,node-require-all,749,735,672,339,248,N/A,N/A,N/A,N/A,N/A,N/A,N/A,683,414,680,170,231,78,518,657,366,816,174,N/A,N/A,N/A,N/A,N/A,N/A,N/A,794
sindresorhus,gulp-autoprefixer,616,736,437,365,247,N/A,65,92,N/A,N/A,N/A,447,130,413,606,45,464,146,519,483,424,843,567,507,447,364,N/A,388,27,N/A,793
hokaccha,node-jwt-simple,483,513,663,364,246,N/A,N/A,N/A,N/A,N/A,N/A,N/A,682,412,745,209,351,455,807,671,230,802,185,N/A,N/A,N/A,N/A,N/A,N/A,N/A,792
scniro,gulp-clean-css,627,708,479,363,895,N/A,N/A,N/A,424,2,N/A,586,686,411,679,654,652,271,520,670,822,711,781,299,446,N/A,521,N/A,542,159,791
floatdrop,gulp-plumber,583,801,484,350,244,N/A,N/A,N/A,N/A,N/A,N/A,802,685,410,678,139,299,359,342,669,683,828,456,N/A,N/A,N/A,N/A,N/A,N/A,N/A,790
restify,node-restify,196,192,980,349,243,N/A,324,429,434,67,409,194,169,55,493,872,211,504,339,336,334,268,112,411,320,288,337,390,421,426,789
apollographql,react-apollo,261,228,638,357,242,N/A,N/A,N/A,N/A,N/A,N/A,124,46,122,820,240,963,742,835,668,638,254,797,142,N/A,N/A,N/A,N/A,N/A,N/A,740
postcss,gulp-postcss,594,662,546,356,124,N/A,190,281,332,7,4,813,786,409,413,566,396,381,510,436,80,801,561,261,549,363,396,328,29,171,739
OverZealous,run-sequence,545,706,556,359,240,N/A,N/A,N/A,N/A,N/A,N/A,645,684,408,744,609,471,445,793,523,708,842,463,N/A,N/A,N/A,N/A,N/A,N/A,N/A,738
koajs,logger,645,596,810,369,239,N/A,N/A,N/A,N/A,N/A,N/A,857,45,423,682,373,181,338,511,522,62,746,401,596,N/A,N/A,N/A,N/A,N/A,N/A,737
jaredhanson,passport-oauth,840,727,682,368,202,N/A,N/A,N/A,432,35,N/A,964,680,422,743,120,174,302,512,521,855,861,154,N/A,N/A,N/A,520,N/A,N/A,170,736
hughsk,vinyl-source-stream,733,809,609,352,253,N/A,N/A,N/A,N/A,N/A,N/A,900,679,421,742,92,119,111,513,520,409,897,460,N/A,N/A,N/A,N/A,N/A,N/A,N/A,735
MoOx,postcss-cssnext,293,436,580,351,367,N/A,N/A,N/A,N/A,N/A,N/A,230,259,205,819,265,650,939,958,535,748,297,555,248,N/A,N/A,N/A,N/A,N/A,N/A,734
ivogabe,gulp-typescript,582,532,659,361,373,N/A,N/A,N/A,N/A,N/A,N/A,379,678,420,968,703,636,473,775,534,799,170,526,163,N/A,N/A,N/A,N/A,N/A,N/A,808
sindresorhus,gulp-filter,741,776,626,362,378,N/A,78,14,444,95,N/A,698,254,419,494,41,434,112,459,416,277,852,461,473,405,287,519,307,28,164,807
adametry,gulp-eslint,643,563,600,348,382,N/A,N/A,N/A,N/A,N/A,N/A,728,677,418,222,907,488,642,871,557,212,478,451,595,N/A,N/A,N/A,N/A,N/A,N/A,806
sindresorhus,gulp-imagemin,437,488,489,341,327,N/A,N/A,489,N/A,N/A,N/A,746,123,463,553,40,427,109,460,439,146,821,452,442,476,362,N/A,412,541,N/A,805
hughsk,vinyl-buffer,858,882,635,343,328,N/A,N/A,N/A,N/A,N/A,N/A,745,633,462,800,95,121,160,461,556,645,908,488,N/A,N/A,N/A,N/A,N/A,N/A,N/A,820
jaredhanson,connect-flash,504,505,527,338,330,N/A,N/A,N/A,N/A,N/A,N/A,449,632,461,607,123,173,346,462,555,898,928,208,N/A,N/A,N/A,N/A,N/A,N/A,N/A,819
palantir,tslint-react,600,641,660,342,333,N/A,N/A,N/A,N/A,N/A,N/A,130,788,460,748,200,747,480,664,554,644,427,812,290,N/A,N/A,N/A,N/A,N/A,N/A,818
karma-runner,karma-phantomjs-launcher,759,542,525,353,217,N/A,N/A,N/A,N/A,N/A,N/A,284,480,459,891,612,76,607,928,614,232,753,328,N/A,N/A,N/A,N/A,N/A,N/A,N/A,817
s-panferov,awesome-typescript-loader,403,470,622,337,216,N/A,N/A,N/A,N/A,N/A,N/A,346,387,172,78,418,536,687,897,613,747,509,633,438,N/A,N/A,N/A,N/A,N/A,N/A,816
gruntjs,grunt-contrib-jshint,610,443,448,354,215,N/A,N/A,N/A,319,372,N/A,654,481,458,671,509,44,683,705,361,27,578,284,409,N/A,267,342,344,N/A,163,815
clessg,progress-bar-webpack-plugin,693,752,667,355,214,N/A,N/A,N/A,N/A,N/A,N/A,744,621,457,740,597,491,189,456,612,188,905,727,N/A,N/A,N/A,N/A,N/A,N/A,N/A,814
gulp-community,gulp-less,646,573,575,358,352,N/A,N/A,N/A,N/A,N/A,N/A,743,948,456,477,776,165,254,457,611,117,538,380,470,475,N/A,N/A,N/A,561,N/A,813
jackfranklin,gulp-load-plugins,598,702,579,345,353,N/A,N/A,N/A,N/A,N/A,N/A,674,124,101,292,155,335,483,628,610,71,665,437,475,N/A,N/A,N/A,N/A,N/A,N/A,828
floatdrop,gulp-watch,628,586,597,346,361,N/A,N/A,15,N/A,N/A,N/A,338,561,471,473,138,300,693,794,609,574,515,465,471,464,N/A,N/A,N/A,560,N/A,827
buglabs,node-xml2json,580,439,956,344,366,N/A,N/A,N/A,N/A,N/A,N/A,970,944,470,632,480,21,528,772,608,326,443,126,N/A,N/A,N/A,N/A,N/A,N/A,N/A,826
jdesboeufs,connect-mongo,426,347,569,372,209,N/A,276,430,445,416,205,298,262,469,82,472,703,966,803,378,279,512,94,N/A,308,286,395,363,295,373,825
loganfsmyth,babel-plugin-transform-decorators-legacy,576,714,589,373,208,N/A,N/A,N/A,N/A,N/A,N/A,742,710,468,670,496,513,594,448,604,746,901,749,599,N/A,N/A,N/A,N/A,N/A,N/A,824
maritz,node-sprintf,861,869,690,385,207,N/A,N/A,N/A,N/A,N/A,N/A,N/A,914,467,739,620,336,85,449,603,410,893,72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,823
ryanmcgrath,wrench-js,690,664,665,386,206,N/A,N/A,N/A,N/A,N/A,N/A,942,689,466,920,541,565,84,450,602,248,735,26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,822
pull-stream,pull-stream,589,646,617,383,221,N/A,N/A,N/A,N/A,N/A,N/A,886,787,465,123,565,257,90,451,601,711,399,338,N/A,N/A,N/A,N/A,N/A,N/A,N/A,821
mikaelbr,gulp-notify,634,771,564,379,220,N/A,N/A,N/A,N/A,N/A,N/A,751,688,464,190,211,501,451,684,600,615,809,458,587,N/A,N/A,518,N/A,N/A,N/A,772
evilstreak,markdown-js,244,207,909,376,219,N/A,N/A,N/A,N/A,N/A,N/A,935,920,479,193,688,291,244,453,615,859,300,15,598,N/A,N/A,N/A,N/A,N/A,N/A,771
Polymer,polymer,87,102,786,377,218,130,343,417,447,441,99,29,297,69,562,554,577,897,454,343,365,46,265,110,455,N/A,217,N/A,276,447,770
jprichardson,string.js,443,425,912,378,241,N/A,N/A,N/A,N/A,N/A,N/A,926,921,478,4,248,66,391,532,596,367,648,166,N/A,N/A,N/A,N/A,N/A,N/A,N/A,769
goldhand,sw-precache-webpack-plugin,472,575,449,371,260,N/A,N/A,N/A,N/A,N/A,N/A,498,687,477,289,355,553,947,864,595,575,795,809,N/A,N/A,N/A,N/A,N/A,N/A,N/A,768
spalger,gulp-jshint,701,665,567,374,261,N/A,N/A,N/A,N/A,N/A,N/A,750,715,476,363,889,506,466,820,594,211,577,396,N/A,N/A,N/A,N/A,N/A,N/A,N/A,767
nuysoft,Mock,109,72,913,375,263,N/A,N/A,346,N/A,N/A,N/A,420,714,475,738,864,247,431,445,593,882,730,349,402,408,N/A,N/A,N/A,533,N/A,766
stylus,nib,431,409,610,370,213,N/A,N/A,N/A,N/A,N/A,N/A,518,773,474,603,891,683,447,615,592,280,305,103,292,N/A,N/A,N/A,N/A,N/A,N/A,765
sun-zheng-an,gulp-shell,669,697,631,384,212,N/A,N/A,N/A,N/A,N/A,N/A,655,713,473,673,981,89,779,802,607,487,863,487,376,N/A,N/A,N/A,N/A,N/A,N/A,780
caolan,highland,349,494,703,382,211,N/A,N/A,N/A,N/A,N/A,N/A,258,392,472,737,282,87,685,921,606,17,471,266,N/A,N/A,N/A,N/A,N/A,N/A,N/A,779
ftlabs,fastclick,113,60,604,381,210,N/A,N/A,N/A,N/A,N/A,N/A,881,772,487,302,343,598,73,447,605,451,677,194,543,N/A,N/A,N/A,N/A,N/A,N/A,778
jamestalmage,cli-table2,765,772,678,380,445,N/A,N/A,N/A,N/A,N/A,N/A,763,712,486,388,154,382,314,364,543,831,794,607,N/A,N/A,N/A,N/A,N/A,N/A,N/A,777
serialport,node-serialport,283,189,686,387,94,N/A,201,369,133,235,305,190,3,81,291,853,864,727,636,83,668,181,56,124,135,268,113,68,387,332,840
nathanpeck,clui,457,729,694,388,448,N/A,N/A,N/A,N/A,N/A,N/A,877,711,485,N/A,382,695,268,366,690,712,862,515,N/A,N/A,N/A,N/A,N/A,N/A,N/A,839
hapijs,hapi,146,152,666,392,455,N/A,271,225,282,428,375,275,215,484,848,467,364,256,367,293,181,128,136,416,203,197,243,322,370,416,838
baryon,tracer,516,558,705,389,457,N/A,N/A,N/A,N/A,N/A,N/A,696,922,577,6,263,832,595,656,689,359,401,200,476,N/A,438,517,362,N/A,N/A,837
louischatriot,nedb,158,188,674,393,458,N/A,N/A,461,N/A,N/A,N/A,761,709,576,142,438,497,436,369,624,643,598,351,N/A,461,N/A,N/A,N/A,548,N/A,852
Timer,fork-ts-checker-webpack-plugin,981,910,570,390,459,N/A,N/A,N/A,N/A,N/A,N/A,567,N/A,527,290,268,813,42,901,639,150,328,954,N/A,N/A,N/A,N/A,N/A,N/A,N/A,851
nodegit,nodegit,286,256,708,391,137,N/A,447,470,320,83,N/A,323,442,238,439,859,290,519,713,324,452,32,90,136,339,352,401,298,411,162,850
pouchdb,pouchdb,136,136,688,417,946,129,342,351,69,306,320,375,310,264,965,576,243,493,356,88,357,44,38,166,160,113,67,67,343,221,849
sindresorhus,unique-random-array,859,881,673,416,293,N/A,N/A,N/A,N/A,N/A,N/A,760,258,525,672,34,451,266,357,638,678,811,622,585,N/A,N/A,N/A,N/A,N/A,N/A,848
jupyterlab,jupyterlab,156,67,702,409,28,17,283,207,17,262,N/A,8,88,267,277,525,894,893,635,7,30,9,810,60,27,9,19,32,257,208,847
dthree,vorpal,284,367,706,408,298,N/A,N/A,N/A,N/A,N/A,N/A,480,740,523,446,873,889,558,359,637,85,456,712,N/A,N/A,N/A,454,N/A,N/A,N/A,846
hapijs,inert,776,741,695,407,300,N/A,N/A,N/A,446,144,N/A,281,216,522,890,469,361,188,360,398,294,556,588,535,N/A,N/A,453,N/A,N/A,1,845
EvanOxfeld,node-unzip,630,357,835,405,301,N/A,N/A,N/A,N/A,N/A,N/A,759,722,521,669,671,132,269,577,636,642,904,256,N/A,N/A,N/A,N/A,N/A,N/A,N/A,860
cloudhead,node-static,412,402,643,413,303,N/A,N/A,N/A,N/A,N/A,N/A,566,721,520,154,399,178,511,677,635,191,678,50,N/A,467,N/A,N/A,N/A,562,N/A,859
danwrong,restler,421,328,707,414,442,N/A,N/A,N/A,N/A,N/A,N/A,966,580,535,315,696,1,238,363,658,57,612,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,858
alibaba,BizCharts,274,262,701,415,310,N/A,71,221,N/A,N/A,N/A,353,841,534,332,124,875,692,349,629,641,118,910,340,201,437,N/A,264,450,N/A,857
metalsmith,metalsmith,239,270,700,404,319,N/A,256,425,441,269,313,216,43,90,215,692,763,530,350,304,590,275,476,433,372,351,452,240,386,7,856
zilverline,react-tap-event-plugin,530,580,669,406,320,N/A,N/A,N/A,N/A,N/A,N/A,758,N/A,533,590,401,348,43,351,628,577,724,565,602,N/A,N/A,N/A,N/A,N/A,N/A,855
slushjs,gulp-install,846,747,693,411,323,N/A,N/A,N/A,N/A,N/A,N/A,733,840,532,175,901,117,362,352,627,401,877,506,601,N/A,N/A,N/A,N/A,N/A,N/A,854
sindresorhus,gulp-template,755,642,704,410,326,N/A,N/A,N/A,N/A,N/A,N/A,734,245,531,299,35,458,120,353,447,589,866,444,605,N/A,436,N/A,411,N/A,N/A,853
shockie,node-iniparser,860,831,711,403,287,N/A,N/A,N/A,N/A,N/A,N/A,N/A,897,530,854,845,709,44,354,626,588,895,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,804
redis,hiredis-node,748,631,886,412,291,N/A,N/A,N/A,N/A,N/A,N/A,938,839,529,589,695,540,91,355,625,298,618,73,604,N/A,N/A,N/A,N/A,N/A,N/A,803
alibaba-fusion,next,318,281,941,399,945,201,375,403,60,241,297,83,803,528,298,728,882,976,909,38,380,37,939,26,55,46,55,37,194,270,802
iview,iview,74,46,685,398,169,N/A,N/A,434,N/A,N/A,N/A,128,500,543,377,814,706,924,970,649,192,82,817,139,397,N/A,515,N/A,563,N/A,801
phosphorjs,phosphor,536,485,729,400,347,N/A,N/A,N/A,N/A,N/A,N/A,351,802,226,926,924,276,808,953,648,671,55,638,N/A,N/A,N/A,N/A,N/A,N/A,N/A,800
ipfs,js-ipfs,249,164,738,396,349,N/A,N/A,N/A,N/A,N/A,N/A,19,218,235,448,205,877,736,464,172,503,23,534,6,N/A,N/A,N/A,N/A,N/A,N/A,799
johnagan,clean-webpack-plugin,424,535,426,394,350,N/A,N/A,N/A,N/A,N/A,N/A,735,654,542,668,693,514,551,347,663,379,662,650,481,N/A,N/A,N/A,N/A,N/A,N/A,798
atomist,automation-client,907,863,724,395,305,N/A,N/A,N/A,N/A,N/A,N/A,71,180,204,852,489,854,743,844,662,391,87,900,84,N/A,N/A,N/A,N/A,N/A,N/A,797
sindresorhus,query-string,263,312,199,397,180,N/A,56,42,325,186,100,737,127,541,218,28,444,114,348,377,6,586,429,222,280,N/A,413,N/A,134,11,812
plone,volto,699,284,732,522,968,214,277,309,18,220,101,67,50,220,300,126,168,985,783,11,512,25,806,9,76,13,17,19,308,268,811
gaearon,react-hot-loader,175,227,474,523,309,N/A,93,N/A,N/A,N/A,N/A,354,269,175,26,175,557,998,984,661,405,104,550,72,411,N/A,N/A,N/A,296,N/A,810
react-component,rc-tools,794,712,722,526,548,N/A,N/A,N/A,N/A,N/A,N/A,548,942,540,591,351,638,731,299,660,596,344,612,N/A,N/A,N/A,N/A,N/A,N/A,N/A,809
darekf77,morphi,912,931,745,527,557,N/A,N/A,N/A,N/A,N/A,N/A,496,909,539,966,354,936,937,832,165,830,71,922,N/A,N/A,356,N/A,85,N/A,N/A,870
e1-bsd,omni-common-ui,919,909,830,524,560,N/A,N/A,N/A,N/A,N/A,N/A,615,801,538,450,802,686,963,979,762,903,378,803,253,N/A,N/A,N/A,N/A,N/A,N/A,869
facebook,nuclide,240,257,755,525,561,N/A,N/A,N/A,N/A,N/A,N/A,274,290,88,899,284,752,981,996,761,528,5,635,113,N/A,N/A,N/A,N/A,N/A,N/A,884
electrode-io,electrode,417,377,723,529,97,55,N/A,N/A,150,322,6,246,289,51,804,362,836,911,817,170,722,29,828,N/A,N/A,255,161,197,N/A,13,883
wintercounter,mhy,826,799,822,537,562,N/A,N/A,N/A,N/A,N/A,N/A,396,653,652,337,442,887,699,300,760,902,699,940,79,N/A,N/A,309,N/A,N/A,N/A,882
dexteryy,Project-WebCube,821,851,782,536,563,N/A,N/A,N/A,N/A,N/A,N/A,614,601,651,849,476,129,748,975,775,931,931,768,N/A,N/A,N/A,N/A,N/A,N/A,N/A,881
compute-io,compute.io,864,900,765,535,564,N/A,N/A,N/A,N/A,N/A,N/A,765,806,650,574,195,246,347,301,774,901,932,566,N/A,N/A,N/A,N/A,N/A,N/A,N/A,880
slushjs,gulp-conflict,898,878,721,534,383,N/A,N/A,N/A,N/A,N/A,N/A,873,805,649,376,906,116,368,295,687,734,912,507,627,N/A,N/A,N/A,N/A,N/A,N/A,879
sebastian-software,advanced-boilerplate,855,889,793,541,385,N/A,N/A,N/A,N/A,N/A,N/A,608,804,648,921,477,825,969,963,686,819,354,815,63,N/A,N/A,N/A,N/A,N/A,N/A,878
embarklabs,embark,335,295,730,540,387,N/A,N/A,N/A,N/A,N/A,N/A,96,219,30,981,559,846,839,992,145,685,28,667,151,466,N/A,N/A,N/A,513,N/A,877
agneta,platform,921,923,826,539,390,N/A,N/A,N/A,N/A,N/A,N/A,775,499,173,894,831,791,886,961,685,994,N/A,881,N/A,N/A,N/A,N/A,N/A,N/A,N/A,892
ziruYU,nodejs,976,958,894,538,392,N/A,N/A,N/A,N/A,N/A,N/A,607,962,663,889,919,866,469,836,684,993,N/A,899,N/A,N/A,N/A,N/A,N/A,N/A,N/A,891
NetWilliam,protocol-buffers-schema,951,978,828,531,394,N/A,N/A,N/A,N/A,N/A,N/A,774,N/A,662,812,670,701,36,296,683,406,528,882,N/A,N/A,N/A,N/A,N/A,N/A,N/A,890
toyako,yanglao,942,977,895,532,395,N/A,N/A,N/A,N/A,N/A,N/A,773,904,661,941,856,942,231,297,682,992,N/A,871,N/A,N/A,N/A,N/A,N/A,N/A,N/A,889
cnn007,node-dingtalk-robot,932,929,896,533,396,N/A,N/A,N/A,N/A,N/A,N/A,606,903,660,393,400,878,435,298,681,938,N/A,902,N/A,N/A,N/A,N/A,N/A,N/A,N/A,888
chjj,bslint,925,942,797,528,401,N/A,N/A,N/A,N/A,N/A,N/A,644,598,659,651,436,296,411,289,680,937,N/A,964,N/A,N/A,355,N/A,400,N/A,N/A,887
aethant,merino,926,928,897,545,404,N/A,N/A,N/A,N/A,N/A,N/A,500,901,658,958,765,726,980,995,742,634,911,832,558,N/A,N/A,N/A,N/A,N/A,N/A,886
Anoop24031989,cordova-plugin-tsp-for-Android,980,975,898,544,406,N/A,N/A,N/A,N/A,N/A,N/A,772,960,657,N/A,941,698,46,290,741,936,N/A,888,N/A,N/A,N/A,N/A,N/A,N/A,N/A,885
joshmatz,big-bertha,920,938,836,543,408,N/A,N/A,N/A,N/A,N/A,N/A,603,743,656,753,664,343,45,291,740,935,N/A,831,583,N/A,N/A,N/A,N/A,N/A,N/A,836
chjj,babylonia,923,979,900,542,415,N/A,N/A,N/A,N/A,N/A,N/A,612,681,671,535,435,297,405,292,739,934,N/A,963,N/A,N/A,N/A,N/A,N/A,N/A,N/A,835
ericmcornelius,ease,929,908,901,530,417,N/A,N/A,N/A,N/A,N/A,N/A,611,959,670,N/A,524,272,892,942,738,933,N/A,799,594,N/A,N/A,N/A,N/A,N/A,N/A,834
codemirror,CodeMirror,62,40,911,549,876,176,66,151,226,89,149,924,278,174,882,564,961,459,293,314,65,81,83,67,137,166,246,223,253,15,833
nithincvpoyyil,voice-listener,931,940,827,548,142,N/A,N/A,N/A,N/A,N/A,N/A,610,648,669,752,730,908,773,294,737,932,N/A,874,593,N/A,N/A,291,N/A,N/A,N/A,832
hexlet-components,js-pairs,882,849,728,547,418,N/A,N/A,N/A,N/A,N/A,N/A,609,964,668,881,379,957,754,638,482,529,596,802,N/A,N/A,N/A,394,N/A,N/A,N/A,831
terryarbase,nextnode,955,989,795,546,424,N/A,N/A,N/A,N/A,N/A,N/A,501,924,667,15,834,930,707,988,734,816,374,956,N/A,N/A,N/A,N/A,N/A,N/A,N/A,830
rstacruz,pnpm,57,204,699,575,43,20,291,245,32,187,197,25,53,46,431,85,405,875,929,37,778,30,770,7,13,16,34,20,319,281,829
ckeditor,ckeditor5-build-inline,903,562,910,577,425,N/A,N/A,N/A,N/A,N/A,N/A,165,279,666,878,309,797,582,286,733,118,269,894,309,N/A,N/A,N/A,N/A,N/A,N/A,844
mehmetkose,react-websocket,722,630,713,576,428,N/A,N/A,N/A,N/A,N/A,N/A,605,661,665,654,253,704,654,773,732,335,792,700,592,N/A,N/A,N/A,N/A,N/A,N/A,843
stewartml,react-angular-component,939,941,902,574,440,N/A,N/A,N/A,N/A,N/A,N/A,604,930,664,950,957,982,805,927,731,N/A,N/A,934,N/A,N/A,N/A,N/A,N/A,N/A,N/A,842
akserg,ng2-toasty,758,592,712,573,441,N/A,N/A,N/A,N/A,N/A,N/A,771,249,679,653,523,470,621,287,730,635,569,778,271,N/A,N/A,N/A,N/A,N/A,N/A,841
primefaces,primeng,216,42,640,617,45,6,302,270,25,310,7,10,463,678,949,655,928,750,668,32,130,15,763,41,6,2,22,3,237,274,646
jabbla,Freemamba,927,988,903,614,628,N/A,N/A,N/A,N/A,N/A,N/A,770,926,677,282,672,790,710,263,729,930,N/A,890,N/A,N/A,N/A,N/A,N/A,N/A,N/A,645
askiiRobotics,react-native-ok-sdk,969,894,807,586,631,N/A,N/A,N/A,N/A,N/A,N/A,810,662,676,540,793,903,914,922,728,N/A,N/A,884,N/A,N/A,N/A,N/A,N/A,N/A,N/A,654
namchey,linkpreview,863,884,844,587,636,N/A,N/A,N/A,N/A,N/A,N/A,494,834,675,623,908,880,982,959,831,910,791,984,N/A,N/A,354,N/A,443,N/A,N/A,653
dorado-lmz,axios-retry,977,987,861,588,640,N/A,N/A,N/A,N/A,N/A,N/A,642,N/A,674,655,605,781,50,876,811,398,859,928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,652
linagora,openpaas-esn,675,514,746,592,644,N/A,N/A,N/A,N/A,N/A,N/A,456,833,802,761,127,761,564,264,810,563,27,545,N/A,N/A,N/A,347,N/A,N/A,N/A,651
lazy-bee,ui,897,883,862,611,646,N/A,N/A,N/A,N/A,N/A,N/A,490,968,801,760,949,870,997,980,809,788,253,966,N/A,N/A,N/A,N/A,N/A,N/A,N/A,650
colmbrady,react-native-feather,910,911,864,612,649,N/A,N/A,N/A,N/A,N/A,N/A,641,558,800,877,759,869,941,883,808,924,N/A,929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,649
mzamoras,rbc,970,965,811,585,651,N/A,N/A,N/A,N/A,N/A,N/A,455,557,751,173,754,831,706,978,823,914,705,903,426,N/A,N/A,N/A,N/A,N/A,N/A,648
patternweb,patternx,922,964,876,596,461,N/A,N/A,N/A,N/A,N/A,N/A,487,946,750,874,876,733,889,943,822,923,N/A,904,N/A,N/A,N/A,N/A,N/A,N/A,N/A,647
LearningLocker,learninglocker,654,395,831,595,462,N/A,N/A,N/A,N/A,N/A,N/A,347,521,749,975,874,519,989,985,821,597,39,471,50,N/A,N/A,N/A,N/A,N/A,N/A,629
dropbox,zxcvbn,144,197,696,613,465,N/A,N/A,121,N/A,N/A,N/A,845,832,748,353,199,648,133,564,820,781,595,199,429,410,N/A,N/A,N/A,512,N/A,628
1903514970,cordova-plugin-demotoast,975,973,877,598,469,N/A,N/A,N/A,N/A,N/A,N/A,639,905,747,953,835,896,32,261,755,978,N/A,969,N/A,N/A,N/A,N/A,N/A,N/A,N/A,627
Automattic,wp-calypso,174,108,734,N/A,N/A,N/A,286,189,N/A,N/A,N/A,1,54,746,633,54,809,972,823,2,249,2,740,237,19,1,N/A,1,199,N/A,N/A
schacker,hpack-cli,944,972,878,597,471,N/A,N/A,N/A,N/A,N/A,N/A,638,906,745,720,397,833,631,262,754,977,N/A,941,N/A,N/A,N/A,N/A,N/A,N/A,N/A,659
FrontendSolutionsGmbH,ufp-core-frontend,974,927,796,615,475,N/A,N/A,N/A,N/A,N/A,N/A,637,836,744,514,781,843,938,907,753,976,651,901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,658
APCOvernight,apc-youtube,948,930,879,616,476,N/A,N/A,N/A,N/A,N/A,N/A,636,945,759,947,677,858,713,891,752,975,N/A,943,N/A,N/A,N/A,N/A,N/A,N/A,N/A,657
qh08,hendo-cli,908,922,880,594,480,N/A,N/A,N/A,N/A,N/A,N/A,826,907,758,456,773,863,501,256,767,970,N/A,859,N/A,N/A,N/A,N/A,N/A,N/A,N/A,656
tronscan,tronscan-frontend,771,453,881,601,153,N/A,N/A,N/A,N/A,N/A,N/A,376,835,757,831,850,916,993,967,766,661,1,935,216,465,N/A,448,N/A,499,N/A,655
ournameismud,mulp,928,933,769,600,482,N/A,N/A,N/A,N/A,N/A,N/A,635,936,756,951,665,855,975,993,765,969,N/A,905,N/A,N/A,N/A,N/A,N/A,N/A,N/A,637
diplomatiegouvfr,hornet-js-builder,972,932,775,599,486,N/A,N/A,N/A,N/A,N/A,N/A,617,426,103,31,775,673,508,994,764,430,265,745,385,N/A,N/A,N/A,N/A,N/A,N/A,636
cakrit,landscapeapp,947,971,882,590,489,N/A,N/A,N/A,N/A,N/A,N/A,616,N/A,255,503,929,943,10,964,789,968,840,961,N/A,N/A,N/A,N/A,N/A,N/A,N/A,635
luigimannoni,tovar.js,935,974,792,593,494,N/A,N/A,N/A,N/A,N/A,N/A,484,898,754,754,632,924,681,257,746,967,N/A,793,N/A,N/A,N/A,N/A,N/A,N/A,N/A,634
meepobrother,nger,873,865,884,603,498,N/A,N/A,N/A,N/A,N/A,N/A,632,737,753,509,98,847,606,258,745,966,778,977,N/A,N/A,N/A,N/A,N/A,N/A,N/A,633
