owner,repo,stars,forks,issue_closed_rate,issue_time_to_close,issue_time_to_response,issue_monthly,issue_participants,labeled_issues,pulls_closed_rate,pulls_time_to_close,pulls_time_to_response,pulls_monthly,pulls_participants,pulls_merged_rate,issues_average_comments,pulls_average_comments,code_review_score,maintained_score,vulnerabilities,issue_per_participants,pulls_per_participants,open_issues,dependent_repositories,dependent_packages,commits_with_vertification_rate,commits_avg_msg_length,commits_author_count,commits_committer_count,issue_commented_rate,readme_headers_num,watchers,network_count,subscribers_count,comments_avg_length,pulls_last_90days,commmits_last_90days,health_percentage,projects_owned_by_maintainer,age_of_other_projects,workflow_runs_count,contributors_per_code_file,files_with_more_than_1_contributors,labels,releases,time_since_created,created_time,pull_authors_dec,pull_authors_jan,pull_difference,pull_authors_2024,Usage_Popularity,outdated_dependencies,headings_count
pillarjs,path-to-regexp,0.36,0.05,9.30,0.52,0.21,0.07,1.21,1.68,9.00,0.58,0.03,0.04,1.20,7.00,3.38,5.12,3.64,1.00,0.22,2.65,2.50,0.04,7.37,0.23,1.00,0.08,0.17,0.16,9.80,0.95,0.36,0.05,0.10,1.00,,,5.00,0.21,7.16,0.00,2.05,0.01,0.30,0.03,,7.45,,,0.82,,7.37,0.36,0.00
jshttp,cookie,0.06,0.02,9.60,0.18,0.11,0.03,0.53,1.12,9.00,1.43,0.37,0.03,1.29,2.00,2.79,4.15,1.82,0.00,0.00,2.65,4.00,0.01,7.52,0.14,0.00,0.05,0.15,0.10,9.80,0.79,0.06,0.02,0.04,0.87,,,5.00,0.25,7.37,0.00,1.77,0.01,0.33,0.03,,7.57,,,0.82,,7.51,0.00,0.00
evanw,node-source-map-support,0.10,0.03,4.80,0.99,1.23,0.06,1.66,0.12,7.00,0.81,0.36,0.07,2.12,7.00,2.35,2.93,2.73,0.00,1.68,4.12,2.50,0.22,0.00,0.00,4.00,0.13,0.39,0.76,8.10,0.48,0.10,0.03,0.03,0.89,,,4.20,1.11,6.13,0.00,2.67,0.01,0.13,0.00,,7.13,,,0.82,,0.00,0.23,0.00
paulmillr,chokidar,0.48,0.07,7.70,0.66,0.59,0.28,3.84,2.24,10.00,0.41,0.06,0.14,3.21,6.00,1.18,3.66,6.36,10.00,0.00,3.24,2.00,0.24,7.92,0.62,1.00,0.09,0.65,1.15,8.30,0.87,0.48,0.07,0.14,0.87,0.06,0.08,5.70,0.81,3.98,0.00,3.49,0.01,0.10,0.03,,7.64,,,0.82,0.18,7.92,0.32,0.00
tooTallNate,proxy-agents,0.04,0.03,8.80,3.09,2.80,0.07,1.44,0.14,10.00,1.46,0.73,0.13,1.87,6.00,2.06,3.05,,,,3.82,3.00,0.04,0.00,0.00,3.00,0.14,0.21,0.05,9.00,0.00,0.04,0.03,0.03,0.77,0.26,0.18,2.80,3.55,6.47,0.01,0.36,0.05,0.27,0.15,,6.81,,0.41,1.37,0.96,0.00,1.46,0.00
isaacs,once,0.01,0.00,6.70,0.00,0.00,0.00,0.01,0.00,10.00,0.78,0.36,0.02,0.16,2.00,0.51,1.46,1.82,0.00,0.34,2.06,2.50,0.00,8.92,0.13,2.00,0.04,0.04,0.06,6.70,0.24,0.01,0.00,0.01,0.00,,,4.20,4.19,7.22,0.00,0.62,0.00,0.10,,,7.43,,,0.82,,8.91,0.99,0.00
browserslist,browserslist,0.57,0.09,9.40,0.22,0.06,0.23,3.72,0.30,10.00,0.06,0.01,0.12,2.63,8.00,3.90,3.54,2.73,10.00,0.00,2.94,2.00,0.06,7.12,0.15,1.00,0.07,1.06,0.40,9.70,2.46,0.57,0.09,0.21,0.83,0.10,0.32,3.70,0.14,3.92,0.00,1.48,0.05,0.12,0.00,,5.83,0.00,0.14,0.96,0.26,7.12,0.11,0.00
mrmlnc,fast-glob,0.11,0.01,9.30,0.79,0.97,0.13,1.01,3.66,10.00,0.25,0.18,0.19,0.72,9.00,1.91,0.85,0.91,2.00,0.00,1.76,0.50,0.03,5.59,0.28,3.00,0.11,0.16,0.16,8.50,2.06,0.11,0.01,0.02,1.03,0.02,0.02,8.50,0.77,5.02,0.02,0.10,0.01,0.18,0.09,,4.43,0.00,,0.68,,5.59,0.01,0.00
sindresorhus,path-is-absolute,0.00,0.00,10.00,0.01,0.00,0.00,0.01,0.00,10.00,0.00,0.00,0.00,0.07,3.00,2.21,2.07,0.91,0.00,0.00,5.88,5.00,0.00,8.64,0.10,0.00,0.01,0.01,0.03,10.00,0.63,0.00,0.00,0.01,0.55,,,8.50,10.00,6.01,0.00,0.06,0.00,0.10,,,5.70,,,0.82,,8.63,0.01,0.00
sindresorhus,ansi-escapes,0.02,0.01,5.90,0.30,0.02,0.01,0.10,0.06,10.00,0.12,0.05,0.02,0.23,9.00,2.28,1.95,4.55,0.00,0.00,2.35,2.50,0.01,5.52,0.07,1.00,0.04,0.09,0.05,8.20,2.94,0.02,0.01,0.01,1.06,,,8.50,10.00,6.01,0.00,1.25,0.00,0.10,0.03,,5.37,,,0.82,,5.52,0.01,0.00
jquery,esprima,0.32,0.10,7.40,0.28,0.43,0.31,1.26,2.42,10.00,0.17,0.04,0.37,1.94,1.00,1.18,2.32,3.64,0.00,1.85,0.88,1.00,0.25,6.48,0.15,0.00,0.25,0.41,0.27,6.40,0.16,0.32,0.10,0.22,0.89,,,5.00,0.51,6.99,0.01,0.22,0.24,0.32,,,7.92,,,0.82,,6.48,0.66,0.29
npm,ini,0.03,0.03,8.40,4.76,6.71,0.03,0.48,0.06,10.00,4.58,3.17,0.08,0.97,4.00,1.25,1.46,9.09,6.00,0.00,2.94,1.50,0.02,6.09,0.13,2.00,0.28,0.14,0.13,6.70,0.48,0.03,0.03,0.06,0.71,0.08,0.14,8.70,3.11,5.29,0.02,1.24,0.01,0.37,0.01,,8.13,0.54,0.00,0.55,0.00,6.09,0.00,2.86
salesforce,tough-cookie,0.04,0.02,8.90,1.95,1.58,0.04,1.25,0.28,10.00,0.67,0.29,0.10,1.48,6.00,2.50,2.44,10.00,10.00,0.00,3.24,1.50,0.04,5.45,0.09,3.00,0.23,0.22,0.36,8.70,1.35,0.04,0.02,0.07,0.79,0.42,0.50,6.20,3.55,2.94,0.01,1.97,0.04,0.25,0.01,,7.99,0.54,0.41,0.96,0.35,5.44,0.30,2.29
jonschlinkert,is-plain-object,0.01,0.00,7.10,0.59,0.07,0.01,0.07,0.00,8.00,1.77,1.09,0.02,0.28,7.00,3.75,1.95,1.82,0.00,0.00,2.06,3.50,0.01,4.70,0.09,1.00,0.06,0.04,0.10,8.60,0.63,0.01,0.00,0.01,0.95,,,4.20,7.69,6.47,0.00,0.71,0.01,0.10,0.01,,5.98,,,0.82,,4.70,0.05,0.00
alexei,sprintf.js,0.09,0.04,6.20,0.92,1.21,0.05,0.61,0.50,8.00,0.73,0.78,0.07,0.85,7.00,1.62,1.95,3.64,0.00,1.12,2.06,1.50,0.12,0.00,0.00,1.00,0.07,0.13,0.32,7.50,1.51,0.09,0.04,0.08,0.82,0.02,,4.20,0.33,5.29,0.00,1.32,0.01,0.10,,,6.99,0.00,,0.68,,0.00,0.34,0.00
mafintosh,pump,0.04,0.01,6.90,0.93,0.08,0.02,0.30,0.00,7.00,1.83,0.69,0.03,0.35,3.00,2.06,4.63,1.82,0.00,0.00,3.24,4.00,0.03,4.52,0.13,0.00,0.03,0.04,0.05,8.50,0.48,0.04,0.01,0.01,0.68,,,4.20,8.33,5.70,0.00,0.74,0.00,0.08,,,6.74,,,0.82,,4.51,0.00,0.00
stream-utils,raw-body,0.02,0.01,9.70,0.51,0.14,0.04,0.19,0.38,10.00,1.90,0.24,0.02,0.55,2.00,4.19,4.51,0.91,0.00,0.00,2.06,4.00,0.00,7.48,0.07,0.00,0.03,0.07,0.05,9.20,1.03,0.02,0.01,0.01,0.68,,,5.00,0.21,7.34,0.00,0.98,0.01,0.10,,,6.68,,,0.82,,7.48,0.01,0.00
sindresorhus,is-wsl,0.01,0.00,10.00,0.00,0.00,0.00,0.01,0.00,10.00,0.05,0.00,0.02,0.05,9.00,0.37,0.49,2.73,0.00,0.00,1.47,1.50,0.00,5.97,0.10,1.00,0.04,0.04,0.03,5.00,0.24,0.01,0.00,0.01,0.38,,,,10.00,6.01,0.00,0.97,0.00,0.10,0.01,,4.22,,,0.82,,5.97,0.00,0.00
yahoo,serialize-javascript,0.13,0.03,5.10,0.73,0.39,0.02,0.45,0.00,9.00,0.63,0.15,0.05,0.88,9.00,1.76,1.59,6.36,5.00,0.09,3.24,1.50,0.07,5.06,0.09,6.00,0.33,0.16,0.13,7.70,0.56,0.13,0.03,0.05,0.70,0.06,0.10,6.20,1.83,5.04,0.00,3.31,0.00,0.02,0.05,,5.99,,0.14,1.10,0.09,5.06,0.31,0.00
sindresorhus,read-pkg,0.01,0.00,10.00,0.05,0.08,0.01,0.06,0.00,10.00,0.20,0.01,0.01,0.14,5.00,0.96,2.56,2.73,0.00,0.00,1.47,2.00,0.00,3.65,0.07,1.00,0.03,0.06,0.03,8.70,0.71,0.01,0.00,0.01,0.22,,,,10.00,6.01,0.00,1.14,0.00,0.10,0.02,,5.33,,,0.82,,3.64,0.00,0.00
indutny,bn.js,0.05,0.03,7.50,0.46,0.36,0.06,0.60,0.64,9.00,0.76,0.43,0.10,0.99,3.00,3.01,4.88,2.73,1.00,0.00,1.76,1.50,0.08,3.09,0.18,1.00,0.06,0.17,0.10,8.50,1.51,0.05,0.03,0.03,0.68,0.00,0.00,4.20,3.50,6.15,0.00,2.03,0.01,0.07,0.01,,6.26,0.00,,0.68,,3.09,0.00,0.00
inikulin,parse5,0.16,0.03,9.30,0.57,0.42,0.13,1.21,3.14,10.00,0.03,0.06,1.45,0.16,9.00,2.79,0.24,10.00,10.00,0.04,1.47,0.00,0.04,4.73,0.09,5.00,0.58,0.22,0.29,8.80,0.00,0.16,0.03,0.06,1.76,1.20,1.10,5.70,0.85,4.78,0.05,0.38,0.13,0.28,0.11,,7.02,0.27,0.14,0.82,0.09,4.73,0.70,0.00
zloirock,core-js,1.07,0.20,9.50,0.23,0.16,0.46,4.40,6.10,10.00,0.31,0.12,0.16,3.53,7.00,2.21,2.56,0.91,10.00,0.56,3.53,2.00,0.06,5.38,2.67,0.00,0.07,0.75,1.03,9.30,1.43,1.07,0.20,0.38,0.97,0.12,3.95,7.10,0.03,5.37,0.07,0.04,0.16,0.71,0.57,,6.79,0.00,0.00,0.82,0.00,5.39,1.02,1.71
follow-redirects,follow-redirects,0.02,0.02,9.20,0.42,0.23,0.05,0.92,1.40,10.00,0.16,0.05,0.04,0.81,5.00,2.57,3.41,2.73,10.00,0.39,2.35,2.00,0.02,5.96,0.05,0.00,0.09,0.19,0.21,9.00,0.79,0.02,0.02,0.02,1.43,0.06,0.14,5.00,0.00,8.41,0.00,0.75,0.01,0.18,0.09,,7.25,0.00,0.14,0.96,0.18,5.95,0.50,0.00
sindresorhus,object-assign,0.04,0.01,,,,,0.00,0.00,10.00,0.02,0.01,0.02,0.37,5.00,,2.20,2.73,0.00,0.00,,2.50,0.00,8.51,0.43,0.00,0.05,0.08,0.11,,0.56,0.04,0.01,0.03,,,,8.50,10.00,6.01,0.00,0.90,0.00,0.08,0.00,,6.42,,,0.82,,8.51,0.02,0.00
eemeli,yaml,0.05,0.01,9.40,0.19,0.08,0.21,1.55,3.74,10.00,0.11,0.12,0.11,0.85,9.00,2.35,1.59,1.82,9.00,0.00,2.06,1.50,0.04,4.36,0.22,1.00,0.10,0.14,0.05,9.20,0.71,0.05,0.01,0.02,1.31,0.02,0.00,8.50,1.07,3.44,0.01,0.14,0.04,0.15,0.17,,3.68,0.00,,0.68,0.00,4.35,0.92,0.00
kpdecker,jsdiff,0.34,0.06,8.90,5.14,5.85,0.09,1.52,1.40,10.00,1.36,1.26,0.10,1.13,7.00,1.76,1.46,0.91,10.00,0.95,2.35,1.00,0.06,0.00,0.00,2.00,0.14,0.42,0.55,8.70,0.79,0.34,0.06,0.14,1.20,1.20,1.36,5.70,1.17,7.04,0.00,1.64,0.02,0.22,,,8.37,0.27,0.27,0.96,0.35,0.00,3.95,1.14
beatgammit,base64-js,0.04,0.05,7.50,0.34,0.77,0.01,0.29,0.00,8.00,0.58,0.68,0.03,0.44,7.00,1.76,2.80,1.82,0.00,0.00,3.24,2.50,0.03,5.07,0.09,0.00,0.06,0.07,0.19,8.30,0.24,0.04,0.05,0.04,0.52,,,4.20,0.88,7.40,0.00,1.23,0.01,,,,7.92,,,0.82,,5.07,0.00,0.00
expressjs,body-parser,0.24,0.09,9.50,0.21,0.24,0.14,2.32,5.08,9.00,0.40,0.13,0.04,1.80,1.00,3.24,5.37,0.91,2.00,0.00,2.94,4.00,0.04,7.40,0.94,0.00,0.04,0.14,0.06,9.70,1.90,0.24,0.09,0.14,1.00,0.02,,6.20,0.39,7.02,0.00,1.23,0.01,0.35,0.17,,6.47,,0.00,0.96,0.09,7.39,0.01,0.00
raszi,node-tmp,0.03,0.01,9.70,1.17,0.60,0.07,0.86,1.60,10.00,0.58,0.24,0.05,0.88,8.00,2.79,3.90,1.82,0.00,0.17,2.06,1.50,0.02,0.00,0.00,1.00,0.09,0.21,0.44,8.30,2.22,0.03,0.01,0.01,0.82,0.02,,4.20,1.41,5.46,0.00,0.94,0.04,0.27,,,8.08,,0.00,0.96,0.00,0.00,0.22,0.00
motdotla,dotenv,0.83,0.11,9.90,0.52,0.41,0.18,4.77,0.14,10.00,0.46,0.27,0.13,3.76,5.00,2.57,3.54,0.91,10.00,0.30,4.12,2.50,0.01,4.97,1.87,2.00,0.08,0.48,0.73,9.50,3.57,0.83,0.11,0.16,0.90,0.32,1.60,5.70,2.30,6.38,0.00,1.73,0.03,0.02,,,6.81,0.54,0.14,0.68,0.35,4.98,1.72,0.86
sindresorhus,open,0.14,0.03,7.70,0.71,0.33,0.08,1.84,0.30,10.00,0.35,0.13,0.05,1.41,6.00,2.06,2.80,3.64,7.00,0.00,3.53,2.50,0.09,4.32,0.41,2.00,0.05,0.32,0.11,8.60,0.63,0.14,0.03,0.05,0.72,0.04,0.14,8.50,10.00,6.01,0.00,4.00,0.00,0.13,0.10,,6.30,0.00,0.14,0.96,0.09,4.31,0.00,0.00
sindresorhus,read-pkg-up,0.01,0.00,10.00,0.48,0.75,0.01,0.07,0.00,10.00,0.16,0.00,0.01,0.12,6.00,1.62,1.46,1.82,0.00,0.00,2.35,2.00,0.00,0.00,0.00,1.00,0.04,0.05,0.03,8.20,0.63,0.01,0.00,0.01,0.50,,,8.50,10.00,6.01,0.00,1.10,0.00,0.10,0.02,,5.33,,,0.82,,0.00,0.00,0.00
ljharb,object.assign,0.00,0.00,10.00,0.14,0.00,0.02,0.10,0.40,10.00,0.22,0.01,0.02,0.28,5.00,3.09,2.68,0.91,5.00,0.00,1.18,1.00,0.00,6.06,0.08,3.00,0.07,0.04,0.06,10.00,0.24,0.00,0.00,0.01,6.83,,0.04,8.50,2.22,4.12,0.00,0.14,0.00,0.10,0.00,,6.34,,,0.82,,6.06,0.01,0.00
browserify,node-util,0.01,0.01,6.80,1.32,0.71,0.01,0.43,0.04,8.00,1.22,0.70,0.02,0.90,6.00,2.35,5.12,3.64,0.00,0.00,4.12,5.00,0.04,0.00,0.00,4.00,0.06,0.06,0.15,8.80,0.56,0.01,0.01,0.01,1.04,,,5.00,0.67,6.86,0.00,0.61,0.01,0.08,0.01,,6.55,,,0.82,,0.00,0.02,0.00
pillarjs,finalhandler,0.01,0.01,8.10,0.21,0.21,0.01,0.14,0.30,9.00,0.66,0.00,0.01,0.35,1.00,7.06,3.90,0.91,0.00,0.00,3.53,4.00,0.01,7.68,0.07,0.00,0.04,0.02,0.02,10.00,0.79,0.01,0.01,0.03,0.98,,,5.00,0.21,7.16,0.00,0.25,0.00,0.32,0.07,,6.18,,,0.82,,7.68,0.02,0.00
Gozala,events,0.06,0.02,8.60,1.28,0.52,0.02,0.30,0.06,9.00,1.26,0.92,0.03,0.74,5.00,1.84,1.95,0.91,0.00,0.00,3.24,3.00,0.02,5.60,0.24,5.00,0.08,0.10,0.24,9.20,0.48,0.06,0.02,0.03,0.63,,,5.00,4.80,6.18,0.00,1.30,0.01,0.03,0.01,,8.33,,,0.82,,5.60,0.00,0.00
sindresorhus,figures,0.03,0.00,9.70,0.19,0.03,0.05,0.12,0.20,10.00,0.03,0.01,0.13,0.30,9.00,2.43,1.71,7.27,0.00,0.00,1.47,1.00,0.00,3.10,0.08,4.00,0.04,0.07,0.06,9.70,0.95,0.03,0.00,0.02,0.62,,0.06,8.50,10.00,6.01,0.00,1.63,0.01,0.10,0.02,,6.12,,,0.82,,3.09,0.00,0.00
sindresorhus,decamelize,0.01,0.00,9.00,0.47,0.25,0.01,0.12,0.08,10.00,0.10,0.01,0.02,0.16,8.00,1.54,1.34,3.64,0.00,0.00,2.35,1.50,0.00,4.59,0.08,1.00,0.05,0.08,0.08,9.00,0.48,0.01,0.00,0.01,0.48,,,8.50,10.00,6.01,0.00,1.75,0.00,0.10,0.02,,5.75,,,0.82,,4.59,0.01,0.00
TehShrike,deepmerge,0.12,0.03,7.30,0.51,0.28,0.05,1.16,0.30,9.00,0.91,0.51,0.06,1.39,6.00,3.90,2.93,2.73,0.00,0.30,3.53,2.50,0.10,4.02,0.48,2.00,0.13,0.18,0.27,9.20,1.19,0.12,0.03,0.03,1.02,,,4.20,3.76,4.97,0.00,1.50,0.01,0.13,,,7.80,,,0.82,,4.02,0.11,0.00
ai,nanoid,1.04,0.10,9.70,0.16,0.02,0.14,1.81,0.00,10.00,0.02,0.00,0.13,1.66,8.00,4.04,2.32,1.82,10.00,0.00,3.24,1.50,0.01,5.04,0.29,1.00,0.06,0.74,0.10,9.50,1.51,1.04,0.10,0.24,0.79,0.08,0.40,4.20,0.71,5.53,0.00,1.64,0.03,0.12,0.00,,4.01,0.27,0.14,0.82,0.18,5.05,0.48,0.00
isaacs,sax-js,0.05,0.04,5.30,0.70,1.36,0.06,0.86,0.00,7.00,3.06,1.29,0.04,1.34,1.00,1.54,1.95,1.82,0.00,0.34,2.35,2.50,0.18,0.00,0.00,0.00,0.09,0.19,0.15,7.70,0.79,0.05,0.04,0.04,0.82,0.04,,5.70,4.19,7.22,0.00,0.73,0.02,0.02,,,9.15,0.00,0.00,0.82,0.00,0.00,0.72,0.29
doowb,ansi-colors,0.02,0.00,6.80,0.15,0.15,0.03,0.15,0.02,8.00,0.22,0.22,0.01,0.23,8.00,1.54,2.93,1.82,0.00,0.00,1.76,2.50,0.03,3.64,0.09,1.00,0.08,0.07,0.16,8.60,2.14,0.02,0.00,0.01,0.99,,,4.20,4.21,6.71,0.00,0.80,0.01,0.10,,,5.16,,,0.82,,3.63,0.01,0.00
prettier,prettier,2.18,0.52,6.00,0.08,0.09,2.69,2.90,7.80,9.00,0.04,0.02,4.25,1.69,9.00,0.15,0.12,6.36,10.00,0.86,2.35,0.50,2.41,2.32,9.66,6.00,0.30,4.09,0.52,7.90,0.40,2.18,0.52,0.62,1.11,4.57,5.01,8.70,0.36,3.79,1.13,0.79,2.44,1.36,0.27,,4.48,2.43,2.57,2.19,2.81,2.34,2.55,2.86
grncdr,merge-stream,0.01,0.00,10.00,0.52,0.43,0.01,0.16,0.04,10.00,0.64,0.30,0.01,0.18,8.00,2.79,5.12,3.64,0.00,0.00,2.65,2.50,0.00,5.54,0.15,1.00,0.07,0.06,0.15,9.60,0.56,0.01,0.00,0.01,0.67,,,4.20,2.84,6.52,0.00,1.80,0.00,0.10,,,6.86,,,0.82,,5.54,0.00,0.00
estools,escodegen,0.12,0.04,5.80,0.57,1.13,0.10,1.38,0.52,8.00,0.43,0.19,0.09,2.12,7.00,2.06,4.88,4.55,0.00,0.00,2.06,2.50,0.25,3.89,0.10,0.00,0.11,0.29,0.60,7.20,0.40,0.12,0.04,0.09,0.84,0.00,,3.70,0.11,7.86,0.00,0.44,0.04,0.12,,,7.73,,,0.82,0.00,3.89,0.01,0.00
webpack,webpack-sources,0.01,0.01,10.00,1.73,0.75,0.02,0.50,0.08,9.00,0.75,0.16,0.08,1.11,7.00,7.43,3.41,4.55,3.00,0.09,5.00,2.00,0.01,5.23,0.08,3.00,0.13,0.14,0.31,9.70,1.19,0.01,0.01,0.02,1.35,0.00,0.06,3.70,0.44,6.89,0.00,0.61,0.01,0.12,0.09,,5.10,,0.00,0.96,0.00,5.22,1.24,0.00
pillarjs,send,0.04,0.03,9.10,0.62,0.33,0.04,0.56,1.12,9.00,1.31,0.22,0.04,1.45,1.00,3.38,5.85,0.91,0.00,0.00,2.65,3.00,0.04,7.74,0.07,0.00,0.04,0.14,0.10,9.40,1.27,0.04,0.03,0.03,1.14,0.00,,5.00,0.21,7.16,0.00,0.93,0.01,0.37,,,7.50,,0.00,0.96,0.00,7.74,0.02,0.00
webpack-contrib,terser-webpack-plugin,0.09,0.02,9.80,0.14,0.04,0.20,1.87,0.38,10.00,0.10,0.01,0.28,1.32,8.00,3.90,2.07,6.36,10.00,0.00,3.24,1.00,0.01,4.61,0.75,7.00,0.09,0.22,0.06,9.50,1.67,0.09,0.02,0.03,0.89,0.18,0.18,6.20,0.78,6.35,0.00,0.98,0.06,0.13,0.18,,3.33,0.81,0.14,0.55,0.18,4.61,2.85,0.00
rvagg,through2,0.09,0.02,9.60,1.63,0.12,0.04,0.56,0.00,10.00,2.51,0.17,0.02,1.02,5.00,2.65,4.88,1.82,0.00,0.00,3.24,5.00,0.01,3.48,0.61,1.00,0.05,0.12,0.19,8.80,0.56,0.09,0.02,0.03,1.09,,,4.20,1.76,5.25,0.00,1.17,0.00,0.08,,,6.76,,,0.82,,3.48,0.01,0.00
jshttp,accepts,0.01,0.01,8.00,1.07,0.08,0.01,0.12,0.26,8.00,0.12,0.50,0.00,0.18,2.00,3.01,2.68,0.91,0.00,0.00,3.24,3.00,0.01,7.82,0.06,0.00,0.03,0.03,0.05,8.70,0.56,0.01,0.01,0.03,1.15,,,3.70,0.25,7.37,0.00,0.66,0.01,0.32,0.06,,6.48,,,0.82,,7.82,0.01,0.00
sindresorhus,log-symbols,0.03,0.00,10.00,0.24,0.00,0.01,0.09,0.00,10.00,0.05,0.05,0.03,0.16,6.00,2.43,1.83,4.55,0.00,0.00,3.53,1.50,0.00,2.40,0.20,1.00,0.03,0.07,0.05,10.00,0.48,0.03,0.00,0.01,0.71,,,8.50,10.00,6.01,0.00,0.78,0.00,0.10,0.01,,6.12,,,0.82,,2.40,0.00,0.00
rvagg,bl,0.02,0.01,7.90,0.54,0.00,0.02,0.23,0.02,10.00,0.66,0.10,0.05,0.72,7.00,1.99,3.90,1.82,6.00,0.00,2.35,1.50,0.02,1.98,0.05,2.00,0.20,0.21,0.27,9.50,1.43,0.02,0.01,0.02,0.91,0.06,0.14,4.20,1.76,5.25,0.00,2.59,0.01,0.17,0.07,,6.85,0.00,0.00,0.82,0.18,1.98,0.00,0.00
expressjs,serve-static,0.06,0.03,7.90,0.31,0.40,0.01,0.45,0.82,9.00,1.47,0.09,0.03,0.60,0.00,3.82,3.66,0.91,0.00,0.00,3.53,3.00,0.03,7.72,0.20,0.00,0.03,0.07,0.02,9.80,0.71,0.06,0.03,0.04,1.09,0.00,,5.00,0.39,7.02,0.00,0.42,0.00,0.33,0.14,,6.36,,0.00,0.96,0.00,7.72,0.01,0.00
component,escape-html,0.02,0.01,10.00,0.16,0.27,0.00,0.04,0.02,9.00,0.17,0.10,0.01,0.37,3.00,1.69,4.27,0.91,0.00,0.00,2.06,3.50,0.00,7.91,0.10,0.00,0.04,0.05,0.05,10.00,0.56,0.02,0.01,0.02,1.46,,,3.70,2.51,8.14,0.00,0.74,0.00,0.08,,,7.42,,,0.82,,7.91,0.04,0.00
indutny,node-ip,0.07,0.03,2.90,0.47,2.51,0.03,0.56,0.00,6.00,2.67,0.86,0.04,1.57,4.00,1.18,3.17,0.91,1.00,0.04,3.24,5.00,0.14,0.00,0.00,0.00,0.10,0.10,0.19,5.60,0.48,0.07,0.03,0.05,0.61,0.10,0.02,2.80,3.50,6.15,0.00,2.41,0.00,0.10,,,7.42,,,0.82,0.35,0.00,0.07,0.00
jshttp,content-type,0.01,0.00,10.00,0.03,0.04,0.01,0.07,0.16,10.00,0.89,0.00,0.00,0.23,1.00,2.72,6.10,0.91,0.00,0.00,2.94,5.00,0.00,7.23,0.06,0.00,0.04,0.03,0.02,10.00,0.63,0.01,0.00,0.02,1.36,,,3.70,0.25,7.37,0.00,0.32,0.00,0.30,0.01,,5.73,,,0.82,,7.22,0.01,0.00
npm,nopt,0.02,0.01,7.40,1.28,0.61,0.03,0.29,0.28,10.00,1.23,0.31,0.08,0.46,4.00,1.47,1.34,10.00,3.00,0.00,2.06,1.00,0.03,3.76,0.06,1.00,0.24,0.13,0.15,7.80,0.95,0.02,0.01,0.06,0.60,0.04,0.06,8.70,3.11,5.29,0.02,0.92,0.01,0.43,0.01,,8.37,0.27,0.00,0.68,0.00,3.76,0.00,2.86
expressjs,express,2.89,1.68,8.80,0.15,0.12,0.63,3.59,6.96,9.00,0.88,0.13,0.30,5.91,2.00,0.37,1.59,2.73,10.00,0.00,2.94,2.50,0.37,7.82,3.64,0.00,0.06,1.73,1.83,9.50,0.87,2.89,1.68,2.53,1.22,0.84,0.28,8.70,0.39,7.02,0.01,1.08,0.21,0.65,0.35,,9.58,0.27,0.41,1.10,2.02,7.85,0.03,0.00
jshttp,methods,0.01,0.00,9.00,0.23,0.27,0.01,0.07,0.08,8.00,1.23,0.03,0.00,0.21,6.00,1.47,3.17,0.91,0.00,0.00,2.94,4.00,0.01,7.12,0.05,0.00,0.04,0.06,0.05,8.00,0.40,0.01,0.00,0.03,0.51,,,3.70,0.25,7.37,0.00,0.78,0.00,0.32,,,7.07,,,0.82,,7.11,0.04,0.00
jaredhanson,utils-merge,0.00,0.00,4.30,0.00,0.00,0.00,0.05,0.00,6.00,5.12,0.80,0.00,0.21,8.00,1.18,2.56,1.82,0.00,0.00,2.94,6.50,0.01,7.69,0.05,0.00,0.05,0.02,0.08,7.10,0.32,0.00,0.00,0.01,0.73,,,5.70,3.78,7.08,0.00,0.10,0.00,0.08,,,6.80,,,0.82,,7.68,0.02,0.57
sindresorhus,normalize-url,0.04,0.02,9.30,0.57,0.25,0.05,0.62,0.42,10.00,0.47,0.10,0.04,1.11,6.00,2.13,3.29,3.64,0.00,0.00,2.65,3.00,0.01,5.05,0.05,1.00,0.05,0.26,0.11,9.20,0.48,0.04,0.02,0.02,0.64,0.00,,8.50,10.00,6.01,0.00,5.28,0.00,0.13,0.05,,5.77,,0.00,0.96,0.00,5.04,0.01,0.00
jshttp,fresh,0.01,0.00,8.80,0.91,0.07,0.01,0.14,0.24,9.00,0.39,0.01,0.01,0.25,4.00,3.53,3.17,0.91,0.00,0.00,3.53,3.00,0.01,7.78,0.05,0.00,0.05,0.07,0.05,8.80,0.71,0.01,0.00,0.02,0.88,,,3.70,0.25,7.37,0.00,0.95,0.01,0.33,,,7.55,,,0.82,,7.78,0.01,0.00
pvorb,node-clone,0.04,0.02,6.50,0.73,0.61,0.02,0.48,0.06,9.00,0.56,0.06,0.02,0.62,8.00,1.62,3.17,3.64,0.00,0.00,2.94,2.50,0.05,2.99,0.15,1.00,0.09,0.18,0.42,7.50,1.75,0.04,0.02,0.02,0.65,,,5.70,0.98,7.83,0.00,2.34,0.00,0.05,,,8.08,,,0.82,,2.99,0.00,0.00
