owner,repo,stars_and_watchers,forks,downstream_dependents,length_of_comments,change_of_pulls,change_of_contributors,time_to_close_issues,time_to_comment_issues,closed_PRs,time_to_close_PRs,time_to_comment_PRs,commit_tags,health_percentage,headings_of_docs,headings_of_README,projects_owned_by_maintainer,projects_age_owned_by_maintainer,outdated_versions,vulnerabilities,workflow_runs,contributors_per_code_file,files_with_more_than_1_contributors,time_since_created,versions,issues_reporters_count,contributors_count,submitted_PRs,submitted_commits,issues_closed_rate,PRs_closed_rate,comments_per_pull
stephenplusplus,sindredash,0.00,0.00,0.00,7.21,1.32,,,,,,,0.10,4.20,0.00,0.24,2.25,6.53,0.07,0.00,0.00,0.00,,5.73,,,,,,,,6.32
avajs,ava,0.94,0.18,0.03,7.21,1.17,0.83,0.23,0.06,0.17,0.86,0.58,0.43,8.70,0.00,1.67,0.32,5.19,0.40,0.04,0.01,0.74,0.41,5.87,0.24,0.16,0.30,0.17,0.09,8.50,10.00,6.32
crowi,crowi,0.05,0.02,0.00,7.21,1.32,,,,,,,0.35,3.70,0.00,0.56,0.06,6.19,7.08,6.12,0.00,1.18,0.41,6.05,0.04,,,,,,,6.32
215566435,TrumpDoc,0.00,0.00,0.00,7.21,1.32,,,,,,,0.12,4.20,0.00,0.40,0.01,0.00,0.53,0.00,0.00,0.00,,3.59,,,,,,,,6.32
ciena-blueplanet,ciena-devops-testbed,0.00,0.00,0.00,7.21,1.32,,,,,,,0.13,5.00,0.00,0.16,0.61,5.53,0.15,5.78,0.00,0.59,0.00,3.66,,,,0.00,,,,6.32
NodeBB,NodeBB,0.63,0.34,0.00,7.17,1.76,0.28,0.16,0.15,1.63,0.07,0.00,0.38,6.20,0.00,0.79,0.81,5.07,0.04,0.00,0.16,1.62,2.73,6.95,0.64,0.35,0.30,1.64,2.47,9.20,10.00,6.32
cchamberlain,redux-webpack-boilerplate,0.00,0.00,0.00,7.17,1.32,,,,,,,0.12,3.70,0.00,0.16,1.46,5.94,0.99,0.00,0.00,0.00,,4.92,,,,,,,,6.32
frdl,frdl.js,0.00,0.00,0.00,7.17,1.32,,,,,,,0.12,3.70,0.00,0.16,0.69,2.46,0.00,0.00,0.00,0.00,,3.15,0.00,,,,,,,6.32
michaelrgalloway,angular-cli,0.00,0.00,0.00,7.17,1.32,,,,,,,0.10,,5.14,2.94,0.23,5.11,0.00,0.00,0.00,0.88,0.23,4.37,,,,,,,,6.32
DallasMorningNews,chartwerk-editor,0.00,0.00,0.00,7.17,1.32,,,,,,,0.10,3.70,0.00,0.08,1.16,4.97,4.85,4.61,0.00,0.00,0.01,4.96,,,,,,,,6.32
eyedea-io,create-react-app,0.00,0.00,0.00,7.17,1.32,,,,,,,0.12,,5.43,1.43,0.68,4.24,0.00,4.70,0.00,2.06,0.22,2.88,,,,,,,,6.32
electrode-io,electrode-archetype-react-app,0.01,0.00,0.00,7.17,1.32,,,,,,,0.17,3.70,0.00,0.95,0.95,4.06,0.81,0.00,0.00,1.18,0.02,4.68,,,,,,,,6.32
devCrossNet,vue-starter-packages,0.00,0.00,0.00,7.17,1.32,,,,,,,0.12,2.80,0.00,0.08,0.13,2.57,9.31,6.25,0.00,0.00,0.00,3.05,,,,,,,,6.32
sai9268619,for-make-tests-ava,0.00,0.00,0.00,7.17,1.32,,,,,,,0.10,2.80,0.00,0.08,0.00,5.23,0.47,0.00,0.00,0.00,,4.29,,,,,,,,6.32
aegis-design,aegis-tools,0.00,0.00,0.00,7.17,1.32,,,,,,,0.10,3.70,0.00,0.40,0.02,5.50,0.72,0.00,0.00,,,4.61,,,,,,,,6.32
tableflip,guvnor,0.02,0.00,0.00,7.17,1.32,,,,,,,0.10,3.70,0.00,1.11,1.68,5.76,0.02,0.00,0.00,0.07,0.02,6.36,,,,,,,,6.32
RunningCoderLee,sprint-scripts,0.00,0.00,0.00,7.17,1.32,,,,,,,0.13,8.50,5.43,0.24,0.57,4.00,4.09,3.15,0.00,2.28,0.22,2.91,,,,,,,,6.32
xiaowuye,Treasury-architectureTools,0.00,0.00,0.00,7.17,1.32,,,,,,,0.12,1.40,0.00,,0.11,3.10,0.00,,0.00,,,3.60,,,,,,,,6.32
PRINTR3D,formide-client,0.00,0.00,0.00,7.17,1.32,,,,,,,0.03,3.70,0.00,0.32,0.07,5.64,0.26,0.00,0.00,0.07,0.01,5.90,0.05,,,,,,,6.32
ezracelli,slate-tools,0.00,0.00,0.00,7.17,1.32,,,,,,,0.12,2.80,0.00,0.40,0.37,3.25,2.97,5.43,0.00,0.00,,2.81,0.00,,,,,,,6.32
Donmclean,riko,0.00,0.00,0.00,7.17,1.25,,,,,,,0.12,5.70,0.57,0.63,0.07,5.33,4.95,8.06,0.00,0.00,0.00,4.68,0.06,,,0.01,,,,6.32
zenjoy,nimbu-toolbelt,0.00,0.00,0.00,7.17,1.58,,,,0.03,0.03,,0.18,2.50,0.00,4.05,1.25,4.93,6.12,0.04,0.00,0.00,0.00,3.24,0.08,,0.04,0.03,0.06,,10.00,6.32
heyui,hey-cli,0.01,0.00,0.00,7.17,1.32,,,,,,,0.12,3.70,0.00,1.59,0.12,4.48,3.67,3.79,0.00,0.22,0.00,4.44,,,,,,,,6.32
mahesh-kedari,angular2-starter-pack,0.00,0.00,0.00,7.17,1.32,,,,,,,0.10,1.40,0.00,1.43,0.45,3.23,1.00,0.00,0.00,0.29,0.10,4.22,,,,,,,,6.32
rlidwka,yapm,0.00,0.00,0.00,7.17,1.32,,,,,,,0.08,4.20,0.00,0.71,1.16,6.59,0.00,0.00,0.00,0.51,0.93,6.89,,,,,,,,6.32
newsomellc,compages,0.00,0.00,0.00,7.17,1.32,,,,,,,0.10,2.80,0.00,0.56,0.02,5.10,3.06,4.83,0.00,0.00,,3.98,,,,,,,,6.32
nanyuantingfeng,hollow-cli,0.00,0.00,0.00,7.17,1.32,,,,,,,0.12,2.80,0.00,0.16,0.38,2.74,0.78,0.00,0.00,0.00,0.01,3.99,,,,,,,,6.32
qixuan,akpack,0.00,0.00,0.00,7.17,1.32,,,,,,,0.10,2.50,0.00,0.63,0.03,6.82,1.85,0.00,0.00,0.00,,4.68,,,,,,,,6.32
joewalnes,crunchicorn,0.00,0.00,0.00,7.17,1.32,,,,,,,0.10,4.20,0.00,0.00,0.80,8.46,0.62,0.00,0.00,0.22,0.00,5.03,,,,,,,,6.32
makamekm,reiso,0.00,0.00,0.00,7.17,1.32,,,,,,,0.12,4.20,0.00,0.40,0.59,2.30,5.58,4.74,0.00,0.00,,3.72,,,,,,,,6.32
madebywild,wildplate,0.00,0.00,0.00,7.17,1.32,,,,,,,0.10,3.70,0.00,2.14,0.08,4.02,5.43,5.00,0.00,0.00,,4.39,,,,,,,,6.32
jaswantmandloi,js,0.00,0.00,0.00,7.17,1.32,,,,,,,0.12,0.00,0.00,,0.25,2.71,0.00,0.00,0.00,0.00,,3.52,,,,,,,,6.32
core-ds,arui-scripts,0.00,0.00,0.00,7.17,1.39,0.56,1.29,0.77,0.50,0.05,0.00,0.18,3.70,0.00,0.08,0.07,1.00,2.52,0.00,0.03,0.59,0.18,0.18,0.10,0.09,0.65,0.49,0.47,8.50,10.00,6.32
mereyn,react-scripts-custom-template,0.00,0.00,0.00,7.17,1.32,,,,,,,0.12,,5.43,0.63,0.01,3.69,0.00,3.15,0.00,2.21,0.21,2.89,,,,,,,,6.32
leomYili,create-react-app-scripts-custom,0.00,0.00,0.00,7.17,1.32,,,,,,,0.12,,5.43,1.51,0.51,2.40,0.00,3.15,0.00,2.13,0.21,2.77,,,,,,,,6.32
holodex,app,0.00,0.00,0.00,7.17,1.32,,,,,,,0.28,2.50,0.00,0.79,0.22,6.53,0.03,0.00,0.00,0.00,0.00,5.78,,,,,,,,6.32
quasarframework,quasar-cli,0.01,0.01,0.00,7.17,1.32,,,,,,,0.15,7.50,0.00,1.19,0.51,4.20,4.05,3.15,0.00,0.07,0.01,5.27,0.12,,,,,,,6.32
