owner,repo,stars_and_watchers,forks,downstream_dependents,length_of_comments,change_of_pulls,change_of_contributors,time_to_close_issues,time_to_comment_issues,closed_PRs,time_to_close_PRs,time_to_comment_PRs,commit_tags,health_percentage,headings_of_docs,headings_of_README,projects_owned_by_maintainer,projects_age_owned_by_maintainer,outdated_versions,vulnerabilities,workflow_runs,contributors_per_code_file,files_with_more_than_1_contributors,time_since_created,versions,issues_reporters_count,contributors_count,submitted_PRs,submitted_commits,issues_closed_rate,PRs_closed_rate,comments_per_pull
postcss,postcss-safe-parser,0.01,0.00,1.18,7.27,1.32,,,,0.00,0.00,0.00,0.12,3.70,0.00,0.24,0.49,6.08,0.12,0.00,0.00,0.15,0.00,5.39,,,0.04,0.00,0.01,,10.00,8.42
octokit,rest.js,0.02,0.01,0.00,7.24,1.61,0.83,0.07,0.23,0.27,0.05,2.20,0.38,8.70,4.00,0.40,0.60,3.53,3.21,0.82,0.05,0.88,0.04,1.47,0.73,0.18,0.35,0.27,0.12,5.70,10.00,8.42
jergason,recursive-readdir,0.02,0.01,2.83,7.24,1.32,,0.22,0.13,,,,0.02,4.20,0.00,0.32,1.78,6.55,0.07,0.56,0.00,1.10,0.01,7.84,,0.00,,,,10.00,,8.42
blakeembrey,change-case,0.10,0.01,0.16,7.23,1.47,,0.80,0.77,0.02,0.22,0.19,0.12,5.70,0.00,0.40,1.84,6.04,0.17,0.04,0.00,0.51,0.04,6.97,0.10,0.23,0.22,0.02,0.11,10.00,7.78,8.42
webpack-contrib,webpack-bundle-analyzer,0.57,0.06,0.65,7.22,1.32,,0.06,0.07,0.05,0.31,0.33,0.76,5.00,3.71,0.87,0.78,6.35,3.60,0.82,0.00,0.96,0.04,4.54,0.00,0.03,0.22,0.04,0.02,10.00,10.00,8.42
isaacs,node-touch,0.01,0.00,1.48,7.22,1.32,,,,,,,0.00,4.20,0.00,0.48,4.19,7.22,0.07,2.16,0.00,0.07,0.00,8.01,,,,,,,,8.42
remy,nodemon,1.18,0.22,1.63,7.21,1.28,0.56,1.57,0.70,0.03,0.46,0.00,0.40,8.50,0.29,2.22,3.08,5.53,1.63,0.95,0.32,1.10,0.03,8.71,0.22,0.25,0.09,0.04,0.09,9.00,7.78,8.42
matthew-andrews,isomorphic-fetch,0.32,0.04,0.79,7.21,1.32,,,5.63,,,,0.12,4.20,0.00,0.63,1.28,6.89,0.02,0.00,0.00,0.66,0.00,5.89,0.02,0.00,,,,0.00,,8.42
que-etc,resize-observer-polyfill,0.08,0.02,0.36,7.21,1.32,,,,,,,0.13,4.20,0.00,0.48,0.02,5.13,0.80,2.54,0.00,0.07,0.00,4.70,0.04,,,,,,,8.42
node-modules,detect-port,0.02,0.00,0.21,7.21,1.32,,,,,,0.00,0.10,5.00,0.29,0.87,1.05,5.90,0.01,0.00,0.00,0.88,0.01,5.51,0.02,,,0.00,,,,8.42
babel,babylon,0.08,0.03,0.00,7.21,1.32,,,,,,,0.66,7.50,4.86,0.16,0.55,5.42,2.93,2.72,0.00,0.29,0.48,4.97,0.14,,,,,,,8.42
emotion-js,emotion,0.78,0.14,0.09,7.20,1.17,0.42,1.74,1.61,0.04,1.76,0.00,0.23,8.70,3.71,0.87,0.08,4.56,6.52,2.72,0.01,0.74,0.42,4.14,1.25,0.48,0.13,0.10,0.01,1.90,3.33,8.42
slevithan,xregexp,0.15,0.04,0.85,7.20,1.32,,0.06,0.07,,,,0.13,4.20,0.00,0.87,0.05,5.63,1.77,0.00,0.00,0.74,0.05,7.75,0.03,0.03,,0.00,,10.00,,8.42
auth0,jwt-decode,0.14,0.04,0.18,7.12,0.99,0.56,0.16,0.01,0.64,0.08,0.15,0.37,7.50,0.00,0.79,3.99,5.96,0.63,0.09,0.02,1.03,0.02,6.37,0.01,0.10,0.30,0.64,0.29,10.00,10.00,8.42
twbs,bootstrap,7.61,10.00,1.64,7.03,1.03,0.56,0.37,0.41,1.22,0.37,0.38,1.01,8.70,3.43,1.35,0.23,5.82,0.87,,0.69,0.66,0.14,8.14,0.21,2.08,1.43,1.39,0.37,6.30,8.89,8.42
markdown-it,markdown-it,0.77,0.21,0.19,7.02,1.32,0.83,1.35,0.99,0.05,0.75,0.40,0.23,7.50,0.57,1.19,0.16,6.44,0.02,0.00,0.00,0.44,0.02,5.81,,0.35,0.43,0.06,0.11,8.80,8.89,8.42
facebook,create-react-app,4.63,3.39,3.65,7.01,1.36,0.69,0.53,0.84,0.06,0.08,0.05,0.51,8.70,7.43,1.67,1.22,4.61,4.10,2.50,0.00,1.54,0.14,4.73,0.20,1.02,,0.22,,1.50,2.22,8.42
d3,d3-shape,0.11,0.04,0.13,7.01,1.32,,,0.06,0.00,0.00,,0.05,3.70,0.00,0.16,0.48,6.27,0.13,0.04,0.00,0.29,0.04,5.44,0.10,0.01,0.00,0.00,0.00,0.00,10.00,8.42
pinojs,pino,0.59,0.11,0.11,6.97,1.25,0.56,0.75,0.46,0.28,0.44,0.29,0.35,6.20,1.43,1.35,0.36,4.61,0.05,0.00,0.03,2.13,0.07,5.02,0.69,0.70,1.00,0.28,0.11,6.70,10.00,8.42
socketio,socket.io,2.73,1.28,1.38,6.95,1.32,0.69,0.87,0.50,0.02,1.48,0.89,0.17,7.50,0.00,1.19,0.46,4.44,3.46,0.52,0.01,0.44,0.02,9.09,0.15,0.54,0.30,0.04,0.06,5.80,4.44,8.42
gajus,eslint-plugin-flowtype,0.05,0.02,2.88,6.95,1.32,,,,,,,0.17,5.70,2.29,4.37,2.90,5.18,0.20,0.00,0.00,2.28,0.07,5.02,0.30,,,,,,,8.42
npm,read,0.01,0.00,0.25,6.93,1.28,0.56,,,0.15,0.36,0.26,0.37,8.70,2.86,0.32,3.11,5.29,0.01,0.00,0.02,0.59,0.01,7.90,0.01,0.00,0.13,0.16,0.04,0.00,8.89,8.42
webpack-contrib,raw-loader,0.04,0.01,0.57,6.93,1.32,,,,,,,0.66,6.20,0.00,0.63,0.78,6.35,3.96,1.77,0.00,0.51,0.01,7.67,0.02,,,,,,,8.42
npm,cli,0.36,0.35,0.00,6.84,1.54,0.83,0.75,0.52,1.01,0.24,0.16,1.30,10.00,2.86,0.56,3.11,5.29,0.69,3.02,0.40,0.22,0.38,3.38,1.52,2.29,1.65,1.04,0.56,5.20,8.89,8.42
d3,d3-scale,0.07,0.04,0.13,6.84,1.32,,0.00,0.00,0.00,0.00,2.24,0.15,3.70,0.00,0.16,0.48,6.27,0.14,0.30,0.00,0.44,0.02,5.48,0.13,0.01,0.00,0.01,0.00,5.00,2.22,8.42
less,less.js,0.77,0.44,0.00,6.82,1.28,,1.21,1.07,0.04,0.85,0.30,0.37,8.70,2.00,0.63,0.15,7.78,1.56,1.98,0.00,0.37,0.15,9.13,0.08,0.22,0.09,0.07,0.01,4.10,5.56,8.42
sindresorhus,multimatch,0.01,0.00,0.19,6.82,1.32,,,,,,,0.10,8.50,0.00,0.63,10.00,6.01,0.00,0.00,0.00,1.54,0.01,6.45,0.01,,0.00,,0.00,,,8.42
dankogai,js-base64,0.19,0.17,1.35,6.82,1.39,,,1.50,0.00,0.05,0.05,,5.70,0.00,0.79,0.95,7.39,0.00,0.00,0.00,1.03,0.01,9.74,,0.00,0.04,0.00,0.01,0.00,10.00,8.42
mikehall314,es6-promisify,0.02,0.00,0.58,6.82,1.32,,,,,,,0.13,4.20,0.00,0.56,0.11,3.59,2.35,0.39,0.00,0.29,0.00,6.28,0.05,,,,,,,8.42
oliviertassinari,babel-plugin-transform-react-remove-prop-types,0.04,0.01,2.64,6.82,1.32,,,,,,,0.22,4.20,0.00,1.43,1.36,2.63,3.35,1.55,0.00,0.44,0.04,5.11,0.10,,,,,,,8.42
npm,osenv,0.01,0.00,1.88,6.82,1.32,,,,,,,0.10,5.00,0.00,0.79,3.11,5.29,0.55,1.98,0.00,0.74,0.00,7.53,,,,,,,,8.42
bevacqua,hash-sum,0.01,0.00,0.79,6.82,1.32,,,,,,,0.12,4.20,0.00,0.48,2.64,6.87,0.04,0.43,0.00,0.00,,5.43,,,,,,,,8.42
mongodb,js-bson,0.05,0.03,0.00,6.81,1.43,1.11,,,0.26,0.38,0.43,0.15,5.00,0.00,1.19,2.27,4.03,0.43,0.09,0.00,1.03,0.11,7.72,0.10,,0.43,0.25,0.07,,10.00,8.42
bjyoungblood,es6-error,0.01,0.00,0.16,6.81,1.32,,,,,,,0.10,4.20,0.00,0.40,1.20,5.88,2.43,1.12,0.00,1.25,0.01,5.63,0.01,,,,,,,8.42
jest-community,jest-watch-typeahead,0.02,0.00,2.49,6.80,1.39,0.69,,,0.19,0.83,3.01,0.15,3.70,0.00,0.48,0.15,4.37,1.21,0.00,0.01,0.66,0.02,3.58,0.06,,0.04,0.19,0.07,,10.00,8.42
babel,babel-eslint,0.14,0.03,1.88,6.80,1.32,,,,,,,0.43,6.20,0.57,1.03,0.55,5.42,3.55,0.86,0.00,2.35,0.03,5.68,0.09,,,,,,,8.42
niksy,throttle-debounce,0.05,0.01,0.18,6.80,1.32,,0.07,0.08,,,,0.10,4.20,0.00,1.03,2.38,5.25,0.30,0.00,0.00,0.59,0.01,5.81,0.01,0.00,,,,10.00,,8.42
gulpjs,vinyl,0.06,0.01,0.42,6.80,1.32,,,,,,,0.15,6.20,0.00,1.03,0.65,6.16,0.01,0.00,0.00,1.69,0.01,6.50,0.07,,,,,,,8.42
webpack-contrib,webpack-hot-middleware,0.11,0.04,0.28,6.80,1.28,0.56,0.19,0.06,0.03,1.65,0.00,0.20,6.20,0.00,1.35,0.78,6.35,0.35,0.04,0.00,2.43,0.01,5.56,0.01,0.01,0.17,0.03,0.01,10.00,10.00,8.42
puppeteer,puppeteer,3.93,1.14,0.13,6.69,3.59,0.28,0.66,0.08,4.13,0.11,0.07,0.80,7.50,0.00,0.79,0.07,3.03,1.52,0.04,0.65,0.07,0.18,4.17,0.88,2.63,1.26,4.02,0.82,8.20,10.00,7.89
sockjs,sockjs-client,0.38,0.17,2.35,6.69,1.36,,0.04,0.03,0.01,1.92,1.95,0.17,6.20,2.00,1.19,0.08,8.07,0.21,0.26,0.01,0.29,0.03,8.16,0.04,0.05,0.04,0.03,0.00,1.40,5.56,7.89
philbooth,bfj,0.01,0.00,2.48,6.69,1.32,,,,,,,0.18,5.70,0.29,1.98,0.18,6.29,0.04,0.00,0.00,0.15,0.00,5.76,,,,,,,,7.89
reduxjs,redux-thunk,0.81,0.13,0.78,6.69,1.25,,0.62,0.00,0.02,0.01,0.00,0.10,6.20,0.29,0.79,0.18,4.62,0.39,0.26,0.00,2.13,0.02,5.43,0.05,0.04,0.17,0.02,0.04,10.00,7.78,7.89
mongodb,node-mongodb-native,0.45,0.22,1.21,6.64,1.68,0.97,,,1.03,0.35,0.35,0.12,7.50,5.14,1.83,2.27,4.03,1.41,0.13,0.14,0.07,0.33,9.21,0.24,,0.61,1.03,0.30,,10.00,7.89
omnidan,node-emoji,0.06,0.03,0.40,6.65,1.58,0.69,0.76,0.70,0.15,0.11,0.12,0.25,10.00,0.00,1.43,0.60,6.58,2.63,0.22,0.06,0.88,0.04,6.06,0.05,0.03,0.13,0.16,0.09,6.70,8.89,7.89
expressjs,serve-favicon,0.03,0.01,0.21,6.65,1.32,,0.05,0.00,,,,0.32,5.00,0.00,0.71,0.39,7.02,0.05,0.00,0.00,0.51,0.00,6.41,0.05,0.00,,,,10.00,,7.89
request,request-promise-native,0.05,0.01,1.30,6.65,1.32,,,,,,,0.17,3.70,0.00,0.56,0.25,6.79,0.02,0.00,0.00,0.22,0.00,4.87,,,,,,,,7.89
brianc,node-postgres,0.54,0.15,0.00,6.62,1.58,1.11,0.24,0.46,0.16,1.40,0.11,0.18,4.20,0.00,0.95,1.39,7.52,2.37,1.34,0.01,0.74,0.08,8.68,,0.57,0.57,0.20,0.04,6.00,7.78,7.89
jasmine,jasmine,0.72,0.29,0.00,6.62,1.32,,0.26,0.08,0.01,0.31,0.04,0.35,7.50,2.00,0.56,0.09,7.78,0.03,0.00,0.00,0.88,0.11,9.96,0.15,0.08,0.09,0.01,0.05,9.20,10.00,7.89
expressjs,multer,0.51,0.13,0.47,6.62,1.32,,1.34,2.19,0.00,0.04,0.00,0.32,5.00,0.00,1.03,0.39,7.02,0.02,0.00,0.00,2.21,0.02,6.42,,0.13,0.04,0.00,0.01,2.80,4.44,7.89
paulmillr,es6-shim,0.14,0.05,0.06,6.62,1.32,,0.02,0.03,,,,0.28,4.20,0.00,0.71,0.81,3.98,0.07,0.00,0.00,0.29,0.01,7.86,0.14,0.00,0.00,,0.00,10.00,,7.89
shellscape,webpack-manifest-plugin,0.06,0.02,2.72,6.62,1.32,,,,,,,0.68,8.50,0.00,2.30,0.95,4.08,2.10,0.26,0.00,1.03,0.02,5.64,0.04,0.00,,,,0.00,,7.89
i18next,i18next,0.33,0.08,0.07,6.54,1.72,0.97,2.25,0.13,0.16,0.72,0.00,0.18,6.20,1.14,0.16,0.49,4.52,1.15,0.26,0.00,0.66,0.04,7.88,0.38,0.62,0.48,0.16,0.27,9.40,10.00,7.89
socketio,socket.io-client,0.48,0.39,0.96,6.54,1.32,,3.26,0.55,0.00,0.12,0.00,0.13,7.50,0.00,0.32,0.46,4.44,3.69,0.17,0.00,1.32,0.02,9.09,0.14,0.14,0.04,0.00,0.02,1.80,10.00,7.89
stylelint,stylelint,0.49,0.12,0.20,6.41,1.28,0.00,1.09,0.10,1.54,0.14,0.00,0.53,10.00,2.00,0.79,0.21,4.02,1.16,0.00,0.16,0.29,0.24,5.84,0.53,0.76,1.09,1.50,0.62,8.10,10.00,7.89
stephenhandley,requireindex,0.00,0.00,0.16,6.41,1.32,,,,,,,0.08,2.80,0.00,0.40,0.52,5.49,0.00,0.00,0.00,0.07,0.00,7.62,,,,,,,,7.89
eslint-community,eslint-plugin-promise,0.04,0.01,0.40,6.42,1.32,,,0.33,,,0.03,0.27,8.70,4.57,0.48,0.10,2.79,1.16,0.00,0.00,2.28,0.04,5.07,0.00,0.04,,0.00,,0.00,,7.89
expressjs,morgan,0.35,0.07,0.96,6.42,1.32,,0.00,0.00,,,,0.35,5.00,0.00,0.95,0.39,7.02,0.04,0.00,0.00,1.25,0.00,6.40,0.06,0.01,,0.00,,3.30,,7.89
googlechrome,workbox,0.55,0.10,2.58,6.41,1.36,,2.44,0.78,0.00,0.00,0.45,0.55,6.20,1.71,0.32,0.37,4.92,4.01,0.00,0.00,0.59,0.29,4.93,0.20,0.29,,0.09,,2.40,0.00,7.89
vuejs,core,1.99,0.98,0.00,6.28,1.39,0.56,0.46,0.20,1.84,0.86,0.05,0.86,6.20,0.00,0.63,1.11,4.79,0.34,0.04,0.62,0.96,0.13,3.43,0.48,3.96,3.13,2.30,0.98,7.50,7.78,7.89
npm,fstream,0.01,0.01,1.06,6.28,1.32,,,,,,,0.07,5.00,0.00,0.08,3.11,5.29,0.23,2.24,0.00,1.32,0.01,7.97,,,,,,,,7.89
sindresorhus,debounce,0.03,0.01,0.25,6.28,1.32,,6.08,6.98,0.00,4.58,4.88,0.08,8.50,0.00,0.48,10.00,6.01,0.00,0.00,0.00,1.54,0.00,6.73,0.00,0.00,0.09,0.00,0.02,10.00,10.00,7.89
luin,ioredis,0.60,0.14,0.08,6.28,1.32,0.69,0.46,1.87,0.00,0.24,1.03,,6.20,2.00,3.65,0.99,5.52,1.18,0.43,0.00,1.10,0.08,5.62,0.36,0.55,0.00,0.04,0.00,2.00,1.11,7.89
ladjs,supertest,0.61,0.10,0.38,6.28,1.28,,1.99,4.15,0.00,1.70,,,8.70,0.00,1.03,0.92,4.48,0.01,0.43,0.00,5.66,0.01,7.52,0.08,0.04,0.04,0.00,0.01,1.70,10.00,7.89
dominictarr,map-stream,0.01,0.00,0.30,6.28,1.32,,,,,,,0.08,2.80,0.00,0.08,8.12,7.41,0.00,0.00,0.00,0.51,0.00,7.42,,,,,,,,7.89
cthackers,adm-zip,0.09,0.05,0.48,6.28,1.36,,0.01,0.82,0.00,0.13,0.00,0.15,4.20,0.00,0.48,0.07,6.82,0.03,0.04,0.00,1.62,0.04,7.75,0.01,0.08,0.04,0.00,0.00,1.00,10.00,7.89
bgrins,TinyColor,0.22,0.05,0.00,6.28,1.32,,5.12,5.79,0.00,0.00,,0.02,4.20,0.00,4.76,1.26,5.50,0.00,0.00,0.00,0.81,0.01,8.20,0.00,0.02,,0.00,,3.30,10.00,7.89
dominictarr,event-stream,0.10,0.02,0.26,6.28,1.32,,,,,,,0.00,4.20,0.00,1.75,8.12,7.41,0.00,0.17,0.00,0.96,0.00,8.10,0.00,,,,,,,7.89
adaltas,node-csv,0.17,0.03,0.02,6.27,1.32,,1.17,1.17,0.01,0.11,0.10,0.02,7.50,2.29,0.48,1.03,3.63,0.03,0.00,0.00,0.15,0.07,8.72,,0.14,0.13,0.01,0.11,3.90,10.00,7.89
airbnb,javascript,6.41,3.32,0.45,6.23,1.54,1.53,0.03,0.01,0.26,0.04,0.03,0.30,6.20,0.00,3.33,1.78,5.74,0.06,0.00,0.02,4.19,0.02,7.28,,0.23,0.26,0.29,0.02,9.60,8.89,7.89
janl,mustache.js,0.74,0.31,0.00,6.23,1.32,,0.61,0.02,,,,0.25,4.20,0.00,1.67,1.83,6.59,0.46,3.75,0.00,0.81,0.18,9.39,0.04,0.03,,,,2.50,,7.89
log4js-node,log4js-node,0.26,0.10,0.00,6.23,1.32,,0.35,0.57,0.01,3.05,,0.18,5.00,0.00,0.71,0.15,5.12,0.80,0.04,0.01,0.96,0.07,9.19,,0.16,0.04,0.03,0.01,3.20,3.33,7.89
beautifier,js-beautify,0.38,0.17,0.22,6.22,1.25,0.42,1.46,0.74,0.20,0.65,1.75,0.51,7.50,10.00,1.59,0.02,5.78,0.14,0.04,0.01,1.84,0.03,9.96,0.06,0.20,0.35,0.21,0.18,6.50,8.89,7.89
AvianFlu,ncp,0.03,0.01,0.26,6.22,1.32,,,,,,,,4.20,0.00,0.24,0.37,8.43,0.01,0.00,0.00,0.96,0.01,8.09,,,,,,,,7.89
sindresorhus,clipboardy,0.08,0.01,0.58,6.22,1.32,,0.00,0.00,,,,0.15,8.50,0.00,0.56,10.00,6.01,0.00,0.00,0.00,0.96,0.01,4.47,0.01,0.02,0.00,,0.00,3.30,,7.89
eligrey,FileSaver.js,0.96,0.56,0.00,6.22,1.32,,0.00,5.52,,,,0.30,4.20,0.00,0.87,0.96,5.58,0.70,1.03,0.00,3.53,0.01,8.17,0.03,0.06,,,,1.20,,7.89
mysticatea,eslint-plugin-node,0.04,0.02,0.31,6.22,1.32,,,0.94,0.00,0.00,0.00,0.20,4.20,0.00,1.03,1.06,5.08,0.04,0.00,0.00,0.29,0.04,5.18,0.14,0.00,,0.00,,0.00,10.00,7.89
shama,gaze,0.05,0.02,1.05,6.22,1.32,,,,,,,0.12,4.20,0.00,0.95,3.44,7.50,0.00,0.00,0.00,0.81,0.01,7.33,,,,,,,,7.89
csstools,postcss-normalize,0.04,0.00,2.42,6.22,1.28,,,,,,,0.10,6.20,0.86,0.71,1.07,5.07,0.10,0.00,0.00,0.07,0.00,5.44,0.00,,0.00,0.00,0.00,,,7.89
helmetjs,helmet,0.45,0.05,0.17,6.22,1.36,,1.46,0.39,0.03,0.12,0.00,,7.50,4.29,0.24,0.19,6.29,0.68,0.00,0.00,0.37,0.02,7.79,,0.11,0.09,0.03,0.05,7.90,10.00,7.89
jeremyfa,yaml.js,0.04,0.02,0.06,6.22,1.32,,,,,,,0.02,4.20,0.00,0.79,1.01,5.33,0.00,0.00,0.00,0.15,0.01,8.66,,,,,,,,7.89
lovell,sharp,1.26,0.16,0.23,6.20,1.43,0.83,0.86,0.13,0.11,0.14,0.11,0.30,8.50,0.00,0.71,0.60,4.38,0.02,0.00,0.02,0.66,0.04,6.73,0.19,1.79,0.57,0.11,0.40,9.40,10.00,7.89
redis,node-redis,0.76,0.23,0.15,6.21,1.50,0.83,0.72,0.52,0.10,1.51,0.46,0.32,8.70,2.29,1.59,0.28,5.61,0.42,0.09,0.04,0.15,0.10,8.74,0.30,0.73,0.87,0.18,0.10,5.10,4.44,7.89
sindresorhus,pretty-ms,0.05,0.01,0.12,6.21,1.47,,0.86,0.01,0.01,0.00,0.00,0.10,8.50,0.00,0.48,10.00,6.01,0.00,0.00,0.00,2.13,0.00,6.33,0.02,0.01,0.04,0.01,0.01,5.00,10.00,7.89
liady,webpack-node-externals,0.06,0.01,0.21,6.21,1.36,,,3.56,0.00,0.00,,0.12,4.20,0.00,0.71,0.90,3.81,0.32,1.03,0.00,0.66,0.00,5.06,0.01,0.00,,0.00,,0.00,10.00,7.89
taylorhakes,promise-polyfill,0.10,0.04,0.27,6.21,1.36,,,0.02,0.00,0.16,,0.12,4.20,0.00,0.87,0.74,6.05,0.51,0.69,0.00,1.32,0.01,6.38,0.08,0.00,0.04,0.02,0.00,0.00,3.33,7.89
angular,angular,4.27,3.13,1.01,5.73,9.16,10.00,1.09,0.24,6.33,0.55,0.30,3.31,8.70,6.00,1.59,1.86,6.01,1.80,2.50,4.79,0.22,0.23,5.99,0.87,8.17,4.00,6.38,0.50,8.10,10.00,7.37
steveukx,git-js,0.15,0.04,0.00,5.73,1.25,0.56,1.28,0.75,0.07,0.49,0.00,0.38,4.20,0.00,5.24,0.40,6.77,0.01,0.26,0.03,0.15,0.06,6.76,0.17,0.13,0.13,0.07,0.05,8.10,10.00,7.37
rollup,rollup-pluginutils,0.00,0.00,0.58,5.73,1.32,,,,,,,0.12,2.50,0.00,0.87,0.41,5.24,0.90,2.03,0.00,1.25,0.01,5.23,,,,,,,,7.37
react-component,util,0.03,0.02,0.14,5.74,1.43,0.83,6.89,0.03,0.14,0.62,0.00,0.12,3.70,0.00,1.35,0.97,5.19,0.05,0.00,0.01,0.74,0.04,5.71,0.36,0.04,0.22,0.17,0.05,1.70,7.78,7.37
medikoo,cli-color,0.03,0.01,0.13,5.74,1.32,,,,,,,0.05,4.20,0.00,0.63,2.41,5.86,0.01,0.00,0.00,0.29,0.01,8.18,0.01,,,,,,,7.37
d3,d3-selection,0.03,0.04,0.07,5.74,1.32,,0.01,0.01,0.00,0.00,,0.17,3.70,0.00,0.16,0.48,6.27,0.16,0.30,0.00,0.37,0.04,5.55,0.10,0.01,0.00,0.01,0.00,10.00,1.11,7.37
mysticatea,npm-run-all,0.25,0.03,0.32,5.74,1.32,,,0.00,,,,0.20,4.20,0.00,0.95,1.06,5.08,0.13,0.00,0.00,0.37,0.02,5.64,0.12,0.00,,,,0.00,,7.37
kangax,html-minifier,0.22,0.07,1.31,5.74,1.32,,0.06,0.18,,,,0.13,4.20,0.00,1.03,0.73,8.24,0.20,0.60,0.00,1.25,0.02,9.16,0.12,0.06,,0.00,,1.10,,7.37
istanbuljs,nyc,0.25,0.04,0.11,5.74,1.32,0.69,0.01,2.38,,,,0.38,5.00,0.00,2.30,0.16,4.99,0.04,0.00,0.00,0.44,0.03,5.55,,0.15,,0.01,,1.10,,7.37
alexgorbatchev,crc,0.02,0.01,0.23,5.74,1.32,,0.01,0.01,,,,0.00,4.20,0.00,0.56,2.30,6.32,0.67,0.00,0.00,0.15,0.03,8.58,0.02,0.00,,,,10.00,,7.37
segmentio,is-url,0.01,0.01,0.28,5.74,1.32,,,,,,,0.08,3.70,0.00,0.40,3.80,5.02,0.00,0.00,0.00,0.81,0.00,6.76,,,0.00,,0.00,,,7.37
expressjs,cookie-parser,0.09,0.03,0.56,5.73,1.39,,0.00,0.00,0.00,0.00,0.00,0.32,5.00,0.00,0.79,0.39,7.02,0.02,0.00,0.00,1.18,0.00,6.39,0.04,0.01,,0.01,,5.00,2.22,7.37
kevva,decompress,0.02,0.01,0.25,5.73,1.32,,,3.08,,,,0.10,4.20,0.00,0.48,2.07,6.04,0.00,0.00,0.00,0.37,0.00,6.72,0.00,0.01,,,,0.00,,7.37
nodemailer,nodemailer,0.74,0.17,0.29,5.73,1.32,0.69,1.22,0.79,0.06,0.29,0.26,0.15,7.50,2.00,0.24,0.41,5.51,0.69,0.04,0.02,0.59,0.03,8.50,0.02,0.42,0.26,0.06,0.04,9.40,10.00,7.37
stylus,stylus,0.51,0.14,0.68,5.72,1.36,0.69,1.69,0.57,0.11,0.45,0.00,0.42,8.70,0.00,0.71,0.06,4.99,0.00,0.00,0.00,0.88,0.11,8.54,0.03,0.10,0.13,0.11,0.03,3.60,10.00,7.37
codemirror,basic-setup,0.00,0.00,0.00,5.72,1.32,,,,,,,0.13,3.70,0.00,0.08,0.49,2.55,0.00,0.00,0.00,0.00,,1.68,,,,,,,,7.37
hapijs,hoek,0.02,0.02,0.80,5.71,1.32,,,,0.01,1.29,0.93,0.27,7.50,0.00,0.24,0.67,6.17,0.01,0.00,0.00,1.40,0.02,7.36,0.00,,0.09,0.01,0.01,,7.78,7.37
gulpjs,fancy-log,0.01,0.00,0.55,5.71,1.28,,,,0.00,0.62,,0.13,6.20,0.00,0.79,0.65,6.16,0.03,0.00,0.00,0.74,0.00,5.32,0.02,,0.00,0.00,0.00,,10.00,7.37
vuejs,vue-loader,0.23,0.12,0.77,5.71,1.39,,0.50,0.28,0.02,1.14,0.98,0.42,3.70,0.00,0.40,1.11,4.79,3.99,2.11,0.00,0.59,0.02,5.96,0.34,0.05,0.13,0.02,0.04,8.60,10.00,7.37
chartjs,Chart.js,2.87,1.51,0.27,5.70,1.36,0.83,0.78,0.61,0.22,0.27,0.19,0.37,5.00,0.00,0.24,0.17,5.26,0.61,0.95,0.02,0.66,0.16,7.02,0.26,1.21,0.65,0.25,0.07,4.80,8.89,7.37
react-dropzone,react-dropzone,0.46,0.10,0.07,5.70,1.32,,,1.42,,,1.08,0.27,8.70,0.00,1.59,0.03,4.75,0.23,2.16,0.00,2.57,0.03,5.97,0.36,0.12,,0.01,,0.00,,7.37
Automattic,cli-table,0.10,0.02,0.17,5.70,1.32,,0.00,,,,,0.10,5.00,0.00,0.87,9.20,4.25,0.00,0.00,0.00,1.76,0.01,8.53,,0.01,,,,5.00,,7.37
dreamerslab,node.inflection,0.02,0.01,0.31,5.70,1.28,,,,0.00,0.47,0.50,0.00,3.70,0.00,1.98,0.40,8.93,0.08,0.04,0.00,1.47,0.01,7.82,0.01,,0.00,0.00,0.01,,4.44,7.37
nock,nock,0.57,0.09,0.05,5.67,1.36,0.83,2.59,0.29,0.29,0.35,0.66,0.35,7.50,6.29,5.00,0.04,5.41,0.88,0.17,0.02,1.54,0.04,8.04,0.37,0.07,0.43,0.30,0.10,4.50,10.00,7.37
vuejs,vue,9.41,4.29,0.00,5.65,1.65,1.39,1.44,0.80,0.30,0.33,0.25,0.58,7.50,0.00,0.87,1.11,4.79,0.28,0.09,0.00,0.74,0.24,6.77,0.60,0.30,0.39,0.36,0.08,8.90,7.78,7.37
node-cache,node-cache,0.10,0.02,0.05,5.65,1.32,,,0.45,,,,0.20,3.70,0.00,2.86,0.00,9.21,0.62,1.03,0.00,0.88,0.02,7.99,0.04,0.04,,0.00,,0.00,,7.37
NMFR,optimize-css-assets-webpack-plugin,0.05,0.01,1.36,5.65,1.32,,,,,,,0.13,4.20,0.00,0.56,0.17,3.80,4.25,1.21,0.00,0.44,0.01,5.09,,,,,,,,7.37
jsdoc,jsdoc,0.67,0.18,0.05,5.65,1.32,,1.40,1.43,0.05,0.63,0.39,0.23,7.50,2.29,0.63,0.01,9.65,0.50,0.00,0.04,0.07,0.02,9.09,0.02,0.21,0.09,0.06,0.37,2.40,8.89,7.37
standard,eslint-config-standard,0.12,0.07,0.34,5.64,1.06,0.69,0.88,1.90,0.48,0.20,0.09,0.12,7.50,0.00,0.48,0.25,5.50,0.20,0.04,0.02,1.62,0.01,5.54,,0.04,0.17,0.48,0.36,6.70,10.00,7.37
